#.t	CODs	CODt	NH	PO	TSS	Water
#d	g/m3	g/m3	g/m3	g/m3	g/m3	m3/d
220.75553	196.27633	816.71226	38.293692	7.9584928	432.59626	103996.0344
220.759	195.85806	826.71219	38.177387	7.9415329	442.59619	105090.5304
220.76248	195.43978	836.71213	38.061083	7.924573	452.59613	104268.0936
220.76595	195.02151	846.71206	37.944778	7.9076132	462.59606	105954.516
220.76942	194.60324	856.712	37.828473	7.8906533	472.596	108041.328
220.77289	194.18496	866.71194	37.712168	7.8736934	482.59594	107177.7672
220.77636	193.76669	876.71187	37.595863	7.8567335	492.59587	140937.4296
220.77984	193.34842	886.71181	37.479558	7.8397736	502.59581	130736.7264
220.78331	192.93014	891.08804	37.363254	7.8228137	506.97204	108958.5336
220.78678	192.51187	888.58806	37.246949	7.8058538	504.47206	108386.748
220.79025	192.68735	881.87736	37.245368	7.8129691	500.07266	105138.4944
220.79373	193.48358	870.74809	37.363531	7.8452542	493.68009	105110.0472
220.7972	193.06136	868.2481	37.246129	7.8281343	491.1801	141134.3544
220.80067	192.63914	865.74812	37.128727	7.8110144	488.68012	129547.6872
220.80414	192.21692	863.24814	37.011325	7.7938945	486.18014	106187.2152
220.80761	191.7947	860.74815	36.893923	7.7767746	483.68015	106869.6864
220.81109	191.37248	858.24817	36.776521	7.7596547	481.18017	106724.244
220.81456	190.95026	855.74818	36.659119	7.7425348	478.68018	105171.0408
220.81803	190.52805	853.2482	36.541717	7.7254149	476.1802	104172.828
220.8215	190.10583	850.7482199999999	36.424315	7.708295	473.68022	103911.0864
220.82498	189.68361	848.24823	36.306913	7.6911751	471.18023	102127.884
220.82845	189.26139	845.74825	36.189511	7.6740552	468.68025	102092.7744
220.83192	188.83917	843.24826	36.072109	7.6569354	466.18026	104106.0312
220.83539	181.37332	827.90828	34.610606	7.3542149	457.88828	105514.9464
220.83886	180.96689	825.4083000000001	34.497592	7.337735	455.3883	140947.8072
220.84234	180.56045	822.90831	34.384579	7.3212551	452.88831	126336.9552
220.84581	180.15402	820.40833	34.271566	7.3047752	450.38833	102684.6984
220.84928	179.74758	817.90834	34.158553	7.2882953	447.88834	101779.4376
220.85275	179.34115	815.40836	34.04554	7.2718154	445.38836	103303.0056
220.85623	178.93471	812.90838	33.932527	7.2553355	442.88838	102417.9264
220.8597	178.52828	810.4083900000001	33.819513	7.2388556	440.38839	99225.984
220.86317	178.12184	807.90841	33.7065	7.2223757	437.88841	100142.9112
220.86664	177.71541	805.40842	33.593487	7.2058958	435.38842	100524.6984
220.87011	177.30897	802.90844	33.480474	7.1894159	432.88844	101537.3808
220.87359	176.90254	800.40846	33.367461	7.1729361	430.38846	102953.8344
220.87706	171.35544	797.90847	32.285871	6.9480157	427.88847	101922.7944
220.88053	170.96084	795.40849	32.17615	6.9320158	425.38849	99913.6728
220.884	170.56624	792.9085	32.066428	6.9160159	422.8885	100020.0432
220.88748	170.17164	790.40852	31.956707	6.900016	420.38852	99686.73119999999
220.89095	169.77705	787.90854	31.846985	6.8840161	417.88854	98780.5272
220.89442	169.38245	785.40855	31.737264	6.8680162	415.38855	104467.404
220.89789	168.98785	782.9085700000001	31.627542	6.8520163	412.88857	104970.636
220.90136	168.59325	780.40858	31.517821	6.8360164	410.38858	108129.3192
220.90484	168.19866	777.9086	31.408099	6.8200165	407.8886	108247.7664
220.90831	167.80406	775.40862	31.298378	6.8040166	405.38862	103543.3464
220.91178	167.40946	772.90863	31.188656	6.7880167	402.88863	101538.504
220.91525	167.01486	770.40865	31.078935	6.7720168	400.38865	101581.056
220.91873	163.28786	780.74866	30.349829	6.6208966	403.68066	103507.5912
220.9222	162.90116	778.24868	30.242302	6.6052167	401.18068	103440.6024
220.92567	162.51445	775.7487	30.134775	6.5895368	398.6807	103979.0976
220.92914	162.12775	773.24871	30.027248	6.5738569	396.18071	104270.0664
220.93261	161.74104	770.74873	29.919721	6.558177	393.68073	71798.952
220.93609	161.35433	768.24874	29.812194	6.5424971	391.18074	79988.4048
220.93956	160.96763	765.7487599999999	29.704666	6.5268172	388.68076	100648.3128
220.94303	160.58092	763.24878	29.597139	6.5111373	386.18078	101632.5048
220.9465	160.19422	760.74879	29.489612	6.4954574	383.68079	99648.4776
220.94997	159.80751	758.24881	29.382085	6.4797775	381.18081	98827.7616
220.95345	159.42081	755.74882	29.274558	6.4640976	378.68082	102923.1576
220.95692	159.0341	753.24884	29.167031	6.4484177	376.18084	104187.6936
220.96039	158.6474	750.74886	29.059504	6.4327378	373.68086	101268.2592
220.96386	158.26069	748.24887	28.951977	6.4170579	371.18087	98354.1504
220.96734	157.87398	745.74889	28.84445	6.401378	368.68089	97591.5408
220.97081	157.48728	743.2489	28.736923	6.3856981	366.1809	98092.2864
220.97428	157.10057	740.74892	28.629396	6.3700182	363.68092	97549.8024
220.97775	156.71387	738.2489399999999	28.521868	6.3543383	361.18094	96596.22
220.98122	156.32716	735.74895	28.414341	6.3386584	358.68095	100959.372
220.9847	155.94046	733.24897	28.306814	6.3229785	356.18097	99453.41039999999
220.98817	155.55375	730.74898	28.199287	6.3072986	353.68098	67656.5304
220.99164	155.16705	728.249	28.09176	6.2916187	351.181	79721.7792
220.99511	154.78034	725.74902	27.984233	6.2759388	348.68102	100498.092
220.99859	154.39363	723.2490299999999	27.876706	6.2602589	346.18103	100201.4832
221.00206	157.14993	688.64905	28.335897	6.3720194	329.20105	100377.42
221.00553	156.75533	686.14906	28.226175	6.3560195	326.70106	99243.29519999999
221.009	156.36073	683.64908	28.116454	6.3400196	324.20108	102364.356
221.01247	155.96614	681.1491	28.006732	6.3240197	321.7011	102170.1528
221.01595	155.57154	678.64911	27.897011	6.3080198	319.20111	101060.0784
221.01942	155.17694	676.14913	27.787289	6.2920199	316.70113	102477.2112
221.02289	154.78234	673.64914	27.677568	6.27602	314.20114	102095.0376
221.02636	154.38775	671.1491600000001	27.567846	6.2600201	311.70116	103151.28
221.02984	153.99315	668.64918	27.458125	6.2440202	309.20118	100425.4296
221.03331	153.59855	666.14919	27.348403	6.2280203	306.70119	98278.3536
221.03678	153.20395	663.64921	27.238682	6.2120204	304.20121	98940.22319999999
221.04025	152.80936	661.14922	27.12896	6.1960205	301.70122	101830.8912
221.04372	150.89061	645.80924	26.749046	6.1182204	293.40924	102430.3752
221.0472	150.49996	643.30926	26.640422	6.1023805	290.90926	100001.7408
221.05067	150.10931	642	26.531797	6.0865406	289.6	100013.304
221.05414	149.71866	642	26.423173	6.0707007	289.6	99305.14320000001
221.05761	149.328	642	26.314549	6.0548608	289.6	98590.9008
221.06109	148.93735	642	26.205925	6.0390209	289.6	101039.0088
221.06456	148.5467	642	26.0973	6.023181	289.6	99460.92
221.06803	148.15605	642	25.988676	6.0073411	289.6	97993.8168
221.0715	147.7654	642	25.880052	5.9915012	289.6	98021.18399999999
221.07497	147.37475	642	25.771427	5.9756613	289.6	95106.13920000001
221.07845	146.9841	642	25.662803	5.9598214	289.6	94075.644
221.08192	146.59344	642	25.554179	5.9439815	289.6	94828.08
221.08539	144.726	622.74	25.188529	5.8682614	280.912	94461.2928
221.08886	144.33929	622.74	25.081002	5.8525815	280.912	95789.5656
221.09234	193.354	622.74	38.71	7.84	280.912	95480.5128
221.09581	193.354	622.74	38.71	7.84	280.912	94788.30959999999
221.09928	193.354	622.74	38.71	7.84	280.912	93998.58
221.10275	193.354	622.74	38.71	7.84	280.912	92205.348
221.10622	193.354	622.74	38.71	7.84	280.912	93196.86
221.1097	193.354	622.74	38.71	7.84	280.912	95349.4776
221.11317	193.354	622.74	38.71	7.84	280.912	95397.4176
221.11664	193.354	622.74	38.71	7.84	280.912	95319.1296
221.12011	193.354	622.74	38.71	7.84	280.912	95571.5736
221.12358	193.354	622.74	38.71	7.84	280.912	96223.92
221.12706	195.327	603.48	39.105	7.92	272.224	95312.42879999999
221.13053	195.327	603.48	39.105	7.92	272.224	92660.1624
221.134	195.327	603.48	39.105	7.92	272.224	91187.052
221.13747	195.327	603.48	39.105	7.92	272.224	90114.13679999999
221.14095	195.327	603.48	39.105	7.92	272.224	90750.3336
221.14442	195.327	603.48	39.105	7.92	272.224	88826.9256
221.14789	195.327	603.48	39.105	7.92	272.224	88056.5304
221.15136	195.327	603.48	39.105	7.92	272.224	86958.0288
221.15483	195.327	603.48	39.105	7.92	272.224	87493.2696
221.15831	195.327	603.48	39.105	7.92	272.224	87665.592
221.16178	195.327	603.48	39.105	7.92	272.224	86695.2696
221.16525	195.327	603.48	39.105	7.92	272.224	86427.8064
221.16872	191.381	571.38	38.315	7.76	257.744	86769.9048
221.1722	191.381	571.38	38.315	7.76	257.744	85326.3576
221.17567	191.381	571.38	38.315	7.76	257.744	86274.7464
221.17914	191.381	571.38	38.315	7.76	257.744	85331.4984
221.18261	191.381	571.38	38.315	7.76	257.744	85385.02800000001
221.18608	191.381	571.38	38.315	7.76	257.744	83462.1312
221.18956	191.381	571.38	38.315	7.76	257.744	83220.5088
221.19303	191.381	571.38	38.315	7.76	257.744	89736.35520000001
221.1965	191.381	571.38	38.315	7.76	257.744	90885.5736
221.19997	191.381	571.38	38.315	7.76	257.744	90749.9328
221.20345	191.381	571.38	38.315	7.76	257.744	78117.276
221.20692	191.381	571.38	38.315	7.76	257.744	71422.8312
221.21039	185.462	539.28	37.13	7.52	243.264	73656.8688
221.21386	185.462	539.28	37.13	7.52	243.264	96056.28720000001
221.21733	185.462	539.28	37.13	7.52	243.264	108943.7088
221.22081	185.462	539.28	37.13	7.52	243.264	106381.0464
221.22428	185.462	539.28	37.13	7.52	243.264	102940.7616
221.22775	185.462	539.28	37.13	7.52	243.264	98180.93520000001
221.23122	185.462	539.28	37.13	7.52	243.264	85101.25440000001
221.2347	185.462	539.28	37.13	7.52	243.264	78359.868
221.23817	185.462	539.28	37.13	7.52	243.264	77405.2968
221.24164	185.462	539.28	37.13	7.52	243.264	92585.9592
221.24511	185.462	539.28	37.13	7.52	243.264	101403.7848
221.24858	185.462	539.28	37.13	7.52	243.264	98106.408
221.25206	181.516	513.6	36.34	7.36	231.68	91999.5624
221.25553	181.516	513.6	36.34	7.36	231.68	79805.99280000001
221.259	181.516	513.6	36.34	7.36	231.68	73858.428
221.26247	181.516	513.6	36.34	7.36	231.68	75114.59759999999
221.26595	181.516	513.6	36.34	7.36	231.68	76268.9616
221.26942	181.516	513.6	36.34	7.36	231.68	81140.8704
221.27289	181.516	513.6	36.34	7.36	231.68	96032.5128
221.27636	181.516	513.6	36.34	7.36	231.68	100114.3656
221.27983	181.516	513.6	36.34	7.36	231.68	92328.51360000001
221.28331	181.516	513.6	36.34	7.36	231.68	75765.204
221.28678	181.516	513.6	36.34	7.36	231.68	68640.7608
221.29025	181.516	513.6	36.34	7.36	231.68	71468.55839999999
221.29372	175.597	494.34	35.155	7.12	222.992	70299.44160000001
221.29719	175.597	494.34	35.155	7.12	222.992	72766.79760000001
221.30067	175.597	494.34	35.155	7.12	222.992	87932.3688
221.30414	175.597	494.34	35.155	7.12	222.992	92931.8352
221.30761	175.597	494.34	35.155	7.12	222.992	90102.97199999999
221.31108	175.597	494.34	35.155	7.12	222.992	70615.37760000001
221.31456	175.597	494.34	35.155	7.12	222.992	55377.6792
221.31803	175.597	494.34	35.155	7.12	222.992	54996.3384
221.3215	175.597	494.34	35.155	7.12	222.992	82250.7144
221.32497	175.597	494.34	35.155	7.12	222.992	97525.30560000001
221.32844	175.597	494.34	35.155	7.12	222.992	90870.4368
221.33192	175.597	494.34	35.155	7.12	222.992	86867.1912
221.33539	171.651	487.92	34.365	6.96	220.096	66659.4048
221.33886	171.651	487.92	34.365	6.96	220.096	52222.5816
221.34233	171.651	487.92	34.365	6.96	220.096	51311.5032
221.34581	171.651	487.92	34.365	6.96	220.096	51735.3168
221.34928	171.651	487.92	34.365	6.96	220.096	78230.07120000001
221.35275	171.651	487.92	34.365	6.96	220.096	92424
221.35622	171.651	487.92	34.365	6.96	220.096	89271.2208
221.35969	171.651	487.92	34.365	6.96	220.096	86561.5344
221.36317	171.651	487.92	34.365	6.96	220.096	71016.7248
221.36664	171.651	487.92	34.365	6.96	220.096	61145.8704
221.37011	171.651	487.92	34.365	6.96	220.096	64241.0736
221.37358	171.651	487.92	34.365	6.96	220.096	63640.7352
221.37706	179.543	513.6	35.945	7.28	231.68	62312.3832
221.38053	179.543	513.6	35.945	7.28	231.68	65258.9784
221.384	179.543	513.6	35.945	7.28	231.68	74223.8256
221.38747	179.543	513.6	35.945	7.28	231.68	85469.03999999999
221.39094	179.543	513.6	35.945	7.28	231.68	88241.83440000001
221.39442	179.543	513.6	35.945	7.28	231.68	84759.2472
221.39789	179.543	513.6	35.945	7.28	231.68	80226.7464
221.40136	179.543	513.6	35.945	7.28	231.68	68458.356
221.40483	179.543	513.6	35.945	7.28	231.68	63396.036
221.40831	179.543	513.6	35.945	7.28	231.68	63984.8136
221.41178	179.543	513.6	35.945	7.28	231.68	66747.6792
221.41525	179.543	513.6	35.945	7.28	231.68	90174.94560000001
221.41872	201.246	571.38	40.29	8.16	257.744	99966.2592
221.42219	201.246	571.38	40.29	8.16	257.744	94173.6384
221.42567	201.246	571.38	40.29	8.16	257.744	63161.352
221.42914	201.246	571.38	40.29	8.16	257.744	73520.86320000001
221.43261	201.246	571.38	40.29	8.16	257.744	94642.1832
221.43608	201.246	571.38	40.29	8.16	257.744	85878.8688
221.43956	201.246	571.38	40.29	8.16	257.744	75437.7408
221.44303	201.246	571.38	40.29	8.16	257.744	73823.41439999999
221.4465	201.246	571.38	40.29	8.16	257.744	77166.20879999999
221.44997	201.246	571.38	40.29	8.16	257.744	91322.07120000001
221.45344	201.246	571.38	40.29	8.16	257.744	100071.3936
221.45692	201.246	571.38	40.29	8.16	257.744	97847.0208
221.46039	215.057	642	43.055	8.720000000000001	289.6	75209.15760000001
221.46386	215.057	642	43.055	8.720000000000001	289.6	82155.8904
221.46733	215.057	642	43.055	8.720000000000001	289.6	97946.4984
221.4708	215.057	642	43.055	8.720000000000001	289.6	98198.77680000001
221.47428	215.057	642	43.055	8.720000000000001	289.6	67153.2696
221.47775	215.057	642	43.055	8.720000000000001	289.6	78250.97040000001
221.48122	215.057	642	43.055	8.720000000000001	289.6	100647.72
221.48469	215.057	642	43.055	8.720000000000001	289.6	70416.80160000001
221.48817	215.057	642	43.055	8.720000000000001	289.6	81039.8232
221.49164	215.057	642	43.055	8.720000000000001	289.6	102058.0176
221.49511	215.057	642	43.055	8.720000000000001	289.6	71804.60159999999
221.49858	215.057	642	43.055	8.720000000000001	289.6	69050.18640000001
221.50205	222.949	706.2	44.635	9.039999999999999	318.56	93748.84080000001
221.50553	222.949	706.2	44.635	9.039999999999999	318.56	101236.896
221.509	222.949	706.2	44.635	9.039999999999999	318.56	74327.19839999999
221.51247	222.949	706.2	44.635	9.039999999999999	318.56	87445.236
221.51594	222.949	706.2	44.635	9.039999999999999	318.56	105136.0752
221.51942	222.949	706.2	44.635	9.039999999999999	318.56	72175.99679999999
221.52289	222.949	706.2	44.635	9.039999999999999	318.56	82681.19040000001
221.52636	222.949	706.2	44.635	9.039999999999999	318.56	104724.636
221.52983	222.949	706.2	44.635	9.039999999999999	318.56	76144.1088
221.5333	222.949	706.2	44.635	9.039999999999999	318.56	85947.3048
221.53678	222.949	706.2	44.635	9.039999999999999	318.56	105997.56
221.54025	222.949	706.2	44.635	9.039999999999999	318.56	72351.0264
221.54372	217.03	738.3	43.45	8.800000000000001	333.04	107982.9864
221.54719	217.03	738.3	43.45	8.800000000000001	333.04	120759.8088
221.55067	217.03	738.3	43.45	8.800000000000001	333.04	70747.7304
221.55414	217.03	738.3	43.45	8.800000000000001	333.04	90081.12480000001
221.55761	217.03	738.3	43.45	8.800000000000001	333.04	135373.1664
221.56108	217.03	738.3	43.45	8.800000000000001	333.04	91541.89200000001
221.56455	217.03	738.3	43.45	8.800000000000001	333.04	78353.9016
221.56803	217.03	738.3	43.45	8.800000000000001	333.04	127754.3472
221.5715	217.03	738.3	43.45	8.800000000000001	333.04	92738.6784
221.57497	217.03	738.3	43.45	8.800000000000001	333.04	54392.9664
221.57844	217.03	738.3	43.45	8.800000000000001	333.04	85518.6384
221.58192	217.03	738.3	43.45	8.800000000000001	333.04	73000.0536
221.58539	205.192	757.5599999999999	41.08	8.32	341.728	69471.51119999999
221.58886	205.192	757.5599999999999	41.08	8.32	341.728	129483.4512
221.59233	205.192	757.5599999999999	41.08	8.32	341.728	95755.6272
221.5958	205.192	757.5599999999999	41.08	8.32	341.728	96980.664
221.59928	205.192	757.5599999999999	41.08	8.32	341.728	125345.7336
221.60275	205.192	757.5599999999999	41.08	8.32	341.728	111022.9704
221.60622	205.192	757.5599999999999	41.08	8.32	341.728	82004.9736
221.60969	205.192	757.5599999999999	41.08	8.32	341.728	97444.15919999999
221.61317	205.192	757.5599999999999	41.08	8.32	341.728	111493.824
221.61664	205.192	757.5599999999999	41.08	8.32	341.728	104581.3296
221.62011	205.192	757.5599999999999	41.08	8.32	341.728	103285.9584
221.62358	205.04869	757.5599999999999	41.05131	8.314189300000001	341.728	103213.3128
221.62705	201.246	757.5599999999999	40.29	8.16	341.728	104105.2344
221.63053	201.246	757.5599999999999	40.29	8.16	341.728	104584.3296
221.634	201.246	757.5599999999999	40.29	8.16	341.728	106462.8576
221.63747	201.246	757.5599999999999	40.29	8.16	341.728	110776.8432
221.64094	201.246	757.5599999999999	40.29	8.16	341.728	109199.7744
221.64441	201.246	757.5599999999999	40.29	8.16	341.728	112535.688
221.64789	201.246	757.5599999999999	40.29	8.16	341.728	115981.704
221.65136	201.246	757.5599999999999	40.29	8.16	341.728	115415.7936
221.65483	201.246	757.5599999999999	40.29	8.16	341.728	110558.3544
221.6583	201.246	757.5599999999999	40.29	8.16	341.728	110002.5312
221.66178	201.246	757.5599999999999	40.29	8.16	341.728	114896.7648
221.66525	201.246	757.5599999999999	40.29	8.16	341.728	116336.7408
221.66872	201.246	751.14	40.29	8.16	338.832	115364.9184
221.67219	201.246	751.14	40.29	8.16	338.832	114910.8648
221.67566	201.246	751.14	40.29	8.16	338.832	111915.6984
221.67914	201.246	751.14	40.29	8.16	338.832	109049.4336
221.68261	201.246	751.14	40.29	8.16	338.832	76819.98480000001
221.68608	201.246	751.14	40.29	8.16	338.832	93801.6936
221.68955	201.246	751.14	40.29	8.16	338.832	122148.8688
221.69303	201.246	751.14	40.29	8.16	338.832	119740.0536
221.6965	201.246	751.14	40.29	8.16	338.832	117943.3464
221.69997	201.246	751.14	40.29	8.16	338.832	114012.7488
221.70344	201.246	751.14	40.29	8.16	338.832	112731.48
221.70691	201.246	751.14	40.29	8.16	338.832	114555.4608
221.71039	201.246	725.46	40.29	8.16	327.248	79886.772
221.71386	201.246	725.46	40.29	8.16	327.248	91943.11440000001
221.71733	201.246	725.46	40.29	8.16	327.248	116723.448
221.7208	201.246	725.46	40.29	8.16	327.248	113765.316
221.72428	201.246	725.46	40.29	8.16	327.248	114967.3104
221.72775	201.246	725.46	40.29	8.16	327.248	115387.2528
221.73122	201.246	725.46	40.29	8.16	327.248	78098.6856
221.73469	201.246	725.46	40.29	8.16	327.248	91304.0736
221.73816	201.246	725.46	40.29	8.16	327.248	116038.4568
221.74164	201.246	725.46	40.29	8.16	327.248	114681.9048
221.74511	201.246	725.46	40.29	8.16	327.248	115962.6912
221.74858	201.246	725.46	40.29	8.16	327.248	114360.6744
221.75205	209.138	699.78	41.87	8.48	315.664	80533.00079999999
221.75553	209.138	699.78	41.87	8.48	315.664	97673.5056
221.759	209.138	699.78	41.87	8.48	315.664	124205.0784
221.76247	209.138	699.78	41.87	8.48	315.664	122621.9136
221.76594	209.138	699.78	41.87	8.48	315.664	121349.3016
221.76941	209.138	699.78	41.87	8.48	315.664	84227.47440000001
221.77289	209.138	699.78	41.87	8.48	315.664	59724.468
221.77636	209.138	699.78	41.87	8.48	315.664	100600.248
221.77983	209.138	699.78	41.87	8.48	315.664	125842.9104
221.7833	209.138	699.78	41.87	8.48	315.664	123502.2024
221.78678	209.138	699.78	41.87	8.48	315.664	86818.0656
221.79025	209.138	699.78	41.87	8.48	315.664	61863.912
221.79372	211.111	686.9400000000001	42.265	8.56	309.872	100910.6592
221.79719	211.111	686.9400000000001	42.265	8.56	309.872	125487.9768
221.80066	211.111	686.9400000000001	42.265	8.56	309.872	123475.1472
221.80414	211.111	686.9400000000001	42.265	8.56	309.872	120543.36
221.80761	211.111	686.9400000000001	42.265	8.56	309.872	85931.6712
221.81108	211.111	686.9400000000001	42.265	8.56	309.872	102454.9056
221.81455	211.111	686.9400000000001	42.265	8.56	309.872	126107.88
221.81802	211.111	686.9400000000001	42.265	8.56	309.872	124384.0392
221.8215	211.111	686.9400000000001	42.265	8.56	309.872	101597.2896
221.82497	211.111	686.9400000000001	42.265	8.56	309.872	68718.36719999999
221.82844	211.111	686.9400000000001	42.265	8.56	309.872	98009.92080000001
221.83191	211.111	686.9400000000001	42.265	8.56	309.872	124676.2848
221.83539	203.219	674.1	40.685	8.24	304.08	121901.6088
