#.t	CODs	CODt	NH	PO	TSS	Water
#d	g/m3	g/m3	g/m3	g/m3	g/m3	m3/d
226.68605	201.246	798.15665	40.29	8.16	385.84865	117818.2008
226.68952	201.246	808.15658	40.29	8.16	395.84858	118155.5232
226.69299	201.246	818.15652	40.29	8.16	405.84852	119634.0672
226.69647	201.246	828.1564499999999	40.29	8.16	415.84845	117036.5064
226.69994	201.246	838.15639	40.29	8.16	425.84839	116018.4936
226.70341	201.246	848.15633	40.29	8.16	435.84833	114899.28
226.70688	201.246	858.15626	40.29	8.16	445.84826	114604.7664
226.71035	201.246	842.4761999999999	40.29	8.16	444.2642	115744.5576
226.71383	201.246	852.47613	40.29	8.16	454.26413	114672.4824
226.7173	201.246	862.47607	40.29	8.16	464.26407	111463.356
226.72077	201.246	872.47601	40.29	8.16	474.26401	110017.9488
226.72424	201.246	882.47594	40.29	8.16	484.26394	112334.4264
226.72772	201.246	892.47588	40.29	8.16	494.26388	112417.7256
226.73119	201.246	902.47581	40.29	8.16	504.26381	111695.2296
226.73466	201.246	912.4757499999999	40.29	8.16	514.26375	112626.4056
226.73813	201.246	922.47569	40.29	8.16	524.26369	111008.0304
226.7416	201.246	932.47562	40.29	8.16	534.2636199999999	108832.5168
226.74508	201.246	942.47556	40.29	8.16	544.26356	130002.7608
226.74855	201.246	952.47549	40.29	8.16	554.26349	123575.5584
226.75202	209.138	936.79543	41.87	8.48	552.67943	110038.2696
226.75549	209.138	946.79537	41.87	8.48	562.6793699999999	109394.1816
226.75897	209.138	956.7953	41.87	8.48	572.6793	106304.2968
226.76244	209.138	966.79524	41.87	8.48	582.67924	106162.4976
226.76591	209.138	976.79517	41.87	8.48	592.67917	108664.2936
226.76938	209.138	986.79511	41.87	8.48	602.67911	106619.676
226.77285	209.138	996.7950499999999	41.87	8.48	612.67905	106912.3128
226.77633	209.138	1006.795	41.87	8.48	622.67898	105851.4552
226.7798	209.138	1016.7949	41.87	8.48	632.6789199999999	119120.2848
226.78327	209.138	1026.7949	41.87	8.48	642.67885	117075.6864
226.78674	209.138	1036.7948	41.87	8.48	652.67879	107510.904
226.79022	209.138	1046.7947	41.87	8.48	662.67873	104973.912
226.79369	211.111	1043.9547	42.265	8.56	666.88666	105905.0688
226.79716	211.111	1053.9546	42.265	8.56	676.8866	106281.7896
226.80063	211.111	1063.9545	42.265	8.56	686.88653	107804.1792
226.8041	211.111	1070.1862	42.265	8.56	693.11824	127409.0568
226.80758	211.111	1067.6863	42.265	8.56	690.61826	120596.8656
226.81105	211.111	1065.1863	42.265	8.56	688.1182700000001	105299.712
226.81452	211.111	1062.6863	42.265	8.56	685.61829	104536.128
226.81799	211.111	1060.1863	42.265	8.56	683.11831	103694.7312
226.82147	211.111	1057.6863	42.265	8.56	680.61832	121222.3944
226.82494	192.23708	1055.1863	37.01693	7.7947119	678.11834	115867.8072
226.82841	191.81486	1052.6864	36.899528	7.777592	675.61835	103923.0696
226.83188	191.39264	1050.1864	36.782126	7.7604721	673.11837	102257.712
226.83535	183.83134	1034.8464	35.29408	7.4538811	664.8263899999999	98960.83199999999
226.83883	183.42491	1032.3464	35.181067	7.4374012	662.3264	104624.9424
226.8423	183.01847	1029.8464	35.068054	7.4209213	659.82642	106748.8416
226.84577	182.61204	1027.3464	34.955041	7.4044414	657.32643	104533.4808
226.84924	182.2056	1024.8465	34.842028	7.3879615	654.82645	100235.9784
226.85271	181.79917	1022.3465	34.729015	7.3714816	652.32647	102034.3704
226.85619	181.39273	1019.8465	34.616001	7.3550017	649.8264799999999	103780.2096
226.85966	180.98629	1017.3465	34.502988	7.3385218	647.3265	99667.476
226.86313	180.57986	1014.8465	34.389975	7.3220419	644.82651	101171.5344
226.8666	180.17342	1012.3465	34.276962	7.3055621	642.32653	104651.1528
226.87008	179.76699	1009.8465	34.163949	7.2890822	639.82655	109536.1368
226.87355	179.36055	1007.3466	34.050936	7.2726023	637.32656	108073.7208
226.87702	173.74186	1004.8466	32.949439	7.044779	634.82658	103757.0328
226.88049	173.34726	1002.3466	32.839718	7.0287791	632.32659	101052.3528
226.88396	172.95267	999.8466100000001	32.729996	7.0127792	629.82661	102673.8672
226.88744	172.55807	997.34663	32.620275	6.9967793	627.32663	103252.02
226.89091	172.16347	994.84664	32.510553	6.9807794	624.82664	105263.8152
226.89438	171.76887	992.34666	32.400832	6.9647795	622.3266599999999	103523.4624
226.89785	171.37428	989.84667	32.29111	6.9487796	619.82667	104426.3856
226.90133	170.97968	987.34669	32.181389	6.9327797	617.32669	103073.1072
226.9048	170.58508	984.84671	32.071667	6.9167798	614.82671	101005.4112
226.90827	170.19048	982.34672	31.961946	6.9007799	612.32672	103680.2664
226.91174	169.79589	979.84674	31.852224	6.88478	609.82674	107823.3696
226.91521	169.40129	977.34675	31.742503	6.8687801	607.3267499999999	109253.808
226.91869	165.62656	987.68677	31.000125	6.7157246	610.61877	105480.3648
226.92216	193.354	686.9400000000001	38.71	7.84	309.872	106590.66
226.92563	193.354	686.9400000000001	38.71	7.84	309.872	106686.3528
226.9291	193.354	686.9400000000001	38.71	7.84	309.872	105954.5256
226.93258	193.354	686.9400000000001	38.71	7.84	309.872	102781.1976
226.93605	193.354	686.9400000000001	38.71	7.84	309.872	125857.476
226.93952	193.354	686.9400000000001	38.71	7.84	309.872	119402.7744
226.94299	193.354	686.9400000000001	38.71	7.84	309.872	100540.9248
226.94646	193.354	686.9400000000001	38.71	7.84	309.872	99479.2488
226.94994	193.354	686.9400000000001	38.71	7.84	309.872	103752.9768
226.95341	193.354	686.9400000000001	38.71	7.84	309.872	106032.7368
226.95688	193.354	686.9400000000001	38.71	7.84	309.872	128000.8656
226.96035	193.354	686.9400000000001	38.71	7.84	309.872	139297.404
226.96383	193.354	686.9400000000001	38.71	7.84	309.872	116030.8344
226.9673	193.354	686.9400000000001	38.71	7.84	309.872	100858.9008
226.97077	193.354	686.9400000000001	38.71	7.84	309.872	101214.516
226.97424	193.354	686.9400000000001	38.71	7.84	309.872	121672.8648
226.97771	193.354	686.9400000000001	38.71	7.84	309.872	116955.4152
226.98119	193.354	686.9400000000001	38.71	7.84	309.872	103126.9128
226.98466	193.354	686.9400000000001	38.71	7.84	309.872	128435.8248
226.98813	193.354	686.9400000000001	38.71	7.84	309.872	116211.156
226.9916	193.354	686.9400000000001	38.71	7.84	309.872	98368.88159999999
226.99508	193.354	686.9400000000001	38.71	7.84	309.872	105203.4432
226.99855	193.354	686.9400000000001	38.71	7.84	309.872	102535.356
227.00202	197.3	654.84	39.5	8	295.392	101868.4368
227.00549	197.3	654.84	39.5	8	295.392	100723.7208
227.00896	197.3	654.84	39.5	8	295.392	103580.9688
227.01244	197.3	654.84	39.5	8	295.392	103031.3592
227.01591	197.3	654.84	39.5	8	295.392	97715.7216
227.01938	197.3	654.84	39.5	8	295.392	97070.2464
227.02285	197.3	654.84	39.5	8	295.392	121631.8344
227.02632	197.3	654.84	39.5	8	295.392	116529.3552
227.0298	197.3	654.84	39.5	8	295.392	103445.9544
227.03327	197.3	654.84	39.5	8	295.392	100739.424
227.03674	197.3	654.84	39.5	8	295.392	97939.9008
227.04021	197.3	654.84	39.5	8	295.392	98469.69839999999
227.04369	195.327	642	39.105	7.92	289.6	100176.4488
227.04716	195.327	642	39.105	7.92	289.6	98666.65919999999
227.05063	195.327	642	39.105	7.92	289.6	99974.4384
227.0541	195.327	642	39.105	7.92	289.6	125207.4744
227.05757	195.327	642	39.105	7.92	289.6	117626.7288
227.06105	195.327	642	39.105	7.92	289.6	98934.8328
227.06452	195.327	642	39.105	7.92	289.6	98076.2184
227.06799	195.327	642	39.105	7.92	289.6	97989.89999999999
227.07146	195.327	642	39.105	7.92	289.6	97717.7208
227.07494	195.327	642	39.105	7.92	289.6	99125.2608
227.07841	195.327	642	39.105	7.92	289.6	94571.8872
227.08188	195.327	642	39.105	7.92	289.6	93667.8624
227.08535	193.354	622.74	38.71	7.84	280.912	105793.5768
227.08882	193.354	622.74	38.71	7.84	280.912	100125.7344
227.0923	193.354	622.74	38.71	7.84	280.912	94577.7408
227.09577	193.354	622.74	38.71	7.84	280.912	98614.46400000001
227.09924	193.354	622.74	38.71	7.84	280.912	101845.2696
227.10271	193.354	622.74	38.71	7.84	280.912	103236.3096
227.10619	193.354	622.74	38.71	7.84	280.912	101428.74
227.10966	193.354	622.74	38.71	7.84	280.912	96122.16959999999
227.11313	193.354	622.74	38.71	7.84	280.912	89841.8232
227.1166	193.354	622.74	38.71	7.84	280.912	86562.0024
227.12007	193.354	622.74	38.71	7.84	280.912	87430.5888
227.12355	193.354	622.74	38.71	7.84	280.912	90656.1792
227.12702	195.327	603.48	39.105	7.92	272.224	91894.6992
227.13049	195.327	603.48	39.105	7.92	272.224	93098.03999999999
227.13396	195.327	603.48	39.105	7.92	272.224	90641.22719999999
227.13744	195.327	603.48	39.105	7.92	272.224	94420.9776
227.14091	195.327	603.48	39.105	7.92	272.224	96429.6456
227.14438	195.327	603.48	39.105	7.92	272.224	99189.16559999999
227.14785	195.327	603.48	39.105	7.92	272.224	92801.52959999999
227.15132	195.327	603.48	39.105	7.92	272.224	88044.5064
227.1548	195.327	603.48	39.105	7.92	272.224	90915.1056
227.15827	195.327	603.48	39.105	7.92	272.224	87341.1024
227.16174	195.327	603.48	39.105	7.92	272.224	84462.192
227.16521	195.327	603.48	39.105	7.92	272.224	82036.75440000001
227.16869	191.381	571.38	38.315	7.76	257.744	81116.31359999999
227.17216	191.381	571.38	38.315	7.76	257.744	82114.908
227.17563	191.381	571.38	38.315	7.76	257.744	78693.1848
227.1791	191.381	571.38	38.315	7.76	257.744	73842.4872
227.18257	191.381	571.38	38.315	7.76	257.744	60141.648
227.18605	191.381	571.38	38.315	7.76	257.744	56610.9096
227.18952	191.381	571.38	38.315	7.76	257.744	73724.064
227.19299	191.381	571.38	38.315	7.76	257.744	79510.5336
227.19646	191.381	571.38	38.315	7.76	257.744	76014.93120000001
227.19993	191.381	571.38	38.315	7.76	257.744	74389.2816
227.20341	191.381	571.38	38.315	7.76	257.744	72322.81200000001
227.20688	191.381	571.38	38.315	7.76	257.744	70603.60799999999
227.21035	185.462	539.28	37.13	7.52	243.264	57895.092
227.21382	185.462	539.28	37.13	7.52	243.264	49271.8896
227.2173	185.462	539.28	37.13	7.52	243.264	52815.264
227.22077	185.462	539.28	37.13	7.52	243.264	72046.1952
227.22424	185.462	539.28	37.13	7.52	243.264	78741.51119999999
227.22771	185.462	539.28	37.13	7.52	243.264	74186.6376
227.23118	185.462	539.28	37.13	7.52	243.264	72970.86719999999
227.23466	185.462	539.28	37.13	7.52	243.264	71213.052
227.23813	185.462	539.28	37.13	7.52	243.264	67662.6912
227.2416	185.462	539.28	37.13	7.52	243.264	64859.292
227.24507	185.462	539.28	37.13	7.52	243.264	63621.9936
227.24855	185.462	539.28	37.13	7.52	243.264	54701.0496
227.25202	181.516	513.6	36.34	7.36	231.68	47169.1728
227.25549	181.516	513.6	36.34	7.36	231.68	45852.288
227.25896	181.516	513.6	36.34	7.36	231.68	48365.1552
227.26243	181.516	513.6	36.34	7.36	231.68	66480.9768
227.26591	181.516	513.6	36.34	7.36	231.68	75089.47199999999
227.26938	181.516	513.6	36.34	7.36	231.68	70956.7248
227.27285	181.516	513.6	36.34	7.36	231.68	70457.7792
227.27632	181.516	513.6	36.34	7.36	231.68	56185.632
227.2798	181.516	513.6	36.34	7.36	231.68	45301.296
227.28327	181.516	513.6	36.34	7.36	231.68	45154.3152
227.28674	181.516	513.6	36.34	7.36	231.68	46730.6376
227.29021	181.516	513.6	36.34	7.36	231.68	50827.8192
227.29368	175.597	494.34	35.155	7.12	222.992	64922.8512
227.29716	175.597	494.34	35.155	7.12	222.992	71837.784
227.30063	175.597	494.34	35.155	7.12	222.992	68476.5144
227.3041	175.597	494.34	35.155	7.12	222.992	63922.656
227.30757	175.597	494.34	35.155	7.12	222.992	44763.0456
227.31105	175.597	494.34	35.155	7.12	222.992	32153.8296
227.31452	175.597	494.34	35.155	7.12	222.992	33797.1312
227.31799	175.597	494.34	35.155	7.12	222.992	38898.1296
227.32146	175.597	494.34	35.155	7.12	222.992	61004.3112
227.32493	175.597	494.34	35.155	7.12	222.992	74397.3912
227.32841	175.597	494.34	35.155	7.12	222.992	73331.35679999999
227.33188	175.597	494.34	35.155	7.12	222.992	52023.5208
227.33535	171.651	487.92	34.365	6.96	220.096	63999.5016
227.33882	171.651	487.92	34.365	6.96	220.096	59590.2168
227.3423	171.651	487.92	34.365	6.96	220.096	46722.2904
227.34577	171.651	487.92	34.365	6.96	220.096	42348.6768
227.34924	171.651	487.92	34.365	6.96	220.096	63989.9688
227.35271	171.651	487.92	34.365	6.96	220.096	75866.30160000001
227.35618	171.651	487.92	34.365	6.96	220.096	69706.19040000001
227.35966	171.651	487.92	34.365	6.96	220.096	49802.952
227.36313	171.651	487.92	34.365	6.96	220.096	61113.3816
227.3666	171.651	487.92	34.365	6.96	220.096	73777.47840000001
227.37007	171.651	487.92	34.365	6.96	220.096	68437.60799999999
227.37354	171.651	487.92	34.365	6.96	220.096	48610.6872
227.37702	179.543	513.6	35.945	7.28	231.68	64193.2272
227.38049	179.543	513.6	35.945	7.28	231.68	84453.34080000001
227.38396	179.543	513.6	35.945	7.28	231.68	75169.992
227.38743	179.543	513.6	35.945	7.28	231.68	50253.0576
227.39091	179.543	513.6	35.945	7.28	231.68	59054.688
227.39438	179.543	513.6	35.945	7.28	231.68	85897.86960000001
227.39785	179.543	513.6	35.945	7.28	231.68	86539.6056
227.40132	179.543	513.6	35.945	7.28	231.68	61707.972
227.40479	179.543	513.6	35.945	7.28	231.68	48489.1032
227.40827	179.543	513.6	35.945	7.28	231.68	72233.9688
227.41174	179.543	513.6	35.945	7.28	231.68	86841.42720000001
227.41521	179.543	513.6	35.945	7.28	231.68	83089.7472
227.41868	201.246	571.38	40.29	8.16	257.744	80889.31200000001
227.42216	201.246	571.38	40.29	8.16	257.744	81040.10400000001
227.42563	201.246	571.38	40.29	8.16	257.744	81874.7064
227.4291	201.246	571.38	40.29	8.16	257.744	63666.0048
227.43257	201.246	571.38	40.29	8.16	257.744	51022.1136
227.43604	201.246	571.38	40.29	8.16	257.744	77298.1176
227.43952	201.246	571.38	40.29	8.16	257.744	90597.3144
227.44299	201.246	571.38	40.29	8.16	257.744	89461.28879999999
227.44646	201.246	571.38	40.29	8.16	257.744	87456.9048
227.44993	201.246	571.38	40.29	8.16	257.744	84944.6976
227.45341	201.246	571.38	40.29	8.16	257.744	85527.1488
227.45688	201.246	571.38	40.29	8.16	257.744	84540.48239999999
227.46035	215.057	642	43.055	8.720000000000001	289.6	107016.8376
227.46382	215.057	642	43.055	8.720000000000001	289.6	100449.9024
227.46729	215.057	642	43.055	8.720000000000001	289.6	84144.1296
227.47077	215.057	642	43.055	8.720000000000001	289.6	84569.6232
227.47424	215.057	642	43.055	8.720000000000001	289.6	67256.6208
227.47771	215.057	642	43.055	8.720000000000001	289.6	81763.18799999999
227.48118	215.057	642	43.055	8.720000000000001	289.6	99483.7032
227.48466	215.057	642	43.055	8.720000000000001	289.6	96185.7864
227.48813	215.057	642	43.055	8.720000000000001	289.6	94680.0888
227.4916	215.057	642	43.055	8.720000000000001	289.6	93063.2592
227.49507	215.057	642	43.055	8.720000000000001	289.6	85860.7968
227.49854	215.057	642	43.055	8.720000000000001	289.6	96637.47840000001
227.50202	222.949	706.2	44.635	9.039999999999999	318.56	102454.6464
227.50549	222.949	706.2	44.635	9.039999999999999	318.56	96755.412
227.50896	222.949	706.2	44.635	9.039999999999999	318.56	120920.9424
227.51243	222.949	706.2	44.635	9.039999999999999	318.56	115687.6128
227.51591	222.949	706.2	44.635	9.039999999999999	318.56	103535.7
227.51938	222.949	706.2	44.635	9.039999999999999	318.56	109998.1152
227.52285	222.949	706.2	44.635	9.039999999999999	318.56	104774.1
227.52632	222.949	706.2	44.635	9.039999999999999	318.56	104850.0744
227.52979	222.949	706.2	44.635	9.039999999999999	318.56	108501.5328
227.53327	222.949	706.2	44.635	9.039999999999999	318.56	112160.1528
227.53674	222.949	706.2	44.635	9.039999999999999	318.56	114816.6672
227.54021	222.949	706.2	44.635	9.039999999999999	318.56	110093.6424
227.54368	217.03	738.3	43.45	8.800000000000001	333.04	109856.9352
227.54715	217.03	738.3	43.45	8.800000000000001	333.04	111700.3848
227.55063	217.03	738.3	43.45	8.800000000000001	333.04	110622.8904
227.5541	217.03	738.3	43.45	8.800000000000001	333.04	111747.108
227.55757	217.03	738.3	43.45	8.800000000000001	333.04	116986.3896
227.56104	217.03	738.3	43.45	8.800000000000001	333.04	114993.1848
227.56452	217.03	738.3	43.45	8.800000000000001	333.04	124383.0504
227.56799	217.03	738.3	43.45	8.800000000000001	333.04	122869.7136
227.57146	217.03	738.3	43.45	8.800000000000001	333.04	112550.592
227.57493	217.03	738.3	43.45	8.800000000000001	333.04	109258.1376
227.5784	217.03	738.3	43.45	8.800000000000001	333.04	110090.3136
227.58188	217.03	738.3	43.45	8.800000000000001	333.04	111184.6824
227.58535	205.192	757.5599999999999	41.08	8.32	341.728	108907.3632
227.58882	205.192	757.5599999999999	41.08	8.32	341.728	109370.1624
227.59229	205.192	757.5599999999999	41.08	8.32	341.728	130679.6928
227.59577	205.09763	759.85961	41.053759	8.3161735	344.02761	177224.3136
227.59924	204.68725	769.85954	40.939649	8.2995336	354.02754	177221.2368
227.60271	204.27687	779.85948	40.825538	8.282893700000001	364.02748	135276.888
227.60618	203.86648	789.85941	40.711428	8.266253799999999	374.02741	117359.7024
227.60965	203.4561	799.8593499999999	40.597317	8.2496139	384.02735	116821.428
227.61313	203.04572	809.85929	40.483207	8.232974	394.02729	117237.2088
227.6166	202.63534	819.8592200000001	40.369097	8.216334099999999	404.02722	114544.2984
227.62007	202.22496	829.85916	40.254986	8.1996942	414.02716	114962.8008
227.62354	201.81458	839.85909	40.140876	8.1830543	424.02709	118370.1264
227.62702	197.53104	849.85903	39.25702	8.009368	434.02703	117153.324
227.63049	197.12855	859.85897	39.145104	7.9930481	444.02697	115872.4872
227.63396	196.72606	869.8588999999999	39.033188	7.9767282	454.0269	116004.0912
227.63743	196.32357	879.85884	38.921272	7.9604083	464.02684	114892.2672
227.6409	195.92108	889.85877	38.809356	7.9440884	474.02677	115985.244
227.64438	195.51859	899.85871	38.69744	7.9277685	484.02671	116563.4952
227.64785	195.1161	909.85865	38.585524	7.9114486	494.02665	117591.2784
227.65132	194.71361	919.85858	38.473608	7.8951287	504.02658	117476.9112
227.65479	194.31112	929.85852	38.361692	7.8788088	514.02652	115696.1352
227.65827	193.90863	939.8584499999999	38.249776	7.8624889	524.02645	114247.8552
227.66174	193.50614	949.85839	38.137861	7.846169	534.02639	115539.8616
227.66521	193.10365	959.85833	38.025945	7.8298491	544.02633	117032.88
227.66868	192.70116	963.43826	37.914029	7.8135292	551.13026	116238.888
227.67215	192.29868	973.4382000000001	37.802113	7.7972093	561.1301999999999	110247.0744
227.67563	191.89619	983.43813	37.690197	7.7808894	571.13013	107079.3168
227.6791	191.4937	993.43807	37.578281	7.7645695	581.13007	109333.7832
227.68257	191.09121	1003.438	37.466365	7.7482497	591.13001	110512.4592
227.68604	190.68872	1013.4379	37.354449	7.7319298	601.12994	110820.8592
227.68952	190.28623	1023.4379	37.242533	7.7156099	611.12988	110828.8272
227.69299	189.88374	1033.4378	37.130617	7.69929	621.12981	108638.6688
227.69646	189.48125	1043.4378	37.018701	7.6829701	631.1297499999999	110277.1272
227.69993	189.07876	1053.4377	36.906785	7.6666502	641.12969	111764.7144
227.7034	188.67627	1063.4376	36.794869	7.6503303	651.12962	111343.1112
227.70688	188.27378	1073.4376	36.682953	7.6340104	661.12956	110325.936
227.71035	187.87129	1057.7575	36.571037	7.6176905	659.54549	107738.7816
227.71382	187.4688	1067.7574	36.459121	7.6013706	669.54543	76719.81600000001
227.71729	187.06631	1077.7574	36.347205	7.5850507	679.54537	89456.1528
227.72076	186.66382	1087.7573	36.235289	7.5687308	689.5453	110602.8984
227.72424	186.26133	1097.7572	36.123373	7.5524109	699.54524	111861.384
227.72771	185.85884	1107.4436	36.011457	7.536091	709.23158	113974.8648
227.73118	185.45636	1104.9436	35.899542	7.5197711	706.7316	111394.8096
227.73465	185.05387	1102.4436	35.787626	7.5034512	704.23161	109320.4968
227.73813	184.65138	1099.9436	35.67571	7.4871313	701.73163	111567.2784
227.7416	184.24889	1097.4436	35.563794	7.4708114	699.23164	107727.5928
227.74507	183.8464	1094.9437	35.451878	7.4544915	696.73166	108606.9504
227.74854	183.44391	1092.4437	35.339962	7.4381716	694.23168	78615.1056
227.75201	190.21951	1064.2637	36.609538	7.7129048	680.14769	89947.1136
227.75549	189.80124	1061.7637	36.493233	7.6959449	677.64771	110565.6552
227.75896	189.38297	1059.2637	36.376928	7.678985	675.14772	107776.5888
227.76243	188.96469	1056.7637	36.260623	7.6620251	672.64774	110171.8056
227.7659	188.54642	1054.2638	36.144319	7.6450652	670.1477599999999	111928.0608
227.76938	188.12815	1051.7638	36.028014	7.6281053	667.64777	112640.9736
227.77285	187.70987	1049.2638	35.911709	7.6111454	665.14779	111769.2312
227.77632	187.2916	1046.7638	35.795404	7.5941855	662.6478	111127.416
227.77979	186.87333	1044.2638	35.679099	7.5772256	660.14782	79856.9736
227.78326	186.45505	1041.7638	35.562794	7.5602657	657.64784	57394.272
227.78674	186.03678	1039.2639	35.44649	7.5433058	655.1478499999999	89931.5904
227.79021	185.61851	1036.7639	35.330185	7.5263459	652.64787	114379.5888
227.79368	186.94741	1021.4239	35.546086	7.5802293	644.35588	111535.1688
227.79715	186.52519	1018.9239	35.428684	7.5631094	641.8559	110848.5888
227.80063	186.10297	1016.4239	35.311282	7.5459895	639.35592	114057.924
227.8041	185.68075	1013.9239	35.19388	7.5288696	636.8559299999999	113621.4024
227.80757	185.25853	1011.4239	35.076478	7.5117498	634.35595	111944.904
227.81104	184.83631	1008.924	34.959076	7.4946299	631.85596	112729.4688
227.81451	184.41409	1006.424	34.841674	7.47751	629.35598	80346.8352
227.81799	183.99187	1003.924	34.724272	7.4603901	626.856	91543.452
227.82146	183.56965	1001.424	34.60687	7.4432702	624.35601	112414.7016
227.82493	183.14743	998.92403	34.489468	7.4261503	621.85603	111119.4504
227.8284	182.72521	996.42404	34.372066	7.4090304	619.35604	113666.5032
227.83188	182.30299	993.9240600000001	34.254664	7.3919105	616.85606	113788.62
227.83535	175.08149	978.58408	32.861103	7.0990975	608.56408	113324.9448
227.83882	174.67506	976.0840899999999	32.74809	7.0826176	606.06409	109621.4688
227.84229	174.26862	973.58411	32.635076	7.0661377	603.56411	78159.95759999999
227.84576	173.86219	971.08412	32.522063	7.0496578	601.06412	58657.8168
227.84924	173.45575	968.58414	32.40905	7.0331779	598.56414	93072.38159999999
227.85271	203.219	674.1	40.685	8.24	304.08	114187.8528
227.85618	203.219	674.1	40.685	8.24	304.08	114251.8872
227.85965	203.219	674.1	40.685	8.24	304.08	113606.5752
227.86313	203.219	674.1	40.685	8.24	304.08	112143.6192
227.8666	203.219	674.1	40.685	8.24	304.08	111842.4648
227.87007	203.219	674.1	40.685	8.24	304.08	110119.6728
227.87354	203.219	674.1	40.685	8.24	304.08	106750.0296
227.87701	197.3	674.1	39.5	8	304.08	107240.2224
227.88049	197.3	674.1	39.5	8	304.08	106750.7832
227.88396	197.3	674.1	39.5	8	304.08	109453.6896
227.88743	197.3	674.1	39.5	8	304.08	109605.0072
227.8909	197.3	674.1	39.5	8	304.08	105868.0152
227.89437	197.3	674.1	39.5	8	304.08	107604.2808
227.89785	197.3	674.1	39.5	8	304.08	106273.4856
227.90132	197.3	674.1	39.5	8	304.08	106575.2808
227.90479	197.3	674.1	39.5	8	304.08	104608.0704
227.90826	197.3	674.1	39.5	8	304.08	70078.62239999999
227.91174	197.3	674.1	39.5	8	304.08	82221.07919999999
227.91521	197.3	674.1	39.5	8	304.08	107627.7648
227.91868	193.354	686.9400000000001	38.71	7.84	309.872	107062.6968
227.92215	193.354	686.9400000000001	38.71	7.84	309.872	105732.12
227.92562	193.354	686.9400000000001	38.71	7.84	309.872	105029.7096
227.9291	193.354	686.9400000000001	38.71	7.84	309.872	104817.1056
227.93257	193.354	686.9400000000001	38.71	7.84	309.872	103942.6872
227.93604	193.354	686.9400000000001	38.71	7.84	309.872	71084.80560000001
227.93951	193.354	686.9400000000001	38.71	7.84	309.872	47875.2048
227.94299	193.354	686.9400000000001	38.71	7.84	309.872	86646.0888
227.94646	193.354	686.9400000000001	38.71	7.84	309.872	113280.4944
227.94993	193.354	686.9400000000001	38.71	7.84	309.872	108317.5776
227.9534	193.354	686.9400000000001	38.71	7.84	309.872	104779.7208
227.95687	193.354	686.9400000000001	38.71	7.84	309.872	105591.6624
227.96035	193.354	686.9400000000001	38.71	7.84	309.872	103941.9936
227.96382	193.354	686.9400000000001	38.71	7.84	309.872	75329.412
227.96729	193.354	686.9400000000001	38.71	7.84	309.872	88610.9232
227.97076	193.354	686.9400000000001	38.71	7.84	309.872	109067.9448
227.97424	193.354	686.9400000000001	38.71	7.84	309.872	105423.5232
227.97771	193.354	686.9400000000001	38.71	7.84	309.872	106470.1488
227.98118	193.354	686.9400000000001	38.71	7.84	309.872	110934.5112
227.98465	193.354	686.9400000000001	38.71	7.84	309.872	107559.4344
227.98812	193.354	686.9400000000001	38.71	7.84	309.872	74022.0456
227.9916	193.354	686.9400000000001	38.71	7.84	309.872	85641.288
227.99507	193.354	686.9400000000001	38.71	7.84	309.872	107810.7312
227.99854	193.354	686.9400000000001	38.71	7.84	309.872	105840.0216
228.00201	197.3	654.84	39.5	8	295.392	106960.1208
228.00549	197.3	654.84	39.5	8	295.392	106463.4456
228.00896	197.3	654.84	39.5	8	295.392	72875.6568
228.01243	197.3	654.84	39.5	8	295.392	53713.9368
228.0159	197.3	654.84	39.5	8	295.392	88358.5416
228.01937	197.3	654.84	39.5	8	295.392	107700.3576
228.02285	197.3	654.84	39.5	8	295.392	109609.1544
228.02632	197.3	654.84	39.5	8	295.392	111544.872
228.02979	197.3	654.84	39.5	8	295.392	74643.2928
228.03326	197.3	654.84	39.5	8	295.392	51699.7872
228.03674	197.3	654.84	39.5	8	295.392	90066.4728
228.04021	197.3	654.84	39.5	8	295.392	110524.8624
228.04368	195.327	642	39.105	7.92	289.6	111337.152
228.04715	195.327	642	39.105	7.92	289.6	108418.5
228.05062	195.327	642	39.105	7.92	289.6	74581.69439999999
228.0541	195.327	642	39.105	7.92	289.6	86127.48480000001
228.05757	195.327	642	39.105	7.92	289.6	111937.8744
228.06104	195.327	642	39.105	7.92	289.6	113293.0584
228.06451	195.327	642	39.105	7.92	289.6	109312.944
228.06798	195.327	642	39.105	7.92	289.6	75799.3992
228.07146	195.327	642	39.105	7.92	289.6	55817.928
228.07493	195.327	642	39.105	7.92	289.6	90617.484
228.0784	195.327	642	39.105	7.92	289.6	113994.2712
228.08187	195.327	642	39.105	7.92	289.6	107248.8384
228.08535	193.354	622.74	38.71	7.84	280.912	70564.8072
228.08882	193.354	622.74	38.71	7.84	280.912	46998.0792
228.09229	193.354	622.74	38.71	7.84	280.912	82437.10799999999
228.09576	193.354	622.74	38.71	7.84	280.912	111119.0856
228.09923	193.354	622.74	38.71	7.84	280.912	107592.1296
228.10271	193.354	622.74	38.71	7.84	280.912	71438.07120000001
228.10618	193.354	622.74	38.71	7.84	280.912	53225.364
228.10965	193.354	622.74	38.71	7.84	280.912	85135.416
228.11312	193.354	622.74	38.71	7.84	280.912	106469.4264
228.1166	193.354	622.74	38.71	7.84	280.912	108058.656
228.12007	193.354	622.74	38.71	7.84	280.912	78798.9408
228.12354	193.354	622.74	38.71	7.84	280.912	54148.7184
