#.t	.Temp	
#d	degC
1.2569444	12.770833
1.2604167	12.747685
1.2638889	12.752314
1.2673611	12.768518
1.2708333	12.775463
1.2743056	12.768518
1.2777778	12.773148
1.28125	12.773148
1.2847222	12.780092
1.2881944	12.768518
1.2916667	12.763889
1.2951389	12.777778
1.2986111	12.768518
1.3020833	12.75
1.3055556	12.773148
1.3090278	12.766203
1.3125	12.784722
1.3159722	12.763889
1.3194444	12.775463
1.3229167	12.782407
1.3263889	12.780092
1.3298611	12.773148
1.3333333	12.761574
1.3368056	12.770833
1.3402778	12.775463
1.34375	12.798611
1.3472222	12.770833
1.3506944	12.791666
1.3541667	12.777777
1.3576389	12.784722
1.3611111	12.789352
1.3645833	12.791666
1.3680556	12.775463
1.3715278	12.768518
1.375	12.780092
1.3784722	12.793981
1.3819444	12.784722
1.3854167	12.780092
1.3888889	12.796296
1.3923611	12.791666
1.3958333	12.787036
1.3993056	12.814814
1.4027778	12.782407
1.40625	12.75
1.4097222	12.773148
1.4131944	12.784722
1.4166667	12.791666
1.4201389	12.800925
1.4236111	12.791666
1.4270833	12.789352
1.4305556	12.798611
1.4340278	12.805555
1.4375	12.805555
1.4409722	12.800925
1.4444444	12.796296
1.4479167	12.80324
1.4513889	12.796296
1.4548611	12.777777
1.4583333	12.796296
1.4618056	12.798611
1.4652778	12.796296
1.46875	12.819444
1.4722222	12.789352
1.4756944	12.787037
1.4791667	12.800926
1.4826389	12.789352
1.4861111	12.798611
1.4895833	12.831018
1.4930556	12.810185
1.4965278	12.789352
1.5	12.789352
1.5034722	12.805555
1.5069444	12.789352
1.5104167	12.796296
1.5138889	12.810185
1.5173611	12.800926
1.5208333	12.793981
1.5243056	12.787037
1.5277778	12.791666
1.53125	12.789352
1.5347222	12.787037
1.5381944	12.791666
1.5416667	12.787037
1.5451389	12.798611
1.5486111	12.789352
1.5520833	12.791666
1.5555556	12.800926
1.5590278	12.800926
1.5625	12.791666
1.5659722	12.805555
1.5694444	12.819444
1.5729167	12.798611
1.5763889	12.803241
1.5798611	12.800925
1.5833333	12.812499
1.5868056	12.80324
1.5902778	12.821759
1.59375	12.80324
1.5972222	12.80324
1.6006944	12.798611
1.6041667	12.803241
1.6076389	12.805555
1.6111111	12.793981
1.6145833	12.80787
1.6180556	12.819444
1.6215278	12.828703
1.625	12.826388
1.6284722	12.814814
1.6319444	12.814814
1.6354167	12.810185
1.6388889	12.798611
1.6423611	12.831018
1.6458333	12.824073
1.6493056	12.796296
1.6527778	12.791666
1.65625	12.8125
1.6597222	12.787037
1.6631944	12.796296
1.6666667	12.814814
1.6701389	12.821759
1.6736111	12.80787
1.6770833	12.814814
1.6805556	12.810185
1.6840278	12.805555
1.6875	12.80324
1.6909722	12.800925
1.6944444	12.791666
1.6979167	12.80787
1.7013889	12.826388
1.7048611	12.835648
1.7083333	12.847221
1.7118056	12.835647
1.7152778	12.835647
1.71875	12.817129
1.7222222	12.824073
1.7256944	12.821759
1.7291667	12.805555
1.7326389	12.812499
1.7361111	12.798611
1.7395833	12.810185
1.7430556	12.821759
1.7465278	12.851851
1.75	12.844907
1.7534722	12.826388
1.7569444	12.851851
1.7604167	12.835647
1.7638889	12.849536
1.7673611	12.849536
1.7708333	12.828703
1.7743056	12.826388
1.7777778	12.844907
1.78125	12.814814
1.7847222	12.831018
1.7881944	12.833333
1.7916667	12.840277
1.7951389	12.844907
1.7986111	12.842592
1.8020833	12.828703
1.8055556	12.835648
1.8090278	12.840277
1.8125	12.837963
1.8159722	12.847222
1.8194444	12.847221
1.8229167	12.847221
1.8263889	12.847222
1.8298611	12.851851
1.8333333	12.847221
1.8368056	12.826388
1.8402778	12.861111
1.84375	12.847222
1.8472222	12.856481
1.8506944	12.861111
1.8541667	12.849536
1.8576389	12.847222
1.8611111	12.844907
1.8645833	12.87037
1.8680556	12.840277
1.8715278	12.847222
1.875	12.851852
1.8784722	12.837963
1.8819444	12.849537
1.8854167	12.837962
1.8888889	12.854166
1.8923611	12.847222
1.8958333	12.879629
1.8993056	12.872685
1.9027778	12.856481
1.90625	12.856481
1.9097222	12.87037
1.9131944	12.861111
1.9166667	12.854166
1.9201389	12.87037
1.9236111	12.874999
1.9270833	12.898148
1.9305556	12.861111
1.9340278	12.881944
1.9375	12.842592
1.9409722	12.856481
1.9444444	12.86574
1.9479167	12.877314
1.9513889	12.87037
1.9548611	12.895833
1.9583333	12.877314
1.9618056	12.884259
1.9652778	12.881944
1.96875	12.900463
1.9722222	12.881944
1.9756944	12.881944
1.9791667	12.87037
1.9826389	12.905092
1.9861111	12.877314
1.9895833	12.884259
1.9930556	12.875
1.9965278	12.886574
2	12.879629
2.0034722	12.861111
2.0069444	12.891203
2.0104167	12.879629
2.0138889	12.895833
2.0173611	12.884259
2.0208333	12.886573
2.0243056	12.898148
2.0277778	12.893518
2.03125	12.87037
2.0347222	12.891203
2.0381944	12.893518
2.0416667	12.891203
2.0451389	12.891203
2.0486111	12.905092
2.0520833	12.881944
2.0555556	12.902777
2.0590278	12.898148
2.0625	12.905092
2.0659722	12.881944
2.0694444	12.918981
2.0729167	12.888889
2.0763889	12.907407
2.0798611	12.895833
2.0833333	12.902777
2.0868056	12.902777
2.0902778	12.893518
2.09375	12.891203
2.0972222	12.909722
2.1006944	12.909722
2.1041667	12.875
2.1076389	12.895833
2.1111111	12.905092
2.1145833	12.907407
2.1180556	12.898148
2.1215278	12.902777
2.125	12.888889
2.1284722	12.907407
2.1319444	12.900463
2.1354167	12.905092
2.1388889	12.886573
2.1423611	12.875
2.1458333	12.914352
2.1493056	12.893518
2.1527778	12.912036
2.15625	12.907407
2.1597222	12.895833
2.1631944	12.893518
2.1666667	12.916666
2.1701389	12.893518
2.1736111	12.914352
2.1770833	12.907407
2.1805556	12.888888
2.1840278	12.891204
2.1875	12.912037
2.1909722	12.914352
2.1944444	12.916667
2.1979167	12.909722
2.2013889	12.900463
2.2048611	12.914352
2.2083333	12.914352
2.2118056	12.909722
2.2152778	12.921296
2.21875	12.909722
2.2222222	12.912037
2.2256944	12.92824
2.2291667	12.921296
2.2326389	12.925926
2.2361111	12.912037
2.2395833	12.914352
2.2430556	12.914352
2.2465278	12.900463
2.25	12.916666
2.2534722	12.923611
2.2569444	12.907407
2.2604167	12.900463
2.2638889	12.909722
2.2673611	12.907407
2.2708333	12.918981
2.2743056	12.888889
2.2777778	12.900463
2.28125	12.895833
2.2847222	12.925926
2.2881944	12.909722
2.2916667	12.902777
2.2951389	12.905092
2.2986111	12.884259
2.3020833	12.935185
2.3055556	12.918981
2.3090278	12.946759
2.3125	12.923611
2.3159722	12.918981
2.3194444	12.912036
2.3229167	12.914351
2.3263889	12.935185
2.3298611	12.905092
2.3333333	12.930555
2.3368056	12.916666
2.3402778	12.905092
2.34375	12.925925
2.3472222	12.909722
2.3506944	12.923611
2.3541667	12.914351
2.3576389	12.92824
2.3611111	12.918981
2.3645833	12.912036
2.3680556	12.921296
2.3715278	12.905092
2.375	12.93287
2.3784722	12.907407
2.3819444	12.921296
2.3854167	12.923611
2.3888889	12.916666
2.3923611	12.912036
2.3958333	12.918981
2.3993056	12.914351
2.4027778	12.916666
2.40625	12.923611
2.4097222	12.923611
2.4131944	12.916666
2.4166667	12.935185
2.4201389	12.914351
2.4236111	12.918981
2.4270833	12.925925
2.4305556	12.930555
2.4340278	12.916666
2.4375	12.918981
2.4409722	12.925925
2.4444444	12.907407
2.4479167	12.921296
2.4513889	12.925925
2.4548611	12.925925
2.4583333	12.909722
2.4618056	12.888888
2.4652778	12.907407
2.46875	12.907407
2.4722222	12.898148
2.4756944	12.916666
2.4791667	12.916666
2.4826389	12.909722
2.4861111	12.923611
2.4895833	12.92824
2.4930556	12.914352
2.4965278	12.902777
2.5	12.909722
2.5034722	12.949074
2.5069444	12.898148
2.5104167	12.912036
2.5138889	12.918981
2.5173611	12.912036
2.5208333	12.909722
2.5243056	12.905092
2.5277778	12.902777
2.53125	12.918981
2.5347222	12.898148
2.5381944	12.907407
2.5416667	12.900463
2.5451389	12.879629
2.5486111	12.914351
2.5520833	12.905092
2.5555556	12.912036
2.5590278	12.912037
2.5625	12.912037
2.5659722	12.898148
2.5694444	12.902777
2.5729167	12.912037
2.5763889	12.916666
2.5798611	12.921296
2.5833333	12.902777
2.5868056	12.921296
2.5902778	12.923611
2.59375	12.905092
2.5972222	12.884259
2.6006944	12.898148
2.6041667	12.923611
2.6076389	12.888888
2.6111111	12.909722
2.6145833	12.905092
2.6180556	12.891203
2.6215278	12.884259
2.625	12.902777
2.6284722	12.872685
2.6319444	12.888889
2.6354167	12.898148
2.6388889	12.891203
2.6423611	12.895833
2.6458333	12.893518
2.6493056	12.905092
2.6527778	12.912036
2.65625	12.900463
2.6597222	12.893518
2.6631944	12.888889
2.6666667	12.888888
2.6701389	12.872685
2.6736111	12.905092
2.6770833	12.875
2.6805556	12.898148
2.6840278	12.902777
2.6875	12.891203
2.6909722	12.905092
2.6944444	12.884259
2.6979167	12.895833
2.7013889	12.858796
2.7048611	12.872685
2.7083333	12.875
2.7118056	12.888888
2.7152778	12.856481
2.71875	12.895833
2.7222222	12.881944
2.7256944	12.868055
2.7291667	12.863425
2.7326389	12.86574
2.7361111	12.881944
2.7395833	12.847222
2.7430556	12.856481
2.7465278	12.856481
2.75	12.875
2.7534722	12.856481
2.7569444	12.858796
2.7604167	12.849536
2.7638889	12.854166
2.7673611	12.856481
2.7708333	12.861111
2.7743056	12.87037
2.7777778	12.856481
2.78125	12.854166
2.7847222	12.842592
2.7881944	12.856481
2.7916667	12.835648
2.7951389	12.835648
2.7986111	12.849537
2.8020833	12.842592
2.8055556	12.851852
2.8090278	12.849537
2.8125	12.849536
2.8159722	12.837963
2.8194444	12.844907
2.8229167	12.837963
2.8263889	12.835648
2.8298611	12.844907
2.8333333	12.837962
2.8368056	12.821759
2.8402778	12.842592
2.84375	12.849536
2.8472222	12.849536
2.8506944	12.833333
2.8541667	12.821759
2.8576389	12.821759
2.8611111	12.833333
2.8645833	12.840277
2.8680556	12.833333
2.8715278	12.835648
2.875	12.80324
2.8784722	12.80787
2.8819444	12.817129
2.8854167	12.826389
2.8888889	12.805555
2.8923611	12.833333
2.8958333	12.814814
2.8993056	12.826388
2.9027778	12.817129
2.90625	12.80787
2.9097222	12.81713
2.9131944	12.805555
2.9166667	12.805556
2.9201389	12.791666
2.9236111	12.800926
2.9270833	12.793981
2.9305556	12.805555
2.9340278	12.793981
2.9375	12.791666
2.9409722	12.796296
2.9444444	12.791666
2.9479167	12.777777
2.9513889	12.796296
2.9548611	12.791666
2.9583333	12.810185
2.9618056	12.798611
2.9652778	12.789352
2.96875	12.782407
2.9722222	12.789352
2.9756944	12.791666
2.9791667	12.789352
2.9826389	12.796296
2.9861111	12.777777
2.9895833	12.780092
2.9930556	12.789352
2.9965278	12.789352
3	12.793981
3.0034722	12.787037
3.0069444	12.796296
3.0104167	12.793981
3.0138889	12.789352
3.0173611	12.789352
3.0208333	12.782407
3.0243056	12.782407
3.0277778	12.789352
3.03125	12.768518
3.0347222	12.789352
3.0381944	12.782407
3.0416667	12.784722
3.0451389	12.766204
3.0486111	12.773148
3.0520833	12.773148
3.0555556	12.775463
3.0590278	12.770833
3.0625	12.770833
3.0659722	12.782407
3.0694444	12.763889
3.0729167	12.756944
3.0763889	12.74537
3.0798611	12.756944
3.0833333	12.759259
3.0868056	12.759259
3.0902778	12.759259
3.09375	12.766204
3.0972222	12.756944
3.1006944	12.763889
3.1041667	12.738426
3.1076389	12.726852
3.1111111	12.756944
3.1145833	12.738425
3.1180556	12.74074
3.1215278	12.743055
3.125	12.729166
3.1284722	12.747685
3.1319444	12.74537
3.1354167	12.722222
3.1388889	12.743055
3.1423611	12.74537
3.1458333	12.733796
3.1493056	12.733796
3.1527778	12.708333
3.15625	12.724537
3.1597222	12.738425
3.1631944	12.738425
3.1666667	12.743055
3.1701389	12.724536
3.1736111	12.731481
3.1770833	12.726852
3.1805556	12.726851
3.1840278	12.715277
3.1875	12.726852
3.1909722	12.719907
3.1944444	12.715277
3.1979167	12.724536
3.2013889	12.701388
3.2048611	12.743055
3.2083333	12.717592
3.2118056	12.722222
3.2152778	12.719907
3.21875	12.708333
3.2222222	12.731481
3.2256944	12.701389
3.2291667	12.722222
3.2326389	12.719907
3.2361111	12.712963
3.2395833	12.687499
3.2430556	12.699073
3.2465278	12.708333
3.25	12.685185
3.2534722	12.701388
3.2569444	12.696759
3.2604167	12.694444
3.2638889	12.696759
3.2673611	12.696759
3.2708333	12.706018
3.2743056	12.67824
3.2777778	12.685185
3.28125	12.692129
3.2847222	12.673611
3.2881944	12.67824
3.2916667	12.67824
3.2951389	12.662037
3.2986111	12.685185
3.3020833	12.675925
3.3055556	12.652777
3.3090278	12.671296
3.3125	12.685185
3.3159722	12.666666
3.3194444	12.68287
3.3229167	12.671296
3.3263889	12.673611
3.3298611	12.675925
3.3333333	12.657407
3.3368056	12.652777
3.3402778	12.655092
3.34375	12.650463
3.3472222	12.662037
3.3506944	12.643518
3.3541667	12.675925
3.3576389	12.648148
3.3611111	12.643518
3.3645833	12.618055
3.3680556	12.648148
3.3715278	12.638889
3.375	12.641203
3.3784722	12.627315
3.3819444	12.643518
3.3854167	12.627314
3.3888889	12.627315
3.3923611	12.638889
3.3958333	12.629629
3.3993056	12.62037
3.4027778	12.618055
3.40625	12.629629
3.4097222	12.625
3.4131944	12.634259
3.4166667	12.62037
3.4201389	12.608796
3.4236111	12.622685
3.4270833	12.631944
3.4305556	12.611111
3.4340278	12.62037
3.4375	12.625
3.4409722	12.604166
3.4444444	12.611111
3.4479167	12.611111
3.4513889	12.613426
3.4548611	12.613426
3.4583333	12.597222
3.4618056	12.618055
3.4652778	12.611111
3.46875	12.601852
3.4722222	12.594907
3.4756944	12.592592
3.4791667	12.606481
3.4826389	12.611111
3.4861111	12.587963
3.4895833	12.585648
3.4930556	12.601852
3.4965278	12.576389
3.5	12.592592
3.5034722	12.597222
3.5069444	12.606481
3.5104167	12.606481
3.5138889	12.594907
3.5173611	12.597222
3.5208333	12.606481
3.5243056	12.601852
3.5277778	12.613426
3.53125	12.604167
3.5347222	12.597222
3.5381944	12.569444
3.5416667	12.587963
3.5451389	12.581018
3.5486111	12.569444
3.5520833	12.571759
3.5555556	12.567129
3.5590278	12.585648
3.5625	12.55787
3.5659722	12.5625
3.5694444	12.569444
3.5729167	12.567129
3.5763889	12.560185
3.5798611	12.560185
3.5833333	12.560185
3.5868056	12.574074
3.5902778	12.55787
3.59375	12.55324
3.5972222	12.564815
3.6006944	12.548611
3.6041667	12.55787
3.6076389	12.543981
3.6111111	12.550926
3.6145833	12.555555
3.6180556	12.548611
3.6215278	12.571759
3.625	12.55324
3.6284722	12.564815
3.6319444	12.564815
3.6354167	12.567129
3.6388889	12.5625
3.6423611	12.55787
3.6458333	12.546296
3.6493056	12.553241
3.6527778	12.564815
3.65625	12.550926
3.6597222	12.560185
3.6631944	12.537037
3.6666667	12.534722
3.6701389	12.534722
3.6736111	12.530092
3.6770833	12.534722
3.6805556	12.541666
3.6840278	12.530092
3.6875	12.534722
3.6909722	12.527777
3.6944444	12.532407
3.6979167	12.518518
3.7013889	12.513889
3.7048611	12.520833
3.7083333	12.523148
3.7118056	12.502314
3.7152778	12.513889
3.71875	12.509259
3.7222222	12.525463
3.7256944	12.518518
3.7291667	12.539352
3.7326389	12.502314
3.7361111	12.49537
3.7395833	12.511574
3.7430556	12.488425
3.7465278	12.506944
3.75	12.49074
3.7534722	12.513889
3.7569444	12.516203
3.7604167	12.488425
3.7638889	12.516203
3.7673611	12.49537
3.7708333	12.502314
3.7743056	12.483796
3.7777778	12.502314
3.78125	12.49537
3.7847222	12.49537
3.7881944	12.493055
3.7916667	12.516204
3.7951389	12.506944
3.7986111	12.499999
3.8020833	12.511574
3.8055556	12.506944
3.8090278	12.476851
3.8125	12.493055
3.8159722	12.488425
3.8194444	12.513889
3.8229167	12.474537
3.8263889	12.479166
3.8298611	12.481481
3.8333333	12.474536
3.8368056	12.476851
3.8402778	12.481481
3.84375	12.481481
3.8472222	12.467592
3.8506944	12.481481
3.8541667	12.472222
3.8576389	12.467592
3.8611111	12.472222
3.8645833	12.472222
3.8680556	12.472222
3.8715278	12.456018
3.875	12.474536
3.8784722	12.446759
3.8819444	12.462963
3.8854167	12.446759
3.8888889	12.442129
3.8923611	12.444444
3.8958333	12.460648
3.8993056	12.446759
3.9027778	12.462962
3.90625	12.442129
3.9097222	12.446759
3.9131944	12.430555
3.9166667	12.451388
3.9201389	12.456018
3.9236111	12.458333
3.9270833	12.472222
3.9305556	12.460648
3.9340278	12.442129
3.9375	12.453703
3.9409722	12.465277
3.9444444	12.453703
3.9479167	12.444444
3.9513889	12.446759
3.9548611	12.423611
3.9583333	12.42824
3.9618056	12.407407
3.9652778	12.435185
3.96875	12.458333
3.9722222	12.442129
3.9756944	12.449073
3.9791667	12.453703
3.9826389	12.435185
3.9861111	12.430555
3.9895833	12.451388
3.9930556	12.412036
3.9965278	12.444444
4	12.442129
4.0034722	12.435185
4.0069444	12.442129
4.0104167	12.460647
4.0138889	12.43287
4.0173611	12.444444
4.0208333	12.437499
4.0243056	12.421296
4.0277778	12.444444
4.03125	12.444444
4.0347222	12.418981
4.0381944	12.449073
4.0416667	12.430555
4.0451389	12.412037
4.0486111	12.421296
4.0520833	12.402777
4.0555556	12.42824
4.0590278	12.409722
4.0625	12.407407
4.0659722	12.423611
4.0694444	12.425925
4.0729167	12.414352
4.0763889	12.412037
4.0798611	12.416666
4.0833333	12.400463
4.0868056	12.407407
4.0902778	12.414351
4.09375	12.407407
4.0972222	12.391204
4.1006944	12.435185
4.1041667	12.416666
4.1076389	12.395833
4.1111111	12.423611
4.1145833	12.393518
4.1180556	12.388889
4.1215278	12.400463
4.125	12.402777
4.1284722	12.386574
4.1319444	12.400463
4.1354167	12.398148
4.1388889	12.377315
4.1423611	12.398148
4.1458333	12.393518
4.1493056	12.368055
4.1527778	12.37037
4.15625	12.379629
4.1597222	12.388889
4.1631944	12.386574
4.1666667	12.391204
4.1701389	12.372685
4.1736111	12.381944
4.1770833	12.381944
4.1805556	12.384259
4.1840278	12.377315
4.1875	12.368055
4.1909722	12.37963
4.1944444	12.384259
4.1979167	12.384259
4.2013889	12.386574
4.2048611	12.386574
4.2083333	12.388889
4.2118056	12.393518
4.2152778	12.395833
4.21875	12.365741
4.2222222	12.377315
4.2256944	12.391204
4.2291667	12.384259
4.2326389	12.372685
4.2361111	12.37037
4.2395833	12.365741
4.2430556	12.381944
4.2465278	12.361111
4.25	12.372685
4.2534722	12.37037
4.2569444	12.354166
4.2604167	12.37037
4.2638889	12.363426
4.2673611	12.358796
4.2708333	12.340277
4.2743056	12.391204
4.2777778	12.381944
4.28125	12.361111
4.2847222	12.365741
4.2881944	12.358796
4.2916667	12.384259
4.2951389	12.361111
4.2986111	12.358796
4.3020833	12.347222
4.3055556	12.361111
4.3090278	12.361111
4.3125	12.328703
4.3159722	12.340277
4.3194444	12.328703
4.3229167	12.354166
4.3263889	12.340277
4.3298611	12.328703
4.3333333	12.342592
4.3368056	12.326388
4.3402778	12.347222
4.34375	12.333333
4.3472222	12.3125
4.3506944	12.344907
4.3541667	12.30787
4.3576389	12.321759
4.3611111	12.30324
4.3645833	12.314814
4.3680556	12.310185
4.3715278	12.310185
4.375	12.314814
4.3784722	12.310185
4.3819444	12.314814
4.3854167	12.328703
4.3888889	12.305555
4.3923611	12.298611
4.3958333	12.319444
4.3993056	12.321759
4.4027778	12.305555
4.40625	12.319444
4.4097222	12.337963
4.4131944	12.298611
4.4166667	12.291666
4.4201389	12.317129
4.4236111	12.321759
4.4270833	12.314815
4.4305556	12.305555
4.4340278	12.291666
4.4375	12.289351
4.4409722	12.310185
4.4444444	12.298611
4.4479167	12.296296
4.4513889	12.277777
4.4548611	12.296296
4.4583333	12.300925
4.4618056	12.289352
