#.t	Pressure
#d	hPa
13.788194	101400
13.791667	101400
13.795139	101400
13.798611	101400
13.802083	101400
13.805556	101400
13.809028	101400
13.8125	101400
13.815972	101400
13.819444	101400
13.822917	101400
13.826389	101400
13.829861	101400
13.833333	101400
13.836806	101400
13.840278	101400
13.84375	101400
13.847222	101400
13.850694	101400
13.854167	101400
13.857639	101400
13.861111	101400
13.864583	101400
13.868056	101400
13.871528	101400
13.875	101400
13.878472	101400
13.881944	101400
13.885417	101400
13.888889	101400
13.892361	101400
13.895833	101400
13.899306	101400
13.902778	101400
13.90625	101400
13.909722	101400
13.913194	101400
13.916667	101400
13.920139	101400
13.923611	101400
13.927083	101400
13.930556	101400
13.934028	101400
13.9375	101400
13.940972	101400
13.944444	101400
13.947917	101400
13.951389	101400
13.954861	101400
13.958333	101400
13.961806	101400
13.965278	101400
13.96875	101400
13.972222	101400
13.975694	101400
13.979167	101400
13.982639	101400
13.986111	101400
13.989583	101400
13.993056	101400
13.996528	101400
14	102600
14.003472	102600
14.006944	102600
14.010417	102600
14.013889	102600
14.017361	102600
14.020833	102600
14.024306	102600
14.027778	102600
14.03125	102600
14.034722	102600
14.038194	102600
14.041667	102600
14.045139	102600
14.048611	102600
14.052083	102600
14.055556	102600
14.059028	102600
14.0625	102600
14.065972	102600
14.069444	102600
14.072917	102600
14.076389	102600
14.079861	102600
14.083333	102600
14.086806	102600
14.090278	102600
14.09375	102600
14.097222	102600
14.100694	102600
14.104167	102600
14.107639	102600
14.111111	102600
14.114583	102600
14.118056	102600
14.121528	102600
14.125	102600
14.128472	102600
14.131944	102600
14.135417	102600
14.138889	102600
14.142361	102600
14.145833	102600
14.149306	102600
14.152778	102600
14.15625	102600
14.159722	102600
14.163194	102600
14.166667	102600
14.170139	102600
14.173611	102600
14.177083	102600
14.180556	102600
14.184028	102600
14.1875	102600
14.190972	102600
14.194444	102600
14.197917	102600
14.201389	102600
14.204861	102600
14.208333	102600
14.211806	102600
14.215278	102600
14.21875	102600
14.222222	102600
14.225694	102600
14.229167	102600
14.232639	102600
14.236111	102600
14.239583	102600
14.243056	102600
14.246528	102600
14.25	102600
14.253472	102600
14.256944	102600
14.260417	102600
14.263889	102600
14.267361	102600
14.270833	102600
14.274306	102600
14.277778	102600
14.28125	102600
14.284722	102600
14.288194	102600
14.291667	102600
14.295139	102600
14.298611	102600
14.302083	102600
14.305556	102600
14.309028	102600
14.3125	102600
14.315972	102600
14.319444	102600
14.322917	102600
14.326389	102600
14.329861	102600
14.333333	102600
14.336806	102600
14.340278	102600
14.34375	102600
14.347222	102600
14.350694	102600
14.354167	102600
14.357639	102600
14.361111	102600
14.364583	102600
14.368056	102600
14.371528	102600
14.375	102600
14.378472	102600
14.381944	102600
14.385417	102600
14.388889	102600
14.392361	102600
14.395833	102600
14.399306	102600
14.402778	102600
14.40625	102600
14.409722	102600
14.413194	102600
14.416667	102600
14.420139	102600
14.423611	102600
14.427083	102600
14.430556	102600
14.434028	102600
14.4375	102600
14.440972	102600
14.444444	102600
14.447917	102600
14.451389	102600
14.454861	102600
14.458333	102600
14.461806	102600
14.465278	102600
14.46875	102600
14.472222	102600
14.475694	102600
14.479167	102600
14.482639	102600
14.486111	102600
14.489583	102600
14.493056	102600
14.496528	102600
14.5	102600
14.503472	102600
14.506944	102600
14.510417	102600
14.513889	102600
14.517361	102600
14.520833	102600
14.524306	102600
14.527778	102600
14.53125	102600
14.534722	102600
14.538194	102600
14.541667	102600
14.545139	102600
14.548611	102600
14.552083	102600
14.555556	102600
14.559028	102600
14.5625	102600
14.565972	102600
14.569444	102600
14.572917	102600
14.576389	102600
14.579861	102600
14.583333	102600
14.586806	102600
14.590278	102600
14.59375	102600
14.597222	102600
14.600694	102600
14.604167	102600
14.607639	102600
14.611111	102600
14.614583	102600
14.618056	102600
14.621528	102600
14.625	102600
14.628472	102600
14.631944	102600
14.635417	102600
14.638889	102600
14.642361	102600
14.645833	102600
14.649306	102600
14.652778	102600
14.65625	102600
14.659722	102600
14.663194	102600
14.666667	102600
14.670139	102600
14.673611	102600
14.677083	102600
14.680556	102600
14.684028	102600
14.6875	102600
14.690972	102600
14.694444	102600
14.697917	102600
14.701389	102600
14.704861	102600
14.708333	102600
14.711806	102600
14.715278	102600
14.71875	102600
14.722222	102600
14.725694	102600
14.729167	102600
14.732639	102600
14.736111	102600
14.739583	102600
14.743056	102600
14.746528	102600
14.75	102600
14.753472	102600
14.756944	102600
14.760417	102600
14.763889	102600
14.767361	102600
14.770833	102600
14.774306	102600
14.777778	102600
14.78125	102600
14.784722	102600
14.788194	102600
14.791667	102600
14.795139	102600
14.798611	102600
14.802083	102600
14.805556	102600
14.809028	102600
14.8125	102600
14.815972	102600
14.819444	102600
14.822917	102600
14.826389	102600
14.829861	102600
14.833333	102600
14.836806	102600
14.840278	102600
14.84375	102600
14.847222	102600
14.850694	102600
14.854167	102600
14.857639	102600
14.861111	102600
14.864583	102600
14.868056	102600
14.871528	102600
14.875	102600
14.878472	102600
14.881944	102600
14.885417	102600
14.888889	102600
14.892361	102600
14.895833	102600
14.899306	102600
14.902778	102600
14.90625	102600
14.909722	102600
14.913194	102600
14.916667	102600
14.920139	102600
14.923611	102600
14.927083	102600
14.930556	102600
14.934028	102600
14.9375	102600
14.940972	102600
14.944444	102600
14.947917	102600
14.951389	102600
14.954861	102600
14.958333	102600
14.961806	102600
14.965278	102600
14.96875	102600
14.972222	102600
14.975694	102600
14.979167	102600
14.982639	102600
14.986111	102600
14.989583	102600
14.993056	102600
14.996528	102600
15	103500
15.003472	103500
15.006944	103500
15.010416	103500
15.013889	103500
15.017361	103500
15.020833	103500
15.024305	103500
15.027777	103500
15.031249	103500
15.034722	103500
15.038194	103500
15.041666	103500
15.045138	103500
15.048611	103500
15.052083	103500
15.055555	103500
15.059027	103500
15.062499	103500
15.065972	103500
15.069444	103500
15.072916	103500
15.076388	103500
15.07986	103500
15.083332	103500
15.086805	103500
15.090277	103500
15.093749	103500
15.097221	103500
15.100694	103500
15.104166	103500
15.107638	103500
15.11111	103500
15.114582	103500
15.118055	103500
15.121527	103500
15.124999	103500
15.128471	103500
15.131943	103500
15.135416	103500
15.138888	103500
15.14236	103500
15.145832	103500
15.149304	103500
15.152777	103500
15.156249	103500
15.159721	103500
15.163193	103500
15.166665	103500
15.170137	103500
15.17361	103500
15.177082	103500
15.180554	103500
15.184026	103500
15.187499	103500
15.190971	103500
15.194443	103500
15.197915	103500
15.201387	103500
15.20486	103500
15.208332	103500
15.211804	103500
15.215276	103500
15.218748	103500
15.222221	103500
15.225693	103500
15.229165	103500
15.232637	103500
15.236109	103500
15.239582	103500
15.243054	103500
15.246526	103500
15.249998	103500
15.25347	103500
15.256942	103500
15.260415	103500
15.263887	103500
15.267359	103500
15.270831	103500
15.274304	103500
15.277776	103500
15.281248	103500
15.28472	103500
15.288192	103500
15.291665	103500
15.295137	103500
15.298609	103500
15.302081	103500
15.305553	103500
15.309026	103500
15.312498	103500
15.31597	103500
15.319442	103500
15.322914	103500
15.326387	103500
15.329859	103500
15.333331	103500
15.336803	103500
15.340275	103500
15.343747	103500
15.34722	103500
15.350692	103500
15.354164	103500
15.357636	103500
15.361109	103500
15.364581	103500
15.368053	103500
15.371525	103500
15.374997	103500
15.37847	103500
15.381942	103500
15.385414	103500
15.388886	103500
15.392358	103500
15.395831	103500
15.399303	103500
15.402775	103500
15.406247	103500
15.409719	103500
15.413192	103500
15.416664	103500
15.420136	103500
15.423608	103500
15.42708	103500
15.430552	103500
15.434025	103500
15.437497	103500
15.440969	103500
15.444441	103500
15.447914	103500
15.451386	103500
15.454858	103500
15.45833	103500
15.461802	103500
15.465275	103500
15.468747	103500
15.472219	103500
15.475691	103500
15.479163	103500
15.482636	103500
15.486108	103500
15.48958	103500
15.493052	103500
15.496524	103500
15.499997	103500
15.503469	103500
15.506941	103500
15.510413	103500
15.513885	103500
15.517357	103500
15.52083	103500
15.524302	103500
15.527774	103500
15.531246	103500
15.534719	103500
15.538191	103500
15.541663	103500
15.545135	103500
15.548607	103500
15.55208	103500
15.555552	103500
15.559024	103500
15.562496	103500
15.565968	103500
15.569441	103500
15.572913	103500
15.576385	103500
15.579857	103500
15.583329	103500
15.586802	103500
15.590274	103500
15.593746	103500
15.597218	103500
15.60069	103500
15.604162	103500
15.607635	103500
15.611107	103500
15.614579	103500
15.618051	103500
15.621524	103500
15.624996	103500
15.628468	103500
15.63194	103500
15.635412	103500
15.638885	103500
15.642357	103500
15.645829	103500
15.649301	103500
15.652773	103500
15.656246	103500
15.659718	103500
15.66319	103500
15.666662	103500
15.670134	103500
15.673607	103500
15.677079	103500
15.680551	103500
15.684023	103500
15.687495	103500
15.690967	103500
15.69444	103500
15.697912	103500
15.701384	103500
15.704856	103500
15.708329	103500
15.711801	103500
15.715273	103500
15.718745	103500
15.722217	103500
15.72569	103500
15.729162	103500
15.732634	103500
15.736106	103500
15.739578	103500
15.743051	103500
15.746523	103500
15.749995	103500
15.753467	103500
15.756939	103500
15.760412	103500
15.763884	103500
15.767356	103500
15.770828	103500
15.7743	103500
15.777772	103500
15.781245	103500
15.784717	103500
15.788189	103500
15.791661	103500
15.795134	103500
15.798606	103500
15.802078	103500
15.80555	103500
15.809022	103500
15.812495	103500
15.815967	103500
15.819439	103500
15.822911	103500
15.826383	103500
15.829856	103500
15.833328	103500
15.8368	103500
15.840272	103500
15.843744	103500
15.847217	103500
15.850689	103500
15.854161	103500
15.857633	103500
15.861105	103500
15.864577	103500
15.86805	103500
15.871522	103500
15.874994	103500
15.878466	103500
15.881939	103500
15.885411	103500
15.888883	103500
15.892355	103500
15.895827	103500
15.8993	103500
15.902772	103500
15.906244	103500
15.909716	103500
15.913188	103500
15.916661	103500
15.920133	103500
15.923605	103500
15.927077	103500
15.930549	103500
15.934022	103500
15.937494	103500
15.940966	103500
15.944438	103500
15.94791	103500
15.951382	103500
15.954855	103500
15.958327	103500
15.961799	103500
15.965271	103500
15.968744	103500
15.972216	103500
15.975688	103500
15.97916	103500
15.982632	103500
15.986105	103500
15.989577	103500
15.993049	103500
15.996521	103500
15.999993	103500
16.003466	103500
16.006938	103500
16.01041	103500
16.013882	103500
16.017354	103500
16.020826	103500
16.024299	103500
16.027771	103500
16.031243	103500
16.034715	103500
16.038187	103500
16.04166	103500
16.045132	103500
16.048604	103500
16.052076	103500
16.055549	103500
16.059021	103500
16.062493	103500
16.065965	103500
16.069437	103500
16.07291	103500
16.076382	103500
16.079854	103500
16.083326	103500
16.086798	103500
16.09027	103500
16.093743	103500
16.097215	103500
16.100687	103500
16.104159	103500
16.107632	103500
16.111104	103500
16.114576	103500
16.118048	103500
16.12152	103500
16.124993	103500
16.128465	103500
16.131937	103500
16.135409	103500
16.138881	103500
16.142353	103500
16.145826	103500
16.149298	103500
16.15277	103500
16.156242	103500
16.159715	103500
16.163187	103500
16.166659	103500
16.170131	103500
16.173603	103500
16.177076	103500
16.180548	103500
16.18402	103500
16.187492	103500
16.190964	103500
16.194436	103500
16.197909	103500
16.201381	103500
16.204853	103500
16.208325	103500
16.211797	103500
16.21527	103500
16.218742	103500
16.222214	103500
16.225686	103500
16.229159	103500
16.232631	103500
16.236103	103500
16.239575	103500
16.243047	103500
16.24652	103500
16.249992	103500
16.253464	103500
16.256936	103500
16.260408	103500
16.26388	103500
16.267353	103500
16.270825	103500
16.274297	103500
16.277769	103500
16.281242	103500
16.284714	103500
16.288186	103500
16.291658	103500
16.29513	103500
16.298603	103500
16.302075	103500
16.305547	103500
16.309019	103500
16.312491	103500
16.315963	103500
16.319436	103500
16.322908	103500
16.32638	103500
16.329852	103500
16.333325	103500
16.336797	103500
16.340269	103500
16.343741	103500
16.347213	103500
16.350686	103500
16.354158	103500
16.35763	103500
16.361102	103500
16.364574	103500
16.368046	103500
16.371519	103500
16.374991	103500
16.378463	103500
16.381935	103500
16.385407	103500
16.38888	103500
16.392352	103500
16.395824	103500
16.399296	103500
16.402769	103500
16.406241	103500
16.409713	103500
16.413185	103500
16.416657	103500
16.42013	103500
16.423602	103500
16.427074	103500
16.430546	103500
16.434018	103500
16.43749	103500
16.440963	103500
16.444435	103500
16.447907	103500
16.451379	103500
16.454852	103500
16.458324	103500
16.461796	103500
16.465268	103500
16.46874	103500
16.472213	103500
16.475685	103500
16.479157	103500
16.482629	103500
16.486101	103500
16.489573	103500
16.493046	103500
16.496518	103500
16.49999	103500
16.503462	103500
16.506935	103500
16.510407	103500
16.513879	103500
16.517351	103500
16.520823	103500
16.524296	103500
16.527768	103500
16.53124	103500
16.534712	103500
16.538184	103500
16.541656	103500
16.545129	103500
16.548601	103500
16.552073	103500
16.555545	103500
16.559018	103500
16.56249	103500
16.565962	103500
16.569434	103500
16.572906	103500
16.576379	103500
16.579851	103500
16.583323	103500
16.586795	103500
16.590267	103500
16.59374	103500
16.597212	103500
16.600684	103500
16.604156	103500
16.607628	103500
16.6111	103500
16.614573	103500
16.618045	103500
16.621517	103500
16.624989	103500
16.628462	103500
16.631934	103500
16.635406	103500
16.638878	103500
16.64235	103500
16.645823	103500
16.649295	103500
16.652767	103500
16.656239	103500
16.659711	103500
16.663183	103500
16.666656	103500
16.670128	103500
16.6736	103500
16.677072	103500
16.680545	103500
16.684017	103500
16.687489	103500
16.690961	103500
16.694433	103500
16.697906	103500
16.701378	103500
16.70485	103500
16.708322	103500
16.711794	103500
16.715266	103500
16.718739	103500
16.722211	103500
16.725683	103500
16.729155	103500
16.732628	103500
16.7361	103500
16.739572	103500
16.743044	103500
16.746516	103500
16.749989	103500
16.753461	103500
16.756933	103500
16.760405	103500
16.763877	103500
16.76735	103500
16.770822	103500
16.774294	103500
16.777766	103500
16.781238	103500
16.78471	103500
16.788183	103500
16.791655	103500
16.795127	103500
16.798599	103500
16.802072	103500
16.805544	103500
16.809016	103500
16.812488	103500
16.81596	103500
16.819433	103500
16.822905	103500
16.826377	103500
16.829849	103500
16.833321	103500
16.836793	103500
16.840266	103500
16.843738	103500
16.84721	103500
16.850682	103500
16.854155	103500
16.857627	103500
16.861099	103500
16.864571	103500
16.868043	103500
16.871516	103500
16.874988	103500
16.87846	103500
16.881932	103500
16.885404	103500
16.888876	103500
16.892349	103500
16.895821	103500
16.899293	103500
16.902765	103500
16.906238	103500
16.90971	103500
16.913182	103500
16.916654	103500
16.920126	103500
16.923599	103500
16.927071	103500
16.930543	103500
16.934015	103500
16.937487	103500
16.94096	103500
16.944432	103500
16.947904	103500
16.951376	103500
16.954848	103500
16.95832	103500
16.961793	103500
16.965265	103500
16.968737	103500
16.972209	103500
16.975682	103500
16.979154	103500
16.982626	103500
16.986098	103500
16.98957	103500
16.993043	103500
16.996515	103500
16.999987	103100
17.003459	103100
17.006931	103100
17.010403	103100
17.013876	103100
17.017348	103100
17.02082	103100
17.024292	103100
17.027765	103100
17.031237	103100
17.034709	103100
17.038181	103100
17.041653	103100
17.045126	103100
17.048598	103100
17.05207	103100
17.055542	103100
17.059014	103100
17.062486	103100
17.065959	103100
17.069431	103100
17.072903	103100
17.076375	103100
17.079848	103100
17.08332	103100
17.086792	103100
17.090264	103100
17.093736	103100
17.097209	103100
17.100681	103100
17.104153	103100
17.107625	103100
17.111097	103100
17.11457	103100
17.118042	103100
17.121514	103100
17.124986	103100
17.128458	103100
17.13193	103100
17.135403	103100
17.138875	103100
17.142347	103100
17.145819	103100
17.149292	103100
17.152764	103100
17.156236	103100
17.159708	103100
17.16318	103100
17.166653	103100
17.170125	103100
17.173597	103100
17.177069	103100
17.180541	103100
17.184013	103100
17.187486	103100
17.190958	103100
17.19443	103100
17.197902	103100
17.201375	103100
17.204847	103100
17.208319	103100
17.211791	103100
17.215263	103100
17.218736	103100
17.222208	103100
17.22568	103100
17.229152	103100
17.232624	103100
17.236096	103100
17.239569	103100
17.243041	103100
17.246513	103100
17.249985	103100
17.253458	103100
17.25693	103100
17.260402	103100
17.263874	103100
17.267346	103100
17.270819	103100
17.274291	103100
17.277763	103100
17.281235	103100
17.284707	103100
17.288179	103100
17.291652	103100
17.295124	103100
17.298596	103100
17.302068	103100
17.30554	103100
17.309013	103100
17.312485	103100
17.315957	103100
17.319429	103100
17.322902	103100
17.326374	103100
17.329846	103100
17.333318	103100
17.33679	103100
17.340263	103100
17.343735	103100
17.347207	103100
17.350679	103100
17.354151	103100
17.357623	103100
17.361096	103100
17.364568	103100
17.36804	103100
17.371512	103100
17.374985	103100
17.378457	103100
17.381929	103100
17.385401	103100
17.388873	103100
17.392346	103100
17.395818	103100
17.39929	103100
17.402762	103100
17.406234	103100
17.409706	103100
17.413179	103100
17.416651	103100
17.420123	103100
17.423595	103100
17.427068	103100
17.43054	103100
17.434012	103100
17.437484	103100
17.440956	103100
17.444429	103100
17.447901	103100
17.451373	103100
17.454845	103100
17.458317	103100
17.461789	103100
17.465262	103100
17.468734	103100
17.472206	103100
17.475678	103100
17.47915	103100
17.482623	103100
17.486095	103100
17.489567	103100
17.493039	103100
17.496512	103100
17.499984	103100
17.503456	103100
17.506928	103100
17.5104	103100
17.513873	103100
17.517345	103100
17.520817	103100
17.524289	103100
17.527761	103100
17.531233	103100
17.534706	103100
17.538178	103100
17.54165	103100
17.545122	103100
17.548595	103100
17.552067	103100
17.555539	103100
17.559011	103100
17.562483	103100
17.565956	103100
17.569428	103100
17.5729	103100
17.576372	103100
17.579844	103100
17.583316	103100
17.586789	103100
17.590261	103100
17.593733	103100
17.597205	103100
17.600678	103100
17.60415	103100
17.607622	103100
17.611094	103100
17.614566	103100
17.618039	103100
17.621511	103100
17.624983	103100
17.628455	103100
17.631927	103100
17.635399	103100
17.638872	103100
17.642344	103100
17.645816	103100
17.649288	103100
17.65276	103100
17.656233	103100
17.659705	103100
17.663177	103100
17.666649	103100
17.670122	103100
17.673594	103100
17.677066	103100
17.680538	103100
17.68401	103100
17.687483	103100
17.690955	103100
17.694427	103100
17.697899	103100
17.701371	103100
17.704843	103100
17.708316	103100
17.711788	103100
17.71526	103100
17.718732	103100
17.722205	103100
17.725677	103100
17.729149	103100
17.732621	103100
17.736093	103100
17.739566	103100
17.743038	103100
17.74651	103100
17.749982	103100
17.753454	103100
17.756926	103100
17.760399	103100
17.763871	103100
17.767343	103100
17.770815	103100
17.774288	103100
17.77776	103100
17.781232	103100
17.784704	103100
17.788176	103100
17.791649	103100
17.795121	103100
17.798593	103100
17.802065	103100
17.805537	103100
17.809009	103100
17.812482	103100
17.815954	103100
17.819426	103100
17.822898	103100
17.82637	103100
17.829843	103100
17.833315	103100
17.836787	103100
17.840259	103100
17.843732	103100
17.847204	103100
17.850676	103100
17.854148	103100
17.85762	103100
17.861093	103100
17.864565	103100
17.868037	103100
17.871509	103100
17.874981	103100
17.878453	103100
17.881926	103100
17.885398	103100
17.88887	103100
17.892342	103100
17.895815	103100
17.899287	103100
17.902759	103100
17.906231	103100
17.909703	103100
17.913176	103100
17.916648	103100
17.92012	103100
17.923592	103100
17.927064	103100
17.930536	103100
17.934009	103100
17.937481	103100
17.940953	103100
17.944425	103100
17.947898	103100
17.95137	103100
17.954842	103100
17.958314	103100
17.961786	103100
17.965259	103100
17.968731	103100
17.972203	103100
17.975675	103100
17.979147	103100
17.982619	103100
17.986092	103100
17.989564	103100
17.993036	103100
17.996508	103100
17.99998	103700
18.003453	103700
18.006925	103700
18.010397	103700
18.013869	103700
18.017342	103700
18.020814	103700
18.024286	103700
18.027758	103700
18.03123	103700
18.034703	103700
18.038175	103700
18.041647	103700
18.045119	103700
18.048591	103700
18.052063	103700
18.055536	103700
18.059008	103700
18.06248	103700
18.065952	103700
18.069425	103700
18.072897	103700
18.076369	103700
18.079841	103700
18.083313	103700
18.086786	103700
18.090258	103700
18.09373	103700
18.097202	103700
18.100674	103700
18.104146	103700
18.107619	103700
18.111091	103700
18.114563	103700
18.118035	103700
18.121508	103700
18.12498	103700
18.128452	103700
18.131924	103700
18.135396	103700
18.138869	103700
18.142341	103700
18.145813	103700
18.149285	103700
18.152757	103700
18.156229	103700
18.159702	103700
18.163174	103700
18.166646	103700
18.170118	103700
18.173591	103700
18.177063	103700
18.180535	103700
18.184007	103700
18.187479	103700
18.190952	103700
18.194424	103700
18.197896	103700
18.201368	103700
18.20484	103700
18.208313	103700
18.211785	103700
18.215257	103700
18.218729	103700
18.222201	103700
18.225673	103700
18.229146	103700
18.232618	103700
18.23609	103700
18.239562	103700
18.243035	103700
18.246507	103700
18.249979	103700
18.253451	103700
18.256923	103700
18.260396	103700
18.263868	103700
18.26734	103700
18.270812	103700
18.274284	103700
18.277756	103700
18.281229	103700
18.284701	103700
18.288173	103700
18.291645	103700
18.295118	103700
18.29859	103700
18.302062	103700
18.305534	103700
18.309006	103700
18.312479	103700
18.315951	103700
18.319423	103700
18.322895	103700
18.326367	103700
18.329839	103700
18.333312	103700
18.336784	103700
18.340256	103700
18.343728	103700
18.347201	103700
18.350673	103700
18.354145	103700
18.357617	103700
18.361089	103700
18.364562	103700
18.368034	103700
18.371506	103700
18.374978	103700
18.37845	103700
18.381923	103700
18.385395	103700
18.388867	103700
18.392339	103700
18.395811	103700
18.399283	103700
18.402756	103700
18.406228	103700
18.4097	103700
18.413172	103700
18.416645	103700
18.420117	103700
18.423589	103700
18.427061	103700
18.430533	103700
18.434006	103700
18.437478	103700
18.44095	103700
18.444422	103700
18.447894	103700
18.451366	103700
18.454839	103700
18.458311	103700
18.461783	103700
18.465255	103700
18.468728	103700
18.4722	103700
18.475672	103700
18.479144	103700
18.482616	103700
18.486089	103700
18.489561	103700
18.493033	103700
18.496505	103700
18.499977	103700
18.503449	103700
18.506922	103700
18.510394	103700
18.513866	103700
18.517338	103700
18.520811	103700
18.524283	103700
18.527755	103700
18.531227	103700
18.534699	103700
18.538172	103700
18.541644	103700
18.545116	103700
18.548588	103700
18.55206	103700
18.555533	103700
18.559005	103700
18.562477	103700
18.565949	103700
18.569421	103700
18.572893	103700
18.576366	103700
18.579838	103700
18.58331	103700
18.586782	103700
18.590255	103700
18.593727	103700
18.597199	103700
18.600671	103700
18.604143	103700
18.607616	103700
18.611088	103700
18.61456	103700
18.618032	103700
18.621504	103700
18.624976	103700
18.628449	103700
18.631921	103700
18.635393	103700
18.638865	103700
18.642338	103700
18.64581	103700
18.649282	103700
18.652754	103700
18.656226	103700
18.659699	103700
18.663171	103700
18.666643	103700
18.670115	103700
18.673587	103700
18.677059	103700
18.680532	103700
18.684004	103700
18.687476	103700
18.690948	103700
18.694421	103700
18.697893	103700
18.701365	103700
18.704837	103700
18.708309	103700
18.711782	103700
18.715254	103700
18.718726	103700
18.722198	103700
18.72567	103700
18.729142	103700
18.732615	103700
18.736087	103700
18.739559	103700
18.743031	103700
18.746503	103700
18.749976	103700
18.753448	103700
18.75692	103700
18.760392	103700
18.763865	103700
18.767337	103700
18.770809	103700
18.774281	103700
18.777753	103700
18.781226	103700
18.784698	103700
18.78817	103700
18.791642	103700
18.795114	103700
18.798586	103700
18.802059	103700
18.805531	103700
18.809003	103700
18.812475	103700
18.815948	103700
18.81942	103700
18.822892	103700
18.826364	103700
18.829836	103700
18.833309	103700
18.836781	103700
18.840253	103700
18.843725	103700
18.847197	103700
18.850669	103700
18.854142	103700
18.857614	103700
18.861086	103700
18.864558	103700
18.868031	103700
18.871503	103700
18.874975	103700
18.878447	103700
18.881919	103700
18.885392	103700
18.888864	103700
18.892336	103700
18.895808	103700
18.89928	103700
18.902752	103700
18.906225	103700
18.909697	103700
18.913169	103700
18.916641	103700
18.920113	103700
18.923586	103700
18.927058	103700
18.93053	103700
18.934002	103700
18.937475	103700
18.940947	103700
18.944419	103700
18.947891	103700
18.951363	103700
18.954836	103700
18.958308	103700
18.96178	103700
18.965252	103700
18.968724	103700
18.972196	103700
18.975669	103700
18.979141	103700
18.982613	103700
18.986085	103700
18.989558	103700
18.99303	103700
18.996502	103700
18.999974	103700
19.003446	103700
19.006919	103700
19.010391	103700
19.013863	103700
19.017335	103700
19.020807	103700
19.024279	103700
19.027752	103700
19.031224	103700
19.034696	103700
19.038168	103700
19.041641	103700
19.045113	103700
19.048585	103700
19.052057	103700
19.055529	103700
19.059002	103700
19.062474	103700
19.065946	103700
19.069418	103700
19.07289	103700
19.076362	103700
19.079835	103700
19.083307	103700
19.086779	103700
19.090251	103700
19.093723	103700
19.097196	103700
19.100668	103700
19.10414	103700
19.107612	103700
19.111085	103700
19.114557	103700
19.118029	103700
19.121501	103700
19.124973	103700
19.128446	103700
19.131918	103700
19.13539	103700
19.138862	103700
19.142334	103700
19.145806	103700
19.149279	103700
19.152751	103700
19.156223	103700
19.159695	103700
19.163168	103700
19.16664	103700
19.170112	103700
19.173584	103700
19.177056	103700
19.180529	103700
19.184001	103700
19.187473	103700
19.190945	103700
19.194417	103700
19.197889	103700
19.201362	103700
19.204834	103700
19.208306	103700
19.211778	103700
19.215251	103700
19.218723	103700
19.222195	103700
19.225667	103700
19.229139	103700
19.232612	103700
19.236084	103700
19.239556	103700
19.243028	103700
19.2465	103700
19.249972	103700
19.253445	103700
19.256917	103700
19.260389	103700
19.263861	103700
19.267333	103700
19.270806	103700
19.274278	103700
19.27775	103700
19.281222	103700
19.284695	103700
19.288167	103700
19.291639	103700
19.295111	103700
19.298583	103700
19.302056	103700
19.305528	103700
19.309	103700
19.312472	103700
19.315944	103700
19.319416	103700
19.322889	103700
19.326361	103700
19.329833	103700
19.333305	103700
19.336778	103700
19.34025	103700
19.343722	103700
19.347194	103700
19.350666	103700
19.354139	103700
19.357611	103700
19.361083	103700
19.364555	103700
19.368027	103700
19.371499	103700
19.374972	103700
19.378444	103700
19.381916	103700
19.385388	103700
19.388861	103700
19.392333	103700
19.395805	103700
19.399277	103700
19.402749	103700
19.406222	103700
19.409694	103700
19.413166	103700
19.416638	103700
19.42011	103700
19.423582	103700
19.427055	103700
19.430527	103700
19.433999	103700
19.437471	103700
19.440943	103700
19.444416	103700
19.447888	103700
19.45136	103700
19.454832	103700
19.458305	103700
19.461777	103700
19.465249	103700
19.468721	103700
19.472193	103700
19.475666	103700
19.479138	103700
19.48261	103700
19.486082	103700
19.489554	103700
19.493026	103700
19.496499	103700
19.499971	103700
19.503443	103700
19.506915	103700
19.510388	103700
19.51386	103700
19.517332	103700
19.520804	103700
19.524276	103700
19.527749	103700
19.531221	103700
19.534693	103700
19.538165	103700
19.541637	103700
19.545109	103700
19.548582	103700
19.552054	103700
19.555526	103700
19.558998	103700
19.562471	103700
19.565943	103700
19.569415	103700
19.572887	103700
19.576359	103700
19.579832	103700
19.583304	103700
19.586776	103700
19.590248	103700
19.59372	103700
19.597192	103700
19.600665	103700
19.604137	103700
19.607609	103700
19.611081	103700
19.614554	103700
19.618026	103700
19.621498	103700
19.62497	103700
19.628442	103700
19.631915	103700
19.635387	103700
19.638859	103700
19.642331	103700
19.645803	103700
19.649276	103700
19.652748	103700
19.65622	103700
19.659692	103700
19.663164	103700
19.666636	103700
19.670109	103700
19.673581	103700
19.677053	103700
19.680525	103700
19.683998	103700
19.68747	103700
19.690942	103700
19.694414	103700
19.697886	103700
19.701359	103700
19.704831	103700
19.708303	103700
19.711775	103700
19.715247	103700
19.718719	103700
19.722192	103700
19.725664	103700
19.729136	103700
19.732608	103700
19.736081	103700
19.739553	103700
19.743025	103700
19.746497	103700
19.749969	103700
19.753442	103700
19.756914	103700
19.760386	103700
19.763858	103700
19.76733	103700
19.770802	103700
19.774275	103700
19.777747	103700
19.781219	103700
19.784691	103700
19.788164	103700
19.791636	103700
19.795108	103700
19.79858	103700
19.802052	103700
19.805525	103700
19.808997	103700
19.812469	103700
19.815941	103700
19.819413	103700
19.822886	103700
19.826358	103700
19.82983	103700
19.833302	103700
19.836774	103700
19.840246	103700
19.843719	103700
19.847191	103700
19.850663	103700
19.854135	103700
19.857608	103700
