#.t	.Inflow(H2O)	.Inflow(S_A)	.Inflow(S_ALK)	.Inflow(S_Al)	.Inflow(S_F)	.Inflow(S_I)	.Inflow(S_N2)	.Inflow(S_NH)	.Inflow(S_NO)	.Inflow(S_O)	.Inflow(S_PO)	.Inflow(X_AUT)	.Inflow(X_H)	.Inflow(X_I)	.Inflow(X_I_i)	.Inflow(X_MEOH)	.Inflow(X_MEP)	.Inflow(X_PAO)	.Inflow(X_PHA)	.Inflow(X_PP)	.Inflow(X_S)	.Inflow(X_TSS)	.Influent_Load(H2O)	.Influent_Load(S_A)	.Influent_Load(S_ALK)	.Influent_Load(S_Al)	.Influent_Load(S_F)	.Influent_Load(S_I)	.Influent_Load(S_N2)	.Influent_Load(S_NH)	.Influent_Load(S_NO)	.Influent_Load(S_O)	.Influent_Load(S_PO)	.Influent_Load(X_AUT)	.Influent_Load(X_H)	.Influent_Load(X_I)	.Influent_Load(X_I_i)	.Influent_Load(X_MEOH)	.Influent_Load(X_MEP)	.Influent_Load(X_PAO)	.Influent_Load(X_PHA)	.Influent_Load(X_PP)	.Influent_Load(X_S)	.Influent_Load(X_TSS)
#d																																												
229.61311	184240.4712	47.3472925	0	0	71.02093875	71.02093875	0	36.685875	0	0	7.6792365	0	0	294.5869643	188.1978098	0	0	0	0	0	655.6935657	723.83773	-184240471200	-8723287.48024423	-0	-0	-13084931.2203663	-13084931.2203663	-0	-6759022.8963843	-0	-0	-1414826.15121624	-0	-0	-54274841.1120096	-34673653.15636	-0	-0	-0	-0	-0	-120805291.507376	-133360204.447538
229.61659	184957.6776	47.2446975	0	0	70.86704625	70.86704625	0	36.571765	0	0	7.6625966	0	0	293.9391821	187.5478124	0	0	0	0	0	654.2517279	721.33774	-184957677600	-8738269.52851453	-0	-0	-13107404.2927718	-13107404.2927718	-0	-6764228.72013296	-0	-0	-1417256.07152166	-0	-0	-54366308.4768595	-34688407.8204645	-0	-0	-0	-0	-0	-121008880.158171	-133416953.155633
229.62006	183743.4384	47.1421025	0	0	70.71315375	70.71315375	0	36.457655	0	0	7.6459567	0	0	293.2914309	186.8978176	0	0	0	0	0	652.8099591	718.83776	-183743438400	-8662052.00675524	-0	-0	-12993078.0101329	-12993078.0101329	-0	-6698854.88570095	-0	-0	-1404894.37391552	-0	-0	-53890375.966822	-34341247.63528	-0	-0	-0	-0	-0	-119949546.506797	-132081721.674154
229.62353	181580.112	47.0395075	0	0	70.55926125	70.55926125	0	36.343544	0	0	7.6293168	0	0	292.6436487	186.2478228	0	0	0	0	0	651.3681213	716.33778	-181580112000	-8541439.04027484	-0	-0	-12812158.5604123	-12812158.5604123	-0	-6599264.78999693	-0	-0	-1385332.19902748	-0	-0	-53138266.5070346	-33818900.5237802	-0	-0	-0	-0	-0	-118275496.418884	-130072694.322231
229.627	183033.7008	46.0342775	0	0	69.05141625	69.05141625	0	35.532714	0	0	7.4662793	0	0	293.1151339	185.5978254	0	0	0	0	0	652.4175561	713.83779	-183033700800	-8425824.17447917	-0	-0	-12638736.2617188	-12638736.2617188	-0	-6503684.14288797	-0	-0	-1366580.73148543	-0	-0	-53649947.7182045	-33970656.8433942	-0	-0	-0	-0	-0	-119414399.759875	-130656372.474593
229.63047	182940.864	45.933655	0	0	68.9004825	68.9004825	0	35.420798	0	0	7.4499594	0	0	292.4649058	184.9478306	0	0	0	0	0	650.9702742	711.33781	-182940864000	-8403142.53237792	-0	-0	-12604713.7985669	-12604713.7985669	-0	-6479911.38968947	-0	-0	-1362902.00940092	-0	-0	-53503782.5567306	-33834515.9248896	-0	-0	-0	-0	-0	-119089064.400465	-130132753.557268
229.63395	180161.8824	45.8330325	0	0	68.74954875	68.74954875	0	35.308882	0	0	7.4336395	0	0	291.8146777	184.2978332	0	0	0	0	0	649.5229923	708.83782	-180161882400	-8257365.41130038	-0	-0	-12386048.1169506	-12386048.1169506	-0	-6361314.64655948	-0	-0	-1339258.48540299	-0	-0	-52573881.6463813	-33203444.5515532	-0	-0	-0	-0	-0	-117019284.954849	-127705555.967512
229.63742	180445.2792	45.7324125	0	0	68.59861875	68.59861875	0	35.196966	0	0	7.4173196	0	0	291.1644465	183.6478384	0	0	0	0	0	648.0757035	706.33784	-180445279200	-8252197.94205207	-0	-0	-12378296.9130781	-12378296.9130781	-0	-6351126.35686291	-0	-0	-1338420.30613763	-0	-0	-52539249.841806	-33138385.4745645	-0	-0	-0	-0	-0	-116942201.260794	-127455328.748325
229.64089	181273.8048	45.63179	0	0	68.447685	68.447685	0	35.08505	0	0	7.4009997	0	0	290.5142494	182.9978436	0	0	0	0	0	646.6284906	703.83786	-181273804800	-8271848.19313459	-0	-0	-12407772.2897019	-12407772.2897019	-0	-6360000.50509824	-0	-0	-1341607.37494266	-0	-0	-52662623.3373541	-33172715.3795673	-0	-0	-0	-0	-0	-117216806.783143	-127587366.84449
229.64436	180019.4328	45.5311675	0	0	68.29675125	68.29675125	0	34.973134	0	0	7.3846798	0	0	289.8640213	182.3478462	0	0	0	0	0	645.1812087	701.33787	-180019432800	-8196494.94807179	-0	-0	-12294742.4221077	-12294742.4221077	-0	-6295843.7459184	-0	-0	-1329385.86900562	-0	-0	-52181156.7035531	-32826155.8452256	-0	-0	-0	-0	-0	-116145155.243392	-126254445.55856
229.64784	176904.9408	45.430545	0	0	68.1458175	68.1458175	0	34.861218	0	0	7.3683599	0	0	289.2137932	181.6978514	0	0	0	0	0	643.7339268	698.83789	-176904940800	-8036887.87373674	-0	-0	-12055331.8106051	-12055331.8106051	-0	-6167121.70650589	-0	-0	-1303499.27190259	-0	-0	-51163348.9645895	-32143247.6454042	-0	-0	-0	-0	-0	-113879712.211506	-123627875.559247
229.65131	176481.5328	45.3299225	0	0	67.99488375	67.99488375	0	34.749302	0	0	7.35204	0	0	288.5635651	181.047854	0	0	0	0	0	642.2866449	696.3379	-176481532800	-7999894.20450521	-0	-0	-11999841.3067578	-11999841.3067578	-0	-6132610.08069011	-0	-0	-1297499.28840691	-0	-0	-50926140.2790806	-31951602.7840706	-0	-0	-0	-0	-0	-113351731.588921	-122890779.938733
229.65478	177346.0512	45.2293	0	0	67.84395	67.84395	0	34.637386	0	0	7.3357201	0	0	287.913337	180.3978592	0	0	0	0	0	640.839363	693.83792	-177346051200	-8021237.75354016	-0	-0	-12031856.6303102	-12031856.6303102	-0	-6142803.63099016	-0	-0	-1300960.99244347	-0	-0	-51060293.4047649	-31992847.9740536	-0	-0	-0	-0	-0	-113650330.481573	-123049415.284822
229.65825	175775.9568	45.1286775	0	0	67.69301625	67.69301625	0	34.52547	0	0	7.3194002	0	0	287.2631089	179.7478644	0	0	0	0	0	639.3920811	691.33794	-175775956800	-7932536.46668113	-0	-0	-11898804.7000217	-11898804.7000217	-0	-6068747.5232197	-0	-0	-1286574.57335711	-0	-0	-50493947.8202401	-31595352.8476667	-0	-0	-0	-0	-0	-112389754.825696	-121520587.875641
229.66172	173788.9488	45.028055	0	0	67.5420825	67.5420825	0	34.413554	0	0	7.3030804	0	0	286.6129118	179.097867	0	0	0	0	0	637.9448682	688.83795	-173788948800	-7825378.34495858	-0	-0	-11738067.5174379	-11738067.5174379	-0	-5980695.37413204	-0	-0	-1269194.66571788	-0	-0	-49810156.6542291	-31125230.0382522	-0	-0	-0	-0	-0	-110867768.036833	-119712423.224047
229.6652	172871.9376	44.9274325	0	0	67.39114875	67.39114875	0	34.301639	0	0	7.2867605	0	0	285.9186327	178.4312088	0	0	0	0	0	636.3995373	686.27388	-172871937600	-7766692.30766821	-0	-0	-11650038.4615023	-11650038.4615023	-0	-5929790.79678573	-0	-0	-1259676.40646214	-0	-0	-49427308.0307917	-30845748.7935662	-0	-0	-0	-0	-0	-110015621.100794	-118637495.35987
229.66867	169453.3776	44.82681	0	0	67.240215	67.240215	0	34.189723	0	0	7.2704406	0	0	283.3222556	177.0449148	0	0	0	0	0	630.6205044	680.94198	-169453377600	-7596054.36153346	-0	-0	-11394081.5423002	-11394081.5423002	-0	-5793564.04155841	-0	-0	-1232000.71631017	-0	-0	-48009913.1606705	-30000858.7997642	-0	-0	-0	-0	-0	-106860774.454396	-115387918.460632
229.67214	167843.2368	44.7261875	0	0	67.08928125	67.08928125	0	34.077807	0	0	7.2541207	0	0	282.6720275	176.39492	0	0	0	0	0	629.1732225	678.442	-167843236800	-7506988.0797237	-0	-0	-11260482.1195856	-11260482.1195856	-0	-5719729.4299257	-0	-0	-1217555.09842588	-0	-0	-47444588.0484186	-29606694.3278771	-0	-0	-0	-0	-0	-105602470.172287	-113871901.261066
229.67561	168467.0952	44.625565	0	0	66.9383475	66.9383475	0	33.965891	0	0	7.2378008	0	0	282.0217994	175.7449252	0	0	0	0	0	627.7259406	675.94202	-168467095200	-7517939.30720879	-0	-0	-11276908.9608132	-11276908.9608132	-0	-5722134.99264982	-0	-0	-1219331.27641224	-0	-0	-47511393.3279951	-29607237.0445853	-0	-0	-0	-0	-0	-105751165.79457	-113873988.63302
229.67909	166795.8096	44.5249425	0	0	66.78741375	66.78741375	0	33.853975	0	0	7.2214809	0	0	281.3715713	175.0949278	0	0	0	0	0	626.2786587	673.44203	-166795809600	-7426573.83168095	-0	-0	-11139860.7475214	-11139860.7475214	-0	-5646701.16830316	-0	-0	-1204512.75322644	-0	-0	-46931599.0334076	-29205100.2392546	-0	-0	-0	-0	-0	-104460655.913069	-112327308.612518
229.68256	165549.0888	44.42432	0	0	66.63648	66.63648	0	33.742059	0	0	7.205161	0	0	280.7213432	174.444933	0	0	0	0	0	624.8313768	670.94205	-165549088800	-7354405.69655962	-0	-0	-11031608.5448394	-11031608.5448394	-0	-5585967.12168584	-0	-0	-1192807.8382073	-0	-0	-46473162.5734721	-28879199.703927	-0	-0	-0	-0	-0	-103440265.082889	-111073845.015104
229.68603	168293.0376	44.3236975	0	0	66.48554625	66.48554625	0	33.630143	0	0	7.1888411	0	0	280.0711461	173.7949356	0	0	0	0	0	623.3841639	668.44206	-168293037600	-7459369.68993853	-0	-0	-11189054.5349078	-11189054.5349078	-0	-5659718.92039238	-0	-0	-1209831.90554273	-0	-0	-47134023.9212824	-29248477.6316204	-0	-0	-0	-0	-0	-104911214.534467	-112494144.737001
229.6895	171569.4648	44.223075	0	0	66.3346125	66.3346125	0	33.518227	0	0	7.1725212	0	0	279.420918	173.1449408	0	0	0	0	0	621.936882	665.94208	-171569464800	-7587329.30956026	-0	-0	-11380993.9643404	-11380993.9643404	-0	-5750704.26743491	-0	-0	-1230585.62355065	-0	-0	-47940097.3551847	-29706384.8258837	-0	-0	-0	-0	-0	-106705377.984121	-114255326.253399
229.69297	171679.5576	44.1224525	0	0	66.18367875	66.18367875	0	33.406311	0	0	7.1562013	0	0	278.7706899	172.494946	0	0	0	0	0	620.4896001	663.4421	-171679557600	-7574923.12542701	-0	-0	-11362384.6881405	-11362384.6881405	-0	-5735180.69352801	-0	-0	-1228573.47328054	-0	-0	-47859228.7138788	-29613856.0175159	-0	-0	-0	-0	-0	-106525380.040569	-113899446.221215
229.69645	174280.3608	44.02183	0	0	66.032745	66.032745	0	33.294395	0	0	7.1398814	0	0	278.1204618	171.8449486	0	0	0	0	0	619.0423182	660.94211	-174280360800	-7672140.41547626	-0	-0	-11508210.6232144	-11508210.6232144	-0	-5802559.17321772	-0	-0	-1244341.10646121	-0	-0	-48470934.4283666	-29949199.6436655	-0	-0	-0	-0	-0	-107886918.566364	-115189229.398713
229.69992	175797.5496	43.92121	0	0	65.881815	65.881815	0	33.182479	0	0	7.1235615	0	0	277.4702306	171.1949538	0	0	0	0	0	617.5950294	658.44213	-175797549600	-7721241.09346702	-0	-0	-11581861.6402005	-11581861.6402005	-0	-5833398.49785346	-0	-0	-1252304.6561249	-0	-0	-48778586.6264269	-30095653.3819252	-0	-0	-0	-0	-0	-108571692.81366	-115752513.007405
229.70339	173545.7808	43.8205875	0	0	65.73088125	65.73088125	0	33.070563	0	0	7.1072416	0	0	276.8200025	170.5449564	0	0	0	0	0	616.1477475	655.94214	-173545780800	-7604878.07280222	-0	-0	-11407317.1092033	-11407317.1092033	-0	-5739256.67733059	-0	-0	-1233431.79280624	-0	-0	-48040943.4749205	-29597357.61994	-0	-0	-0	-0	-0	-106929841.928049	-113835990.845923
229.70686	173156.628	43.719965	0	0	65.5799475	65.5799475	0	32.958647	0	0	7.0909217	0	0	276.1698054	169.8949616	0	0	0	0	0	614.7005346	653.44216	-173156628000	-7570401.71567802	-0	-0	-11355602.573517	-11355602.573517	-0	-5707008.17796232	-0	-0	-1227840.09098403	-0	-0	-47820632.2584802	-29418438.6648455	-0	-0	-0	-0	-0	-106439471.801133	-113147841.018636
229.71034	172314.3288	43.6193425	0	0	65.42901375	65.42901375	0	32.846731	0	0	7.0746018	0	0	267.5587773	166.2331268	0	0	0	0	0	595.5340527	639.35818	-172314328800	-7516237.72558481	-0	-0	-11274356.5883772	-11274356.5883772	-0	-5659962.40553915	-0	-0	-1219055.26069427	-0	-0	-46104211.1249982	-28644349.6688673	-0	-0	-0	-0	-0	-102619050.568544	-110170575.64949
229.71381	169860.54	43.51872	0	0	65.27808	65.27808	0	32.734815	0	0	7.0582819	0	0	266.9085492	165.5831294	0	0	0	0	0	594.0867708	636.85819	-169860540000	-7392113.2793088	-0	-0	-11088169.9189632	-11088169.9189632	-0	-5560353.3527001	-0	-0	-1198923.57500623	-0	-0	-45337230.2977286	-28126039.7747739	-0	-0	-0	-0	-0	-100911899.694944	-108177076.056823
229.71728	169259.7192	43.4180975	0	0	65.12714625	65.12714625	0	32.622899	0	0	7.041962	0	0	266.2583211	164.9331346	0	0	0	0	0	592.6394889	634.35821	-169259719200	-7348934.99104822	-0	-0	-11023402.4865723	-11023402.4865723	-0	-5521742.72422996	-0	-0	-1191920.51073707	-0	-0	-45066808.6640495	-27916536.0491718	-0	-0	-0	-0	-0	-100309993.478046	-107371292.496815
229.72075	169889.2728	43.317475	0	0	64.9762125	64.9762125	0	32.510983	0	0	7.0256421	0	0	265.608093	164.2831372	0	0	0	0	0	591.192207	631.85822	-169889272800	-7359174.32728218	-0	-0	-11038761.4909233	-11038761.4909233	-0	-5523267.25988316	-0	-0	-1193581.22732206	-0	-0	-45123965.7695648	-27909942.7122106	-0	-0	-0	-0	-0	-100437214.132257	-107345933.508502
229.72422	168765.0096	43.2168525	0	0	64.82527875	64.82527875	0	32.399067	0	0	7.0093222	0	0	264.9578649	163.6331424	0	0	0	0	0	589.7449251	629.35824	-168765009600	-7293492.52704428	-0	-0	-10940238.7905664	-10940238.7905664	-0	-5467828.85328604	-0	-0	-1182928.32837249	-0	-0	-44715616.613444	-27615548.8480142	-0	-0	-0	-0	-0	-99528307.9460528	-106213649.415439
229.7277	167716.9872	43.11623	0	0	64.674345	64.674345	0	32.287151	0	0	6.9930023	0	0	264.3076678	162.9831476	0	0	0	0	0	588.2977122	626.85826	-167716987200	-7231324.19502226	-0	-0	-10846986.2925334	-10846986.2925334	-0	-5415103.69099147	-0	-0	-1172845.27723867	-0	-0	-44328885.7372745	-27335042.4798449	-0	-0	-0	-0	-0	-98667519.8668367	-105134778.768634
229.73117	169038.3792	43.0156075	0	0	64.52341125	64.52341125	0	32.175235	0	0	6.9766824	0	0	263.6574397	162.3331502	0	0	0	0	0	586.8504303	624.35827	-169038379200	-7271288.57210336	-0	-0	-10906932.858155	-10906932.858155	-0	-5438849.57477911	-0	-0	-1179327.08508917	-0	-0	-44568226.2709097	-27440532.6002382	-0	-0	-0	-0	-0	-99200245.5707345	-105540510.000916
229.73464	169412.652	42.914985	0	0	64.3724775	64.3724775	0	32.06332	0	0	6.9603625	0	0	263.0072116	161.6831554	0	0	0	0	0	585.4031484	621.85829	-169412652000	-7270341.41939022	-0	-0	-10905512.1290853	-10905512.1290853	-0	-5431932.07312464	-0	-0	-1179173.47000635	-0	-0	-44556749.2122812	-27391172.1400421	-0	-0	-0	-0	-0	-99174699.8595936	-105350662.077085
229.73811	168267.6648	42.8143625	0	0	64.22154375	64.22154375	0	31.951404	0	0	6.9440426	0	0	262.3569835	161.033158	0	0	0	0	0	583.9558665	619.3583	-168267664800	-7204272.79777569	-0	-0	-10806409.1966635	-10806409.1966635	-0	-5376388.13816138	-0	-0	-1168457.83257372	-0	-0	-44146196.9575171	-27096673.4520294	-0	-0	-0	-0	-0	-98260890.0022155	-104217974.815498
229.74159	167551.7976	42.71374	0	0	64.07061	64.07061	0	31.839488	0	0	6.9277228	0	0	261.7067554	160.3831632	0	0	0	0	0	582.5085846	616.85832	-167551797600	-7156763.91921902	-0	-0	-10735145.8788285	-10735145.8788285	-0	-5334763.44906363	-0	-0	-1160752.40841451	-0	-0	-43849437.3113335	-26872487.2989342	-0	-0	-0	-0	-0	-97600360.4671617	-103355720.380516
229.74506	165336.0696	42.6131175	0	0	63.91967625	63.91967625	0	31.727572	0	0	6.9114029	0	0	261.0565273	159.7331684	0	0	0	0	0	581.0613027	614.35834	-165336069600	-7045485.36085298	-0	-0	-10568228.0412795	-10568228.0412795	-0	-5245712.05243101	-0	-0	-1142704.19090804	-0	-0	-43162060.1672071	-26409654.2480109	-0	-0	-0	-0	-0	-96070391.9850738	-101575593.26158
229.74853	163931.796	42.512495	0	0	63.7687425	63.7687425	0	31.615656	0	0	6.895083	0	0	260.4063302	159.083171	0	0	0	0	0	579.6140898	611.85835	-163931796000	-6969149.65779102	-0	-0	-10453724.4866865	-10453724.4866865	-0	-5182811.26979818	-0	-0	-1130323.33975907	-0	-0	-42688877.399455	-26078789.9354051	-0	-0	-0	-0	-0	-95017178.7278193	-100303038.213097
229.752	162777.3936	44.075085	0	0	66.1126275	66.1126275	0	32.739181	0	0	7.1485185	0	0	249.7329093	155.4213362	0	0	0	0	0	555.8571207	597.77437	-162777393600	-7174427.45899846	-0	-0	-10761641.1884977	-10761641.1884977	-0	-5329198.55177864	-0	-0	-1163617.20953138	-0	-0	-40650872.0719992	-25299080.0164653	-0	-0	-0	-0	-0	-90480973.3215466	-97304153.909482
229.75547	163648.8912	43.970515	0	0	65.9557725	65.9557725	0	32.622876	0	0	7.1315586	0	0	249.0875792	154.7713388	0	0	0	0	0	554.4207408	595.27438	-163648891200	-7195726.02524297	-0	-0	-10793589.0378645	-10793589.0378645	-0	-5338697.48515509	-0	-0	-1167071.65741782	-0	-0	-40762906.1477722	-25328157.9841595	-0	-0	-0	-0	-0	-90730339.4902026	-97415992.2467675
229.75895	164716.0584	43.8659475	0	0	65.79892125	65.79892125	0	32.506571	0	0	7.1145987	0	0	248.4422491	154.121344	0	0	0	0	0	552.9843609	592.7744	-164716058400	-7225425.97018133	-0	-0	-10838138.955272	-10838138.955272	-0	-5354354.24721975	-0	-0	-1171888.65496176	-0	-0	-40922428.011783	-25386260.2989905	-0	-0	-0	-0	-0	-91085404.2842911	-97639462.688425
229.76242	164020.4904	43.76138	0	0	65.64207	65.64207	0	32.390266	0	0	7.0976388	0	0	247.796919	153.4713492	0	0	0	0	0	551.547981	590.27442	-164020490400	-7177763.00818075	-0	-0	-10766644.5122711	-10766644.5122711	-0	-5312667.31350645	-0	-0	-1164158.19665807	-0	-0	-40643772.1739891	-25172445.9581336	-0	-0	-0	-0	-0	-90465170.3227499	-96817099.8389756
229.76589	162576.9936	43.65681	0	0	65.485215	65.485215	0	32.273961	0	0	7.0806789	0	0	247.1515889	152.8213518	0	0	0	0	0	550.1116011	587.77443	-162576993600	-7097592.91996642	-0	-0	-10646389.3799496	-10646389.3799496	-0	-5247003.55094365	-0	-0	-1151155.48820895	-0	-0	-40181162.2868251	-24845235.933532	-0	-0	-0	-0	-0	-89435490.2513204	-95558599.7443537
229.76936	160884.6552	43.5522425	0	0	65.32836375	65.32836375	0	32.157656	0	0	7.063719	0	0	246.5062588	152.171357	0	0	0	0	0	548.6752212	585.27445	-160884655200	-7006887.51779929	-0	-0	-10510331.2766989	-10510331.2766989	-0	-5173673.39760021	-0	-0	-1136443.99574469	-0	-0	-39659074.45168	-24482036.3022611	-0	-0	-0	-0	-0	-88273423.7795457	-94161678.0856196
229.77284	160460.5968	43.447675	0	0	65.1715125	65.1715125	0	32.041352	0	0	7.0467591	0	0	245.8609256	151.5213596	0	0	0	0	0	547.2388344	582.77446	-160460596800	-6971639.86007244	-0	-0	-10457459.7901087	-10457459.7901087	-0	-5141374.46419887	-0	-0	-1130727.17069183	-0	-0	-39450990.8515764	-24313207.7893634	-0	-0	-0	-0	-0	-87810269.9599604	-93512337.6513977
229.77631	160481.1768	43.343105	0	0	65.0146575	65.0146575	0	31.925047	0	0	7.0297992	0	0	245.2155986	150.8713648	0	0	0	0	0	545.8024614	580.27448	-160481176800	-6955752.49656596	-0	-0	-10433628.7448489	-10433628.7448489	-0	-5123369.11195531	-0	-0	-1128150.4482837	-0	-0	-39352487.8330444	-24212014.1685261	-0	-0	-0	-0	-0	-87591021.3058086	-93123131.4174081
229.77978	159881.4168	43.2385375	0	0	64.85780625	64.85780625	0	31.808742	0	0	7.0128393	0	0	244.5702685	150.22137	0	0	0	0	0	544.3660815	577.7745	-159881416800	-6913038.63585993	-0	-0	-10369557.9537899	-10369557.9537899	-0	-5085626.73758567	-0	-0	-1121222.68307472	-0	-0	-39102241.0349364	-24017605.469237	-0	-0	-0	-0	-0	-87034020.3680843	-92375405.6509116
229.78325	159118.7448	43.13397	0	0	64.700955	64.700955	0	31.692437	0	0	6.9958795	0	0	243.9249353	149.5713726	0	0	0	0	0	542.9296947	575.27451	-159118744800	-6863423.16464086	-0	-0	-10295134.7469613	-10295134.7469613	-0	-5042860.79509308	-0	-0	-1113175.56481205	-0	-0	-38813029.5303572	-23799609.0661251	-0	-0	-0	-0	-0	-86390291.5353112	-91536957.946635
229.78672	158679.1224	43.0294	0	0	64.5441	64.5441	0	31.576132	0	0	6.9789196	0	0	243.2796083	148.9213778	0	0	0	0	0	541.4933217	572.77453	-158679122400	-6827867.42939856	-0	-0	-10241801.1440978	-10241801.1440978	-0	-5010472.91454656	-0	-0	-1107408.83742816	-0	-0	-38603394.7428598	-23630713.5359028	-0	-0	-0	-0	-0	-85923685.0728169	-90887359.7534725
229.7902	157909.4928	42.9248325	0	0	64.38724875	64.38724875	0	31.459828	0	0	6.9619597	0	0	242.6342751	148.2713804	0	0	0	0	0	540.0569349	570.27454	-157909492800	-6778238.52859996	-0	-0	-10167357.7928999	-10167357.7928999	-0	-4967805.48305524	-0	-0	-1099359.52512104	-0	-0	-38314255.3169367	-23413458.4757199	-0	-0	-0	-0	-0	-85280116.6731816	-90051763.3681533
229.79367	157953.228	43.22423	0	0	64.836345	64.836345	0	31.639216	0	0	7.0105186	0	0	237.5076284	146.1154656	0	0	0	0	0	528.6460116	561.98256	-157953228000	-6827406.65631444	-0	-0	-10241109.9844717	-10241109.9844717	-0	-4997516.29858925	-0	-0	-1107334.04282404	-0	-0	-37515096.5804045	-23079409.452243	-0	-0	-0	-0	-0	-83501344.0015454	-88766959.4317037
229.79714	156720.6552	43.118675	0	0	64.6780125	64.6780125	0	31.521814	0	0	6.9933988	0	0	236.8635228	145.4654708	0	0	0	0	0	527.2123572	559.48258	-156720655200	-6757586.99735586	-0	-0	-10136380.4960338	-10136380.4960338	-0	-4940119.34317253	-0	-0	-1096010.04201089	-0	-0	-37121406.4861962	-22797443.8927525	-0	-0	-0	-0	-0	-82625066.0499204	-87682476.5105864
229.80061	155171.3808	43.01312	0	0	64.51968	64.51968	0	31.404412	0	0	6.9762789	0	0	236.2194141	144.8154734	0	0	0	0	0	525.7786959	556.98259	-155171380800	-6674405.2229161	-0	-0	-10011607.8343741	-10011607.8343741	-0	-4873065.97325209	-0	-0	-1082518.82975891	-0	-0	-36654492.657664	-22471216.9686837	-0	-0	-0	-0	-0	-81585806.2380263	-86427757.5718603
229.80408	155574.5688	42.907565	0	0	64.3613475	64.3613475	0	31.28701	0	0	6.959159	0	0	235.5753085	144.1654786	0	0	0	0	0	524.3450415	554.48261	-155574568800	-6675325.92313297	-0	-0	-10012988.8846995	-10012988.8846995	-0	-4867463.08979129	-0	-0	-1082668.16063564	-0	-0	-36649527.0398145	-22428482.1690406	-0	-0	-0	-0	-0	-81574753.7337806	-86263392.9578486
229.80756	155383.8336	42.80201	0	0	64.203015	64.203015	0	31.169608	0	0	6.9420391	0	0	234.9311998	143.5154812	0	0	0	0	0	522.9113802	551.98262	-155383833600	-6650740.39958554	-0	-0	-9976110.59937831	-9976110.59937831	-0	-4843253.18284923	-0	-0	-1078680.64835909	-0	-0	-36504510.4571716	-22299985.6498047	-0	-0	-0	-0	-0	-81251974.8885431	-85769175.576172
229.81103	154257.8712	42.696455	0	0	64.0446825	64.0446825	0	31.052206	0	0	6.9249192	0	0	234.2870942	142.8654864	0	0	0	0	0	521.4777258	549.48264	-154257871200	-6586264.2560866	-0	-0	-9879396.38412989	-9879396.38412989	-0	-4790047.19362387	-0	-0	-1068223.29402401	-0	-0	-36140628.4009259	-22038125.8000165	-0	-0	-0	-0	-0	-80442043.8601253	-84762022.307756
229.8145	154506.9144	42.5909	0	0	63.88635	63.88635	0	30.934804	0	0	6.9077993	0	0	233.6429886	142.2154916	0	0	0	0	0	520.0440714	546.98266	-154506914400	-6580588.54051896	-0	-0	-9870882.81077844	-9870882.81077844	-0	-4779641.11360878	-0	-0	-1067302.75513748	-0	-0	-36099457.2397804	-21973276.7869951	-0	-0	-0	-0	-0	-80350404.8240273	-84512603.0269043
229.81797	154054.128	42.485345	0	0	63.7280175	63.7280175	0	30.817402	0	0	6.8906794	0	0	232.9988799	141.5654942	0	0	0	0	0	518.6104101	544.48267	-154054128000	-6545042.77675416	-0	-0	-9817564.16513124	-9817564.16513124	-0	-4747547.99233546	-0	-0	-1061537.60629456	-0	-0	-35894439.2679712	-21808748.7638701	-0	-0	-0	-0	-0	-79894074.4996779	-83879802.9379618
229.82145	153708.7776	42.37979	0	0	63.569685	63.569685	0	30.7	0	0	6.8735595	0	0	232.3547743	140.9154994	0	0	0	0	0	517.1767557	541.98269	-153708777600	-6514145.7158447	-0	-0	-9771218.57376706	-9771218.57376706	-0	-4718859.47232	-0	-0	-1056526.42850587	-0	-0	-35714968.3271769	-21659949.1576675	-0	-0	-0	-0	-0	-79494606.9217808	-83307496.7602597
229.82492	152767.5528	42.274235	0	0	63.4113525	63.4113525	0	30.582598	0	0	6.8564396	0	0	231.7106656	140.265502	0	0	0	0	0	515.7430944	539.4827	-152767552800	-6458131.42744211	-0	-0	-9687197.14116316	-9687197.14116316	-0	-4672028.65472617	-0	-0	-1047441.49861301	-0	-0	-35397871.3413712	-21428017.4828035	-0	-0	-0	-0	-0	-78788810.4049874	-82415451.8569366
229.82839	152643.1896	42.16868	0	0	63.25302	63.25302	0	30.465196	0	0	6.8393197	0	0	231.06656	139.6155072	0	0	0	0	0	514.30944	536.98272	-152643189600	-6436761.81642173	-0	-0	-9655142.72463259	-9655142.72463259	-0	-4650304.68922916	-0	-0	-1043975.57370212	-0	-0	-35270736.7282998	-21311356.3366298	-0	-0	-0	-0	-0	-78505833.3629898	-81966755.1408837
229.83186	152202.9024	42.063125	0	0	63.0946875	63.0946875	0	30.347794	0	0	6.8221999	0	0	230.4224544	138.9655124	0	0	0	0	0	512.8757856	534.48274	-152202902400	-6402129.709014	-0	-0	-9603194.563521	-9603194.563521	-0	-4619022.32823731	-0	-0	-1038358.62553299	-0	-0	-35070966.3378117	-21150954.3207832	-0	-0	-0	-0	-0	-78061183.1390001	-81349824.3107046
