.ASU_5.NH4,.ASU_5.NO3,.out_1.TSS
14.498361,2.9219153,12.582567
14.500163,2.9216742,12.581241
14.501947,2.9214404,12.580053
14.503716,2.921213,12.578998
14.505472,2.9209915,12.578068
14.507218,2.9207752,12.577256
14.508954,2.9205634,12.576559
14.510682,2.9203558,12.57597
14.512404,2.9201519,12.575487
14.513973,2.9199684,12.575135
14.515701,2.9197688,12.574841
14.517408,2.9195736,12.574646
14.519114,2.9193807,12.574544
14.520817,2.9191898,12.574533
14.522519,2.9190006,12.57461
14.52422,2.918813,12.574774
14.525921,2.9186267,12.575022
14.527622,2.9184415,12.575353
14.529324,2.9182572,12.575765
14.531027,2.9180735,12.576258
14.532732,2.9178904,12.576829
14.534439,2.9177076,12.577478
14.536148,2.917525,12.578203
14.537859,2.9173424,12.579003
14.539574,2.9171597,12.579878
14.541292,2.9169767,12.580827
14.543013,2.9167934,12.581848
14.544738,2.9166095,12.582942
14.546468,2.916425,12.584107
14.548201,2.9162397,12.585343
14.549939,2.9160535,12.586648
14.551682,2.9158664,12.588024
14.55343,2.9156781,12.589469
14.555183,2.9154886,12.590982
14.556942,2.9152979,12.592563
14.558706,2.9151057,12.594213
14.560475,2.914912,12.59593
14.562251,2.9147168,12.597714
14.564033,2.9145199,12.599565
14.565821,2.9143212,12.601482
14.567615,2.9141206,12.603466
14.569416,2.9139181,12.605516
14.571223,2.9137136,12.607632
14.573037,2.913507,12.609814
14.574858,2.9132983,12.612061
14.576687,2.9130873,12.614374
14.578522,2.9128739,12.616752
14.580365,2.9126582,12.619195
14.580864,2.9125996,12.619865
14.581019,2.9125813,12.620074
14.581206,2.9125593,12.620328
14.582144,2.9124485,12.621605
14.584104,2.9122157,12.624319
14.58596,2.9119935,12.626943
14.587834,2.9117674,12.629648
14.589716,2.9115386,12.632417
14.591605,2.911307,12.63525
14.593503,2.9110726,12.638147
14.595409,2.9108353,12.641109
14.597324,2.9105949,12.644136
14.599247,2.9103515,12.647227
14.601178,2.910105,12.650383
14.603119,2.9098553,12.653603
14.605068,2.9096024,12.656888
14.605273,2.9095758,12.657235
14.605464,2.9095508,12.657561
14.606422,2.9094255,12.659198
14.607406,2.9092961,12.660889
14.608486,2.9091535,12.662754
14.609669,2.9089962,12.664805
14.610973,2.9088213,12.667075
14.61242,2.9086257,12.669599
14.614029,2.9084058,12.672409
14.615812,2.908159,12.675526
14.617765,2.907885,12.678935
14.619857,2.9075871,12.682576
14.622044,2.9072707,12.686369
14.624294,2.9069396,12.690253
14.626592,2.9065959,12.694197
14.628932,2.90624,12.698186
14.631312,2.9058719,12.702217
14.633735,2.9054911,12.706289
14.636202,2.9050972,12.710403
14.636866,2.90499,12.711505
14.637154,2.9049435,12.711982
14.637256,2.9049269,12.712151
14.637379,2.9049071,12.712353
14.63799,2.9048079,12.713363
14.640443,2.9044056,12.717397
14.643024,2.9039762,12.721603
14.645629,2.9035364,12.725813
14.648271,2.9030841,12.730043
14.650948,2.9026194,12.734292
14.653662,2.9021421,12.738559
14.656414,2.9016519,12.742844
14.659204,2.9011489,12.747147
14.662033,2.9006327,12.751468
14.664902,2.9001032,12.755807
14.667811,2.8995602,12.760163
14.670762,2.8990035,12.764537
14.673755,2.898433,12.768928
14.676791,2.8978485,12.773337
14.679872,2.8972498,12.777762
14.682997,2.8966366,12.782204
14.686169,2.8960088,12.786663
14.689388,2.8953661,12.791138
14.689922,2.895259,12.791875
14.690348,2.8951733,12.792464
14.690747,2.8950932,12.793012
14.691471,2.8949472,12.794008
14.691654,2.8949105,12.794258
14.691866,2.8948677,12.794549
14.692928,2.8946532,12.796002
14.696547,2.893918,12.800912
14.699892,2.8932332,12.805395
14.703321,2.8925258,12.809937
14.706803,2.8918027,12.814491
14.710339,2.8910632,12.81906
14.713932,2.890307,12.823642
14.717583,2.8895338,12.828238
14.721293,2.8887434,12.832846
14.725064,2.8879353,12.837467
14.728898,2.8871094,12.8421
14.732797,2.8862651,12.846743
14.736705,2.8854148,12.85133
14.740591,2.8845656,12.855823
14.744459,2.8837165,12.860232
14.748317,2.8828665,12.864563
14.752169,2.8820147,12.868824
14.756019,2.8811605,12.87302
14.759871,2.8803031,12.877154
14.763727,2.8794422,12.881231
14.767592,2.8785774,12.885253
14.771466,2.8777083,12.889223
14.775352,2.8768346,12.893142
14.779251,2.8759561,12.897012
14.783165,2.8750726,12.900835
14.787096,2.8741839,12.904612
14.791045,2.8732898,12.908343
14.795012,2.8723902,12.912029
14.799001,2.8714849,12.915672
14.80301,2.8705738,12.919271
14.807042,2.8696569,12.922827
14.811098,2.8687339,12.926341
14.815178,2.8678048,12.929812
14.819284,2.8668695,12.933241
14.823416,2.8659279,12.936628
14.827576,2.8649799,12.939974
14.829564,2.8645269,12.94155
14.830833,2.8642375,12.942549
14.832581,2.8638393,12.943914
14.835163,2.8632509,12.945912
14.837617,2.8626919,12.947788
14.840622,2.8620074,12.950059
14.844103,2.8612147,12.952653
14.848073,2.8603114,12.955564
14.852335,2.8593425,12.958633
14.856709,2.858349,12.961725
14.86113,2.8573458,12.964793
14.865587,2.8563357,12.967828
14.87008,2.8553189,12.970828
14.87461,2.854295,12.973795
14.879179,2.8532638,12.97673
14.88379,2.852225,12.979631
14.888443,2.8511782,12.982501
14.893141,2.8501231,12.985339
14.897886,2.8490595,12.988145
14.90268,2.8479869,12.990919
14.907526,2.846905,12.993663
14.912424,2.8458135,12.996374
14.917378,2.8447119,12.999055
14.92239,2.8435999,13.001704
14.927463,2.8424769,13.004322
14.932599,2.8413426,13.006908
14.937802,2.8401963,13.009464
14.943075,2.8390376,13.011988
14.948421,2.8378657,13.014481
14.953845,2.83668,13.016942
14.959351,2.8354796,13.019373
14.964944,2.8342638,13.021772
14.970629,2.8330314,13.024141
14.976413,2.8317813,13.026479
14.982303,2.8305121,13.028787
14.988309,2.8292222,13.031065
14.994439,2.8279095,13.033314
15.000708,2.8265718,13.035535
15.007131,2.8252059,13.03773
15.013729,2.8238078,13.039901
15.020529,2.822372,13.042051
15.027573,2.8208906,13.044187
15.028435,2.8207096,13.044442
15.029148,2.8205601,13.044652
15.029791,2.8204252,13.04484
15.033013,2.8197502,13.045774
15.038644,2.8185736,13.04736
15.044372,2.8173805,13.048916
15.050371,2.816135,13.050484
15.056654,2.814835,13.052059
15.063248,2.8134755,13.053641
15.070184,2.8120509,13.055227
15.077498,2.8105545,13.056815
15.085234,2.8089786,13.058401
15.093266,2.8073495,13.05995
15.101089,2.8057699,13.061363
15.108583,2.804263,13.062632
15.116037,2.8027704,13.063812
15.123474,2.8012874,13.06491
15.130826,2.7998273,13.065919
15.138109,2.7983869,13.066845
15.145343,2.7969616,13.067695
15.14823,2.7963945,13.068014
15.151015,2.7958481,13.068312
15.154132,2.7952376,13.068634
15.158077,2.7944667,13.069024
15.162705,2.7935642,13.069457
15.168559,2.792426,13.06997
15.176739,2.7908419,13.070622
15.184164,2.7894105,13.071152
15.19112,2.7880748,13.071595
15.198224,2.786716,13.071998
15.205372,2.7853542,13.072352
15.212519,2.783998,13.072657
15.219673,2.7826457,13.072913
15.22684,2.7812964,13.073121
15.234018,2.7799502,13.073283
15.241207,2.7786069,13.073398
15.24841,2.7772664,13.073468
15.255625,2.7759285,13.073492
15.262855,2.7745931,13.073472
15.270098,2.7732602,13.073408
15.277355,2.7719296,13.0733
15.284626,2.7706013,13.073149
15.291912,2.7692751,13.072955
15.299214,2.7679511,13.072719
15.30653,2.7666291,13.072442
15.313861,2.7653091,13.072123
15.321207,2.7639911,13.071762
15.328568,2.7626749,13.071362
15.335945,2.7613607,13.070921
15.343337,2.7600483,13.07044
15.350744,2.7587377,13.069919
15.358166,2.7574289,13.069359
15.365604,2.7561218,13.068761
15.373056,2.7548165,13.068124
15.380524,2.753513,13.067448
15.388006,2.7522111,13.066735
15.395503,2.750911,13.065984
15.403015,2.7496126,13.065196
15.410541,2.7483159,13.064371
15.418081,2.7470209,13.06351
15.425635,2.7457276,13.062612
15.433203,2.744436,13.061678
15.440785,2.7431461,13.060708
15.44838,2.7418579,13.059703
15.455989,2.7405715,13.058663
15.46361,2.7392867,13.057588
15.471244,2.7380038,13.056478
15.47889,2.7367225,13.055334
15.486548,2.7354431,13.054156
15.494218,2.7341654,13.052944
15.5019,2.7328896,13.051698
15.509593,2.7316155,13.050419
15.517297,2.7303433,13.049107
15.525012,2.729073,13.047763
15.532736,2.7278045,13.046385
15.540471,2.7265379,13.044976
15.545537,2.7257102,13.044037
15.548621,2.725207,13.043458
15.552214,2.7246217,13.042779
15.557869,2.7237016,13.041696
15.563989,2.7227079,13.040505
15.570615,2.7216344,13.039194
15.577882,2.7204599,13.03773
15.585416,2.7192449,13.036183
15.59296,2.7180316,13.034604
15.600451,2.7168296,13.033007
15.607893,2.7156381,13.031391
15.615292,2.7144566,13.029756
15.622648,2.7132844,13.028103
15.629964,2.7121212,13.026432
15.637243,2.7109667,13.024742
15.644485,2.7098204,13.023034
15.651693,2.7086819,13.021307
15.658869,2.7075511,13.019563
15.666013,2.7064277,13.017802
15.673127,2.7053112,13.016022
15.680212,2.7042017,13.014225
15.687269,2.7030987,13.012411
15.694299,2.7020021,13.010579
15.701304,2.7009117,13.00873
15.708283,2.6998274,13.006865
15.715239,2.6987489,13.004982
15.722171,2.6976761,13.003083
15.72908,2.6966088,13.001167
15.735967,2.695547,12.999234
15.742832,2.6944904,12.997286
15.749677,2.693439,12.995321
15.756501,2.6923926,12.99334
15.763305,2.6913512,12.991342
15.770089,2.6903146,12.989329
15.776855,2.6892827,12.9873
15.783601,2.6882555,12.985256
15.79033,2.6872328,12.983196
15.79704,2.6862146,12.98112
15.803732,2.6852008,12.979029
15.810407,2.6841913,12.976922
15.817065,2.683186,12.974801
15.823706,2.682185,12.972664
15.830331,2.681188,12.970512
15.836938,2.6801951,12.968345
15.84353,2.6792062,12.966164
15.850105,2.6782212,12.963968
15.856665,2.6772402,12.961757
15.863208,2.676263,12.959531
15.869736,2.6752895,12.957291
15.876249,2.6743199,12.955036
15.882746,2.6733539,12.952768
15.889228,2.6723916,12.950484
15.895695,2.671433,12.948187
15.902146,2.6704779,12.945876
15.908583,2.6695264,12.94355
15.915005,2.6685784,12.941211
15.921411,2.6676339,12.938858
15.927803,2.6666929,12.93649
15.93418,2.6657553,12.93411
15.940543,2.6648212,12.931715
15.946891,2.6638904,12.929307
15.953224,2.6629629,12.926885
15.959542,2.6620388,12.92445
15.965846,2.6611181,12.922002
15.966683,2.6609959,12.921675
15.967495,2.6608773,12.921358
15.970184,2.660485,12.920305
15.972837,2.6600982,12.919262
15.975883,2.6596541,12.918057
15.97933,2.6591516,12.916684
15.983294,2.658574,12.91509
15.987878,2.6579062,12.913225
15.993134,2.6571404,12.911056
15.998927,2.6562965,12.908624
16.004965,2.6554166,12.90604
16.011056,2.6545287,12.90338
16.017147,2.6536406,12.900666
16.023229,2.6527535,12.8979
16.0293,2.6518677,12.895083
16.035359,2.6509834,12.892213
16.041406,2.6501007,12.889291
16.04744,2.6492196,12.886316
16.05346,2.6483404,12.88329
16.059465,2.6474632,12.880212
16.065456,2.646588,12.877083
16.071431,2.6457151,12.873902
16.07739,2.6448446,12.870671
16.083333,2.6439765,12.867388
16.089258,2.643111,12.864056
16.095167,2.6422482,12.860673
16.101057,2.6413881,12.85724
16.106929,2.6405309,12.853758
16.112783,2.6396767,12.850226
16.118618,2.6388256,12.846646
16.124433,2.6379776,12.843016
16.13023,2.6371328,12.839338
16.136006,2.6362914,12.835612
16.141762,2.6354533,12.831838
16.147498,2.6346187,12.828016
16.153214,2.6337877,12.824147
16.158908,2.6329602,12.820231
16.164581,2.6321365,12.816267
16.170233,2.6313165,12.812258
16.175863,2.6305004,12.808201
16.18147,2.6296882,12.804099
16.187056,2.6288799,12.79995
16.192619,2.6280757,12.795757
16.19816,2.6272756,12.791517
16.203678,2.6264796,12.787233
16.209172,2.6256878,12.782904
16.214643,2.6249003,12.77853
16.220091,2.6241172,12.774112
16.225515,2.6233384,12.76965
16.230915,2.6225641,12.765144
16.23629,2.6217943,12.760594
16.241642,2.6210291,12.756001
16.246969,2.6202684,12.751365
16.252271,2.6195124,12.746686
16.257548,2.6187611,12.741965
16.2628,2.6180146,12.737201
16.268027,2.6172729,12.732396
16.273228,2.616536,12.727548
16.278404,2.615804,12.722659
16.283554,2.615077,12.717729
16.288678,2.6143549,12.712758
16.293777,2.6136378,12.707746
16.298849,2.6129258,12.702693
16.303894,2.612219,12.697601
16.308914,2.6115172,12.692468
16.313906,2.6108207,12.687295
16.318872,2.6101293,12.682084
16.323811,2.6094432,12.676832
16.328723,2.6087624,12.671542
16.330042,2.60858,12.670111
16.330751,2.6084818,12.669338
16.332319,2.6082651,12.667626
16.334455,2.6079701,12.665284
16.3365,2.6076881,12.663032
16.338857,2.6073636,12.660425
16.341526,2.6069968,12.657461
16.344625,2.6065721,12.654005
16.348335,2.6060654,12.649852
16.353164,2.6054089,12.644422
16.358391,2.6047026,12.638523
16.363291,2.6040445,12.632972
16.368073,2.6034065,12.627542
16.372816,2.6027776,12.622143
16.377517,2.6021581,12.61678
16.382179,2.6015479,12.611452
16.386801,2.6009468,12.606159
16.391386,2.6003544,12.6009
16.395933,2.5997706,12.595675
16.400444,2.5991951,12.590482
16.404919,2.5986277,12.585321
16.409361,2.5980682,12.580191
16.413769,2.5975165,12.575091
16.418144,2.5969722,12.570021
16.422486,2.5964353,12.564979
16.426797,2.5959055,12.559965
16.431077,2.5953827,12.554978
16.435327,2.5948668,12.550019
16.439546,2.5943576,12.545085
16.443736,2.5938549,12.540177
16.447897,2.5933587,12.535295
16.452028,2.5928687,12.530437
16.456132,2.592385,12.525603
16.460207,2.5919073,12.520794
16.464255,2.5914356,12.516008
16.468275,2.5909697,12.511245
16.472269,2.5905095,12.506505
16.476235,2.590055,12.501787
16.480175,2.5896061,12.497092
16.484089,2.5891626,12.492419
16.487977,2.5887244,12.487767
16.491839,2.5882916,12.483137
16.495676,2.5878639,12.478528
16.499487,2.5874413,12.473939
16.503273,2.5870237,12.469372
16.507035,2.5866111,12.464824
16.510772,2.5862033,12.460297
16.514485,2.5858004,12.45579
16.518173,2.5854022,12.451303
16.521837,2.5850086,12.446836
16.525478,2.5846196,12.442388
16.529094,2.5842352,12.437959
16.532687,2.5838552,12.433549
16.536257,2.5834796,12.429159
16.539804,2.5831084,12.424787
16.543327,2.5827414,12.420434
16.546827,2.5823787,12.416099
16.550305,2.5820202,12.411783
16.553759,2.5816657,12.407486
16.557191,2.5813153,12.403206
16.560601,2.580969,12.398945
16.563988,2.5806266,12.394701
16.567353,2.5802881,12.390476
16.570696,2.5799535,12.386268
16.574016,2.5796227,12.382078
16.577315,2.5792958,12.377906
16.580591,2.5789725,12.373751
16.583846,2.5786529,12.369613
16.587079,2.578337,12.365493
16.590291,2.5780247,12.36139
16.59348,2.577716,12.357305
16.594394,2.5776279,12.356133
16.595412,2.5775297,12.354825
16.596406,2.5774341,12.353548
16.597885,2.577292,12.351643
16.599464,2.5771405,12.349604
16.601259,2.5769684,12.347277
16.603298,2.5767732,12.34462
16.605627,2.5765504,12.341566
16.60826,2.5762985,12.338085
16.611134,2.5760235,12.334246
16.613202,2.5758256,12.331458
16.616398,2.5755195,12.327104
16.619254,2.5752457,12.323162
16.622334,2.57495,12.318856
16.625385,2.5746568,12.314531
16.628442,2.5743626,12.310137
16.631501,2.5740679,12.305677
16.634562,2.5737728,12.30115
16.637623,2.5734774,12.296554
16.640684,2.5731817,12.291889
16.643744,2.572886,12.287153
16.646803,2.5725903,12.282346
16.649851,2.5722956,12.277482
16.652882,2.5720026,12.272567
16.655897,2.5717113,12.2676
16.658895,2.5714218,12.262582
16.661875,2.5711344,12.257513
16.664836,2.5708491,12.252393
16.667778,2.570566,12.247221
16.6707,2.5702854,12.242
16.673601,2.5700074,12.236727
16.676481,2.569732,12.231405
16.679338,2.5694596,12.226032
16.682173,2.5691901,12.22061
16.684984,2.5689238,12.215137
16.687771,2.5686608,12.209616
16.690534,2.5684012,12.204045
16.69327,2.5681452,12.198426
16.695981,2.567893,12.192758
16.698665,2.5676445,12.187042
16.701321,2.5674001,12.181278
16.70395,2.5671598,12.175466
16.706549,2.5669238,12.169607
16.70912,2.5666922,12.163702
16.71166,2.5664651,12.157749
16.714171,2.5662427,12.15175
16.71665,2.5660251,12.145706
16.719097,2.5658124,12.139616
16.721512,2.5656048,12.13348
16.723895,2.5654024,12.1273
16.726245,2.5652054,12.121076
16.72856,2.5650137,12.114808
16.730842,2.5648276,12.108496
16.733088,2.5646472,12.102141
16.7353,2.5644726,12.095743
16.737476,2.5643039,12.089304
16.739615,2.5641413,12.082822
16.741718,2.5639847,12.076299
16.743784,2.5638344,12.069735
16.745813,2.5636905,12.063131
16.747803,2.563553,12.056486
16.749756,2.563422,12.049803
16.750372,2.5633815,12.047656
16.750984,2.5633417,12.045506
16.751481,2.5633098,12.043751
16.751771,2.5632912,12.042718
16.752049,2.5632735,12.041724
16.752776,2.5632278,12.039112
16.7535,2.563183,12.036483
16.754324,2.5631331,12.033465
16.75525,2.5630782,12.030032
16.756313,2.5630173,12.026048
16.757553,2.562949,12.021333
16.75904,2.5628715,12.015586
16.760796,2.5627868,12.008669
16.76246,2.5627141,12.001976
16.764077,2.5626508,11.995335
16.76565,2.562597,11.988741
16.76718,2.5625524,11.982186
16.768669,2.5625169,11.975668
16.770118,2.5624903,11.969185
16.771526,2.5624726,11.962734
16.772895,2.5624637,11.956315
16.774225,2.5624633,11.949926
16.775516,2.5624715,11.943569
16.776767,2.5624881,11.93724
16.77798,2.562513,11.930941
16.779155,2.5625462,11.924671
16.780291,2.5625874,11.91843
16.781388,2.5626366,11.912216
16.782448,2.5626938,11.906031
16.783469,2.5627589,11.899873
16.784452,2.5628316,11.893742
16.785397,2.5629121,11.887638
16.786304,2.5630001,11.88156
16.787174,2.5630957,11.87551
16.788005,2.5631986,11.869485
16.788799,2.563309,11.863487
16.789556,2.5634266,11.857514
16.790274,2.5635514,11.851567
16.790955,2.5636834,11.845646
16.791599,2.5638224,11.83975
16.792205,2.5639684,11.833879
16.792773,2.5641214,11.828033
16.793305,2.5642813,11.822212
16.793798,2.5644479,11.816415
16.794255,2.5646214,11.810644
16.794674,2.5648015,11.804896
16.795056,2.5649882,11.799173
16.7954,2.5651815,11.793475
16.795707,2.5653814,11.7878
16.795977,2.5655877,11.78215
16.79621,2.5658004,11.776523
16.796405,2.5660194,11.770921
16.796563,2.5662448,11.765342
16.796684,2.5664764,11.759786
16.796768,2.5667143,11.754255
16.796814,2.5669583,11.748746
16.796823,2.5672083,11.743261
16.796795,2.5674645,11.7378
16.79673,2.5677267,11.732361
16.796627,2.5679948,11.726946
16.796488,2.5682689,11.721554
16.796382,2.5684417,11.718223
16.796274,2.5686015,11.715188
16.796111,2.5688169,11.711164
16.795894,2.5690716,11.706499
16.795612,2.5693682,11.701183
16.795293,2.5696697,11.695901
16.794935,2.569978,11.69062
16.794539,2.5702924,11.685352
16.794105,2.5706127,11.680098
16.793632,2.5709389,11.674859
16.793121,2.5712711,11.669635
16.792572,2.5716091,11.664427
16.791983,2.5719529,11.659234
16.791356,2.5723025,11.654057
16.79069,2.5726579,11.648896
16.789985,2.573019,11.643751
16.789241,2.5733858,11.638622
16.788458,2.5737584,11.633511
16.787635,2.5741365,11.628415
16.786773,2.5745204,11.623337
16.785872,2.5749098,11.618275
16.784931,2.5753048,11.613231
16.78395,2.5757054,11.608203
16.78293,2.5761116,11.603193
16.78187,2.5765232,11.5982
16.780771,2.5769404,11.593224
16.779631,2.5773631,11.588266
16.778452,2.5777912,11.583326
16.777232,2.5782247,11.578403
16.775973,2.5786637,11.573497
16.774673,2.5791081,11.56861
16.773333,2.5795578,11.56374
16.771953,2.5800129,11.558888
16.770532,2.5804734,11.554053
16.769072,2.5809392,11.549237
16.76757,2.5814102,11.544438
16.766029,2.5818866,11.539657
16.764446,2.5823683,11.534894
16.762824,2.5828552,11.530149
16.76116,2.5833473,11.525422
16.759456,2.5838446,11.520712
16.757711,2.5843472,11.516021
16.755926,2.584855,11.511347
16.7541,2.5853679,11.506691
16.752233,2.585886,11.502053
16.750325,2.5864092,11.497433
16.748376,2.5869376,11.49283
16.746386,2.5874711,11.488245
16.744355,2.5880097,11.483678
16.742283,2.5885534,11.479129
16.740171,2.5891022,11.474597
16.738017,2.5896561,11.470083
16.735822,2.590215,11.465587
16.734542,2.5905383,11.463012
16.733515,2.5907967,11.460968
16.732576,2.5910319,11.459117
16.731271,2.5913571,11.456574
16.72979,2.5917243,11.453721
16.727998,2.5921655,11.450321
16.725843,2.5926917,11.4463
16.72341,2.5932807,11.441843
16.720939,2.5938733,11.437403
16.718413,2.5944736,11.432949
16.715837,2.5950806,11.428488
16.713209,2.5956942,11.424022
16.710531,2.5963141,11.419552
16.707803,2.5969405,11.415078
16.705024,2.5975731,11.410602
16.702195,2.5982121,11.406122
16.699315,2.5988575,11.401641
16.696385,2.5995091,11.397159
16.693405,2.600167,11.392675
16.690374,2.6008312,11.38819
16.687293,2.6015017,11.383704
16.68416,2.6021786,11.379218
16.680978,2.6028617,11.374733
16.677744,2.6035512,11.370247
16.67446,2.6042469,11.365762
16.671125,2.604949,11.361278
16.667739,2.6056573,11.356794
16.664302,2.606372,11.352312
16.660815,2.607093,11.347832
16.657276,2.6078203,11.343352
16.653687,2.608554,11.338875
16.650047,2.6092939,11.3344
16.646357,2.6100402,11.329927
16.642615,2.6107928,11.325456
16.638823,2.6115517,11.320987
16.63498,2.612317,11.316521
16.631087,2.6130886,11.312058
16.627143,2.6138665,11.307597
16.623148,2.6146507,11.30314
16.619103,2.6154413,11.298685
16.615007,2.6162382,11.294233
16.610861,2.6170414,11.289785
16.606665,2.617851,11.285339
16.602418,2.6186669,11.280897
16.598121,2.6194892,11.276458
16.593774,2.6203178,11.272023
16.589377,2.6211527,11.267591
16.58493,2.621994,11.263163
16.580434,2.6228416,11.258738
16.575887,2.6236956,11.254317
16.571291,2.6245559,11.249899
16.566645,2.6254226,11.245485
16.564628,2.625798,11.243583
16.562613,2.6261724,11.241694
16.559661,2.6267202,11.238943
16.556347,2.6273338,11.235879
16.552261,2.6280888,11.232136
16.547356,2.628993,11.227693
16.54244,2.6298966,11.223295
16.537459,2.6308099,11.218894
16.532422,2.6317311,11.214498
16.527328,2.6326606,11.210105
16.522176,2.6335983,11.205716
16.516967,2.6345444,11.201331
16.511699,2.6354988,11.19695
16.506374,2.6364614,11.192573
16.500991,2.6374323,11.1882
16.495551,2.6384114,11.183832
16.490055,2.6393986,11.17947
16.484502,2.6403938,11.175112
16.478892,2.6413971,11.17076
16.473227,2.6424083,11.166413
16.467506,2.6434273,11.162073
16.461729,2.6444542,11.157738
16.455898,2.6454889,11.15341
16.450012,2.6465314,11.149089
16.444072,2.6475814,11.144774
16.438078,2.6486392,11.140466
16.43203,2.6497045,11.136164
16.425928,2.6507773,11.13187
16.419774,2.6518576,11.127583
16.413566,2.6529454,11.123303
16.407307,2.6540405,11.119031
16.400995,2.655143,11.114766
16.394631,2.6562527,11.110509
16.388216,2.6573698,11.106259
16.38175,2.658494,11.102017
16.375233,2.6596254,11.097783
16.368665,2.660764,11.093556
16.362047,2.6619096,11.089338
16.355379,2.6630623,11.085127
16.348662,2.664222,11.080924
16.341895,2.6653886,11.07673
16.33508,2.6665622,11.072543
16.328216,2.6677427,11.068364
16.321303,2.6689301,11.064193
16.314343,2.6701243,11.060031
16.307335,2.6713252,11.055876
16.300279,2.672533,11.051729
16.29799,2.6729244,11.050392
16.293503,2.6736915,11.04778
16.288864,2.674484,11.045094
16.283956,2.6753219,11.042267
16.278216,2.6763008,11.038979
16.271637,2.6774218,11.035234
16.264399,2.6786534,11.03114
16.257165,2.6798831,11.027076
16.249923,2.6811126,11.023034
16.242663,2.6823437,11.019009
16.235386,2.6835766,11.014999
16.22809,2.6848113,11.011003
16.220775,2.6860482,11.00702
16.213439,2.6872873,11.003051
16.206082,2.6885288,10.999093
16.198704,2.689773,10.995147
16.191303,2.6910199,10.991212
16.183879,2.6922698,10.987286
16.176431,2.6935227,10.98337
16.168972,2.6947768,10.979469
16.161498,2.6960324,10.975581
16.154009,2.6972901,10.971706
16.146502,2.6985498,10.967842
16.138977,2.6998119,10.963989
16.131433,2.7010765,10.960146
16.12387,2.7023438,10.956312
16.116287,2.7036139,10.952487
16.108682,2.7048871,10.94867
16.101056,2.7061633,10.944861
16.093408,2.7074428,10.941058
16.085738,2.7087256,10.937263
16.078045,2.7100118,10.933474
16.070328,2.7113017,10.92969
16.062588,2.7125951,10.925913
16.054825,2.7138923,10.92214
16.047036,2.7151933,10.918372
16.039224,2.7164982,10.914609
16.031387,2.717807,10.91085
16.023525,2.7191198,10.907095
16.015637,2.7204367,10.903344
16.007725,2.7217578,10.899596
15.999787,2.723083,10.895851
15.991824,2.7244125,10.89211
15.983835,2.7257463,10.888371
15.97582,2.7270845,10.884635
15.96778,2.728427,10.880902
15.959713,2.7297739,10.87717
15.951621,2.7311254,10.873441
15.947671,2.7317851,10.871626
15.944243,2.7323576,10.870054
15.940969,2.7329045,10.868553
15.936125,2.7337136,10.866338
15.930653,2.7346277,10.86384
15.923944,2.7357483,10.860783
15.916048,2.7370672,10.857194
15.907619,2.7384753,10.853371
15.899,2.7399151,10.849471
15.890248,2.7413772,10.845519
15.88138,2.7428586,10.841523
15.872402,2.7443587,10.837485
15.863316,2.745877,10.833408
15.854123,2.7474134,10.82929
15.844825,2.7489677,10.825134
15.835423,2.7505397,10.82094
15.82592,2.7521291,10.816709
15.816316,2.7537358,10.812441
15.806614,2.7553596,10.808137
15.796814,2.7570003,10.803798
15.786918,2.7586577,10.799425
15.776929,2.7603316,10.795019
15.766847,2.7620219,10.79058
15.756675,2.7637282,10.786108
15.746414,2.7654503,10.781606
15.736065,2.7671882,10.777074
15.725631,2.7689415,10.772511
15.715113,2.7707101,10.76792
15.704512,2.7724938,10.763301
15.693831,2.7742923,10.758654
15.683071,2.7761055,10.753981
15.672234,2.7779332,10.749282
15.66132,2.7797751,10.744557
15.650333,2.7816311,10.739807
15.639273,2.783501,10.735034
15.628142,2.7853847,10.730236
15.616941,2.7872819,10.725417
15.605672,2.7891924,10.720574
15.594336,2.7911162,10.715711
15.582935,2.793053,10.710826
15.57147,2.7950027,10.70592
15.559942,2.7969651,10.700995
15.548353,2.7989401,10.696049
15.536704,2.8009275,10.691085
15.535365,2.8011561,10.690515
15.532599,2.8016284,10.689338
15.530086,2.8020577,10.688268
15.525415,2.8028559,10.686283
15.520539,2.8036896,10.684215
15.51492,2.8046512,10.681837
15.50844,2.8057612,10.679107
15.50079,2.8070736,10.675898
15.491537,2.8086634,10.672043
15.48007,2.8106378,10.667305
15.46726,2.8128487,10.662068
15.454505,2.8150557,10.65691
15.441568,2.8172997,10.651739
15.428398,2.8195893,10.646536
15.414993,2.8219254,10.641302
15.401351,2.8243081,10.636039
15.387474,2.8267373,10.63075
15.373363,2.8292125,10.625438
15.359288,2.8316866,10.620204
15.349991,2.8333234,10.616782
15.338816,2.8352935,10.612706
15.32496,2.8377402,10.607706
15.311298,2.8401566,10.602834
15.297386,2.8426213,10.597932
15.283459,2.8450925,10.593082
15.269459,2.8475804,10.588265
15.255405,2.8500814,10.583487
15.241282,2.852598,10.578742
15.227086,2.8551311,10.57403
15.212809,2.8576819,10.569348
15.198443,2.8602515,10.564694
15.183984,2.862841,10.560066
15.169425,2.8654512,10.555462
15.154761,2.868083,10.550882
15.139988,2.8707372,10.546325
15.1251,2.8734148,10.541789
15.110092,2.8761163,10.537274
15.09496,2.8788428,10.532779
15.079699,2.8815949,10.528304
15.076554,2.8821623,10.527388
15.072427,2.8829071,10.526191
15.066453,2.8839856,10.524464
