.ASU_5.NH4,.ASU_5.NO3,.out_1.TSS
5.70542,9.1294228,9.2981904
5.7068521,9.1302109,9.3050048
5.7083823,9.1310429,9.3123198
5.7100288,9.1319272,9.3202267
5.7103746,9.1321115,9.3218917
5.7106998,9.1322844,9.323459
5.7110866,9.1324895,9.325325
5.7112094,9.1325545,9.3259179
5.7112966,9.1326006,9.326339
5.7113823,9.1326458,9.3267525
5.7118104,9.1328716,9.3288216
5.7139532,9.1339907,9.3392094
5.7159913,9.1350386,9.3491368
5.7181934,9.1361529,9.3599127
5.720496,9.1372983,9.3712316
5.7228865,9.1384663,9.3830351
5.7253506,9.1396476,9.3952553
5.7278815,9.1408373,9.4078609
5.7304769,9.1420325,9.4208421
5.7331372,9.1432316,9.4342022
5.735864,9.1444335,9.4479513
5.7386596,9.1456373,9.4621022
5.7415268,9.1468421,9.4766697
5.7444681,9.1480471,9.4916688
5.7474864,9.1492512,9.507115
5.7505849,9.1504533,9.5230239
5.7537665,9.1516521,9.5394117
5.7570345,9.1528465,9.5562948
5.7603927,9.154035,9.5736907
5.7638418,9.1552151,9.5916024
5.767377,9.1563825,9.6100008
5.7710014,9.1575353,9.6288985
5.7747174,9.1586717,9.6483031
5.7785277,9.1597894,9.6682225
5.7824353,9.1608863,9.6886651
5.7864437,9.1619603,9.70964
5.7905567,9.163009,9.7311572
5.7947786,9.16403,9.753228
5.7991143,9.1650211,9.7758651
5.8035696,9.1659798,9.7990833
5.8081509,9.1669033,9.8228994
5.8128654,9.167789,9.8473331
5.8177218,9.1686341,9.8724074
5.8227297,9.1694354,9.8981491
5.8279004,9.1701895,9.9245901
5.8332469,9.1708928,9.9517682
5.8387848,9.1715414,9.9797288
5.8445321,9.1721306,10.008527
5.8505108,9.1726553,10.038231
5.8529057,9.1728409,10.050054
5.8549371,9.1729874,10.060047
5.8568059,9.1731134,10.069212
5.8585207,9.1732218,10.077597
5.8617453,9.1734069,10.0933
5.8650377,9.1735708,10.109246
5.8688087,9.173728,10.127402
5.8731853,9.1738703,10.148327
5.8782837,9.1739828,10.172499
5.8839815,9.1740426,10.19925
5.8899426,9.1740328,10.226936
5.8959659,9.1739502,10.254596
5.9020155,9.1737961,10.282053
5.908099,9.1735714,10.309335
5.914226,9.173277,10.336479
5.9204036,9.1729131,10.363509
5.9266377,9.1724799,10.390441
5.9329334,9.1719776,10.417291
5.9392951,9.1714059,10.444068
5.945727,9.1707648,10.470783
5.952233,9.1700539,10.497444
5.9588169,9.1692728,10.524057
5.9654822,9.168421,10.550629
5.9722324,9.1674981,10.577166
5.979071,9.1665033,10.603674
5.9860014,9.1654358,10.630159
5.9864104,9.165371,10.63171
5.9868049,9.1653083,10.633205
5.9872501,9.1652373,10.63489
5.989481,9.1648781,10.643314
5.9933446,9.1642421,10.657811
5.997283,9.1635761,10.672472
6.0014165,9.1628582,10.687732
6.0057549,9.1620843,10.703613
6.0103189,9.1612482,10.72017
6.0151315,9.1603426,10.737465
6.0202201,9.159359,10.755572
6.0256174,9.1582871,10.774578
6.0313627,9.1571145,10.794589
6.0375042,9.155826,10.815734
6.0441019,9.1544025,10.83817
6.051233,9.1528197,10.862103
6.0589988,9.1510452,10.8878
6.0672801,9.1490964,10.914793
6.0694989,9.1485647,10.921955
6.0712727,9.1481367,10.92766
6.0737453,9.1475358,10.935582
6.0770452,9.146726,10.946103
6.0807603,9.1458037,10.957882
6.0846644,9.1448223,10.970187
6.0890071,9.1437161,10.983793
6.0931203,9.1426544,10.996602
6.0989895,9.1411163,11.014756
6.1057183,9.1393202,11.035396
6.1140196,9.1370571,11.060615
6.1225947,9.1346659,11.086394
6.1244616,9.1341383,11.091971
6.1258711,9.1337383,11.096173
6.1271966,9.1333609,11.100118
6.1285321,9.1329793,11.104086
6.1290997,9.1328168,11.105771
6.1296457,9.1326602,11.107391
6.1301424,9.1325176,11.108863
6.1326302,9.1318007,11.116225
6.1369956,9.1305323,11.129092
6.1414335,9.1292294,11.142106
6.1460714,9.1278536,11.155635
6.1509174,9.1264007,11.169697
6.1559901,9.1248632,11.184334
6.1613099,9.1232329,11.199597
6.1653102,9.1219949,11.211016
6.1689668,9.1208545,11.221412
6.1751434,9.118909,11.23888
6.1814733,9.1168908,11.256665
6.1882094,9.1147163,11.275466
6.195385,9.1123702,11.295354
6.2026773,9.1099548,11.315423
6.2099488,9.1075157,11.335294
6.2172282,9.1050438,11.355052
6.2245216,9.1025375,11.374716
6.2318332,9.0999955,11.3943
6.2391664,9.097417,11.413817
6.2465239,9.094801,11.433276
6.2539075,9.0921472,11.452684
6.2613189,9.0894549,11.472049
6.2687592,9.0867239,11.491375
6.276229,9.083954,11.510667
6.2837291,9.081145,11.529929
6.2912597,9.0782967,11.549162
6.2936511,9.0773864,11.555249
6.2962033,9.0764119,11.561733
6.2972491,9.0760117,11.564386
6.2984481,9.0755522,11.567426
6.304459,9.0732382,11.582629
6.3123034,9.0701926,11.602376
6.3199352,9.0672019,11.62149
6.3276111,9.0641666,11.64062
6.335316,9.0610927,11.65973
6.34305,9.0579801,11.678823
6.3508126,9.0548289,11.6979
6.3586033,9.0516394,11.716959
6.3664215,9.0484117,11.736003
6.3699659,9.0469396,11.744609
6.3725157,9.0458772,11.750791
6.37564,9.0445716,11.758353
6.37869,9.043293,11.765723
6.3841246,9.0410048,11.778826
6.3898875,9.0385647,11.792677
6.3965493,9.0357265,11.808635
6.4038767,9.0325832,11.82612
6.4116092,9.0292419,11.844497
6.419491,9.0258106,11.863151
6.4274155,9.0223351,11.881829
6.4290585,9.0216113,11.885692
6.4294651,9.021432,11.886647
6.4298163,9.0212771,11.887472
6.4302145,9.0211013,11.888408
6.4322071,9.0202211,11.893085
6.4395922,9.0169448,11.910381
6.4476295,9.0133541,11.929133
6.4555886,9.0097728,11.947629
6.4635616,9.00616,11.966088
6.4715452,9.0025172,11.984502
6.4795406,8.9988438,12.002876
6.4875482,8.9951397,12.021213
6.4955682,8.9914049,12.039513
6.5036007,8.9876392,12.057778
6.5116457,8.9838428,12.076011
6.5197032,8.9800155,12.094211
6.527773,8.9761575,12.11238
6.5358551,8.9722687,12.130518
6.5372092,8.9716148,12.133552
6.5388332,8.9708296,12.137188
6.5394058,8.9705525,12.138469
6.5397258,8.9703976,12.139185
6.5401104,8.9702113,12.140046
6.5404999,8.9700227,12.140917
6.5424482,8.9690781,12.145273
6.5501399,8.965335,12.16244
6.5583216,8.9613289,12.180646
6.5664461,8.9573259,12.198671
6.5745844,8.9532914,12.216674
6.5827331,8.9492269,12.234649
6.5908926,8.9451322,12.252597
6.5990627,8.9410075,12.270519
6.607243,8.9368528,12.288415
6.6154334,8.9326681,12.306285
6.6236337,8.9284537,12.324131
6.6318436,8.9242095,12.341951
6.6400628,8.9199356,12.359748
6.6482913,8.9156321,12.37752
6.6565288,8.9112992,12.395268
6.664775,8.9069367,12.412994
6.6730299,8.9025449,12.430697
6.6812932,8.8981237,12.448377
6.6895648,8.8936732,12.466036
6.6978446,8.8891934,12.483673
6.7061323,8.8846845,12.501289
6.7144278,8.8801464,12.518885
6.7194936,8.8773629,12.529612
6.7259659,8.873793,12.543298
6.7345382,8.8690416,12.561392
6.742839,8.8644154,12.578878
6.7481653,8.8614339,12.59008
6.753686,8.8583328,12.601677
6.7599108,8.854823,12.614737
6.7668093,8.8509171,12.62919
6.7747338,8.8464092,12.645769
6.7831426,8.841601,12.663333
6.7915551,8.8367654,12.680879
6.7997699,8.8320189,12.697988
6.8079249,8.8272831,12.714949
6.8160452,8.8225438,12.731815
6.8241409,8.8177954,12.748609
6.8322168,8.8130352,12.765341
6.8402758,8.8082619,12.782019
6.8483202,8.8034741,12.798647
6.8563519,8.798671,12.81523
6.8643724,8.7938516,12.831772
6.8723833,8.7890153,12.848277
6.8730023,8.7886406,12.849551
6.8740304,8.7880181,12.851668
6.8791737,8.7848979,12.862254
6.8875498,8.7797966,12.879478
6.8955015,8.7749307,12.895814
6.9034892,8.7700204,12.912207
6.9114692,8.7650924,12.928569
6.919446,8.7601438,12.94491
6.9274201,8.7551746,12.961229
6.9353919,8.7501844,12.977529
6.9433622,8.745173,12.993811
6.9513314,8.74014,13.010075
6.9593001,8.7350851,13.026324
6.9672686,8.7300081,13.042557
6.9752375,8.7249088,13.058775
6.9832071,8.719787,13.07498
6.9911776,8.7146425,13.091171
6.9991496,8.7094751,13.107349
7.0071231,8.7042846,13.123514
7.0150986,8.6990709,13.139668
7.0230763,8.693834,13.155809
7.0310564,8.6885735,13.171939
7.0390391,8.6832895,13.188057
7.0470247,8.6779818,13.204165
7.0550132,8.6726502,13.220261
7.0630051,8.6672949,13.236346
7.0710003,8.6619155,13.25242
7.078999,8.656512,13.268484
7.0870015,8.6510845,13.284537
7.0950079,8.6456327,13.300579
7.1030182,8.6401566,13.31661
7.1110327,8.6346562,13.332631
7.1190515,8.6291313,13.348642
7.1270747,8.623582,13.364642
7.1351024,8.6180082,13.380631
7.1431348,8.6124098,13.396611
7.1511719,8.6067867,13.412579
7.1592139,8.6011389,13.428538
7.1617779,8.5993338,13.433621
7.1630198,8.5984587,13.436083
7.164558,8.5973741,13.439131
7.1659469,8.5963941,13.441883
7.1706109,8.5930987,13.451116
7.175203,8.5898471,13.460192
7.1802533,8.5862633,13.470154
7.1857992,8.5823182,13.481065
7.1919524,8.5779295,13.493132
7.1987987,8.5730321,13.506504
7.2063617,8.5676045,13.521206
7.2145394,8.5617152,13.537017
7.2231261,8.5555083,13.553518
7.2319288,8.5491208,13.570324
7.2408141,8.5426484,13.587175
7.2497919,8.5360833,13.604082
7.2588565,8.5294291,13.621033
7.2680038,8.522688,13.638014
7.2772303,8.5158622,13.655017
7.2865326,8.5089536,13.672031
7.2959075,8.5019641,13.689047
7.305352,8.4948955,13.706057
7.3148629,8.4877499,13.723052
7.3244371,8.480529,13.740024
7.3340713,8.4732351,13.756965
7.3437623,8.46587,13.773866
7.3535071,8.458436,13.790721
7.3633024,8.4509352,13.80752
7.3731452,8.4433696,13.824257
7.3830324,8.4357414,13.840924
7.392961,8.4280527,13.857516
7.4029283,8.4203054,13.874024
7.4129313,8.4125016,13.890445
7.4229676,8.4046432,13.90677
7.4330345,8.396732,13.922996
7.4431297,8.3887699,13.939117
7.4532508,8.3807585,13.955129
7.4633959,8.3726996,13.971027
7.4735627,8.3645946,13.986807
7.4837495,8.3564451,14.002466
7.4939544,8.3482525,14.018
7.5041758,8.3400181,14.033407
7.514412,8.3317433,14.048683
7.5246617,8.3234292,14.063827
7.5349234,8.315077,14.078836
7.5451959,8.3066878,14.093708
7.555478,8.2982626,14.108442
7.5657685,8.2898023,14.123035
7.5760665,8.281308,14.137488
7.5863708,8.2727805,14.151799
7.5966807,8.2642205,14.165966
7.6007456,8.260838,14.171511
7.6055723,8.2568159,14.178064
7.6106434,8.2525837,14.184912
7.6168672,8.2473803,14.193264
7.6238273,8.2415494,14.202534
7.6318191,8.2348388,14.213083
7.6409061,8.2271886,14.224954
7.643145,8.2253004,14.227858
7.6441474,8.2244546,14.229156
7.6450685,8.2236772,14.230347
7.6496744,8.2197865,14.236281
7.6590414,8.211857,14.248245
7.6684882,8.2038373,14.260165
7.6784415,8.195363,14.272568
7.6888458,8.1864778,14.285361
7.6991874,8.1776188,14.297903
7.7095244,8.1687368,14.310269
7.7198574,8.1598312,14.322459
7.7301855,8.1509032,14.334473
7.7405078,8.1419534,14.346313
7.7508239,8.1329824,14.357978
7.7611334,8.1239907,14.36947
7.7714357,8.1149789,14.38079
7.7817304,8.1059475,14.391938
7.7920172,8.0968968,14.402916
7.8022957,8.0878274,14.413726
7.8125655,8.0787397,14.424367
7.8228264,8.069634,14.434842
7.8330782,8.0605106,14.445151
7.8433205,8.05137,14.455297
7.8535532,8.0422123,14.46528
7.8637761,8.0330379,14.475102
7.8739891,8.0238471,14.484765
7.884192,8.0146399,14.49427
7.8943848,8.0054166,14.503618
7.9045674,7.9961773,14.512812
7.9096237,7.9915801,14.517324
7.9116124,7.9897702,14.519089
7.9127635,7.9887223,14.520108
7.9139247,7.9876647,14.521134
7.919731,7.982372,14.526237
7.928848,7.9740448,14.534156
7.9381496,7.9655283,14.542119
7.9479252,7.9565552,14.550362
7.9581102,7.9471818,14.558815
7.9682299,7.9378438,14.567076
7.9783408,7.9284891,14.575197
7.9884448,7.9191162,14.583178
7.9985428,7.9097244,14.591023
8.0086352,7.9003131,14.598734
8.0187228,7.8908818,14.606312
8.0288061,7.8814301,14.61376
8.0388853,7.8719577,14.621078
8.0435318,7.8675827,14.62441
8.0469203,7.8643891,14.626823
8.0515691,7.8600029,14.63011
8.056035,7.8557845,14.633244
8.0631592,7.8490451,14.638196
8.0710902,7.8415282,14.643641
8.0814922,7.8316466,14.650679
8.0915712,7.822047,14.657388
8.1016447,7.8124285,14.663988
8.1117119,7.8027918,14.67048
8.1217754,7.7931345,14.676868
8.1318371,7.7834549,14.683155
8.1418979,7.7737519,14.689342
8.1519581,7.7640253,14.695432
8.1620179,7.7542751,14.701424
8.172077,7.7445014,14.707322
8.1821352,7.7347044,14.713125
8.1921922,7.7248845,14.718834
8.2022477,7.7150419,14.724452
8.2123014,7.7051769,14.729978
8.2223531,7.6952899,14.735414
8.2324024,7.6853811,14.74076
8.242449,7.6754508,14.746019
8.2524926,7.6654994,14.751191
8.262533,7.6555271,14.756277
8.2725698,7.6455343,14.761278
8.2826029,7.6355212,14.766195
8.2926319,7.6254881,14.77103
8.3026565,7.6154353,14.775783
8.3126765,7.6053631,14.780456
8.3226916,7.5952719,14.785049
8.3327016,7.5851618,14.789564
8.3427061,7.5750332,14.794002
8.3527049,7.5648864,14.798364
8.3626978,7.5547217,14.802651
8.3726844,7.5445393,14.806864
8.3826646,7.5343396,14.811003
8.392638,7.5241228,14.815072
8.4026045,7.5138892,14.819069
8.4125637,7.5036392,14.822996
8.4225154,7.4933729,14.826855
8.4324593,7.4830907,14.830647
8.4423953,7.4727929,14.834372
8.452323,7.4624797,14.838031
8.4622422,7.4521514,14.841625
8.4721527,7.4418083,14.845157
8.4820543,7.4314506,14.848625
8.4919466,7.4210787,14.852032
8.4974068,7.4153435,14.853888
8.5024139,7.4100779,14.855574
8.5098616,7.4022341,14.858053
8.5178174,7.3938402,14.860662
8.5264299,7.3847357,14.863438
8.536076,7.3745166,14.866489
8.5463256,7.3636328,14.869661
8.5565758,7.3527221,14.872764
8.5669318,7.3416719,14.875827
8.5773926,7.3304826,14.878849
8.5879528,7.3191589,14.881828
8.5986082,7.3077045,14.88476
8.6093548,7.2961229,14.887643
8.6201886,7.2844174,14.890477
8.6311058,7.2725915,14.893259
8.6421022,7.2606488,14.895987
8.6531738,7.2485931,14.89866
8.6643164,7.236428,14.901276
8.6755256,7.2241576,14.903835
8.6867972,7.2117859,14.906334
8.6981269,7.1993169,14.908773
8.7095103,7.1867548,14.911151
8.7209431,7.1741037,14.913467
8.7324211,7.1613678,14.91572
8.74394,7.1485511,14.917909
8.7554958,7.1356578,14.920035
8.7670844,7.1226917,14.922096
8.7787019,7.1096568,14.924093
8.7903447,7.0965569,14.926025
8.8020089,7.0833956,14.927892
8.8136912,7.0701766,14.929694
8.8253882,7.0569033,14.931432
8.8370967,7.0435791,14.933106
8.8488136,7.0302072,14.934716
8.8605359,7.0167905,14.936262
8.872261,7.0033322,14.937745
8.8839861,6.9898351,14.939165
8.8957088,6.9763018,14.940523
8.9074266,6.962735,14.94182
8.9191373,6.9491371,14.943056
8.923323,6.9442674,14.943484
8.9271644,6.9397938,14.943869
8.9306297,6.9357545,14.944212
8.9337895,6.9320683,14.944519
8.9394111,6.925503,14.945053
8.9455772,6.9182911,14.945617
8.9523691,6.9103342,14.946209
8.9601603,6.9011896,14.946848
8.9700164,6.8895954,14.947592
8.9796282,6.8782604,14.948245
8.9896598,6.8664002,14.948849
8.9991809,6.8551154,14.949348
9.0085287,6.8440088,14.949768
9.0177624,6.8330113,14.950113
9.0269057,6.8220957,14.950388
9.0359756,6.811242,14.950595
9.0449849,6.8004356,14.950736
9.0539433,6.7896651,14.950813
9.0628585,6.7789217,14.950826
9.0717364,6.7681984,14.950777
9.0805818,6.7574896,14.950666
9.0893987,6.7467908,14.950495
9.09819,6.7360986,14.950265
9.1069583,6.7254098,14.949975
9.1157056,6.7147223,14.949627
9.1244335,6.7040341,14.949221
9.1331432,6.6933437,14.948757
9.1418359,6.68265,14.948237
9.1505124,6.6719519,14.94766
9.1591733,6.6612487,14.947027
9.1678191,6.6505398,14.946338
9.1764502,6.6398249,14.945594
9.185067,6.6291035,14.944795
9.1936695,6.6183755,14.943942
9.202258,6.6076407,14.943035
9.2108325,6.596899,14.942074
9.219393,6.5861506,14.94106
9.2279395,6.5753954,14.939993
9.2364721,6.5646335,14.938874
9.2449905,6.553865,14.937703
9.2534947,6.5430901,14.93648
9.2619847,6.532309,14.935206
9.2704601,6.5215219,14.933882
9.278921,6.5107289,14.932507
9.2873671,6.4999303,14.931082
9.2957982,6.4891263,14.929608
9.3042143,6.4783172,14.928085
9.3126151,6.4675032,14.926513
9.3210004,6.4566846,14.924894
9.3293701,6.4458616,14.923226
9.3323039,6.4420619,14.922629
9.334638,6.4390368,14.92215
9.3363859,6.4367702,14.921789
9.3379506,6.4347403,14.921464
9.3394717,6.432766,14.921146
9.3429664,6.428227,14.920405
9.3464841,6.4236536,14.919643
9.3503541,6.4186166,14.91878
9.3546261,6.4130493,14.917792
9.3594269,6.406784,14.91663
9.3649453,6.3995704,14.915222
9.3715579,6.3909091,14.913423
9.3807491,6.3788388,14.910704
9.3894697,6.3673515,14.907878
9.3973784,6.356904,14.9051
9.4053681,6.3463203,14.90208
9.4134571,6.3355748,14.898802
9.4216742,6.3246276,14.895241
9.4300532,6.3134318,14.891367
9.4386387,6.3019248,14.887142
9.4474965,6.2900154,14.882509
9.4567333,6.2775553,14.877379
9.4665535,6.2642612,14.871587
9.4774951,6.2493916,14.864721
9.4873825,6.2359015,14.858138
9.4966502,6.2232104,14.851638
9.5062243,6.2100516,14.844585
9.5150523,6.1978745,14.837774
9.5234537,6.1862459,14.831017
9.5315927,6.1749429,14.82421
9.539506,6.1639173,14.817345
9.5472274,6.1531245,14.810409
9.5547837,6.1425286,14.803392
9.5621951,6.132103,14.796288
9.5694771,6.1218273,14.789092
9.5766421,6.1116848,14.7818
9.5837003,6.1016624,14.774409
9.5906601,6.091749,14.766919
9.5975286,6.0819352,14.759328
9.6043116,6.0722134,14.751635
9.6110143,6.0625768,14.743839
9.6176411,6.0530196,14.73594
9.624196,6.0435367,14.727938
9.6306822,6.0341238,14.719834
9.6371029,6.0247768,14.711626
9.6434606,6.0154923,14.703316
9.6497577,6.0062673,14.694904
9.6559964,5.9970989,14.686391
9.6621786,5.9879846,14.677776
9.6683061,5.9789222,14.66906
9.6743803,5.9699096,14.660244
9.6804027,5.960945,14.651328
9.6863746,5.9520266,14.642313
9.6922972,5.943153,14.6332
9.6940483,5.9405238,14.630472
9.6949228,5.9392099,14.629105
9.6959789,5.9376222,14.627448
9.6989245,5.9331889,14.6228
9.7018512,5.9287772,14.618147
9.7050707,5.9239162,14.612993
9.7086267,5.9185374,14.607261
9.7126373,5.9124592,14.600754
9.7172898,5.9053926,14.593156
9.7230257,5.8966569,14.583721
9.7297647,5.8863608,14.572552
9.7363061,5.8763323,14.561631
9.7426293,5.8666057,14.551003
9.7490544,5.8566893,14.540136
9.755603,5.846547,14.52899
9.7622922,5.8361498,14.517533
9.7691364,5.825472,14.505734
9.7761534,5.8144819,14.493558
9.7833675,5.8031373,14.480955
9.7908135,5.7913779,14.467855
9.7985442,5.7791139,14.454154
9.8066475,5.7661969,14.439683
9.8152934,5.7523435,14.424116
9.8249256,5.73682,14.406616
9.833067,5.723623,14.391693
9.841358,5.7101096,14.37637
9.8499132,5.6960851,14.360423
9.8577457,5.6831712,14.345699
9.8651831,5.6708415,14.331608
9.8724473,5.6587335,14.317738
9.8795338,5.6468577,14.304104
9.8864546,5.6351971,14.29069
9.8932324,5.6237153,14.277455
9.8998829,5.6123883,14.264374
9.9064171,5.6011987,14.251427
9.9128442,5.5901322,14.2386
9.9191716,5.5791773,14.225881
9.9254056,5.5683243,14.21326
9.9315512,5.5575652,14.200728
9.9376129,5.5468931,14.188279
9.9435945,5.5363022,14.175906
9.9494993,5.5257874,14.163605
9.9553301,5.5153441,14.151371
9.9610894,5.5049685,14.139201
9.9667795,5.494657,14.12709
9.9697172,5.4893092,14.120803
9.971169,5.4866601,14.117688
9.9730676,5.4831896,14.113604
9.976134,5.4775696,14.106991
9.9792657,5.4718105,14.100213
9.9827437,5.4653917,14.092662
9.9866541,5.4581455,14.084141
9.9910898,5.4498878,14.07444
9.9960352,5.4406324,14.06358
10.001286,5.4307473,14.051999
10.006598,5.4206863,14.040232
10.011867,5.4106416,14.028506
10.017081,5.40064,14.016852
10.02224,5.3906779,14.005268
10.027347,5.3807524,13.99375
10.032403,5.3708613,13.982294
10.037408,5.3610036,13.970902
10.042362,5.3511784,13.95957
10.047267,5.3413854,13.9483
10.052123,5.331624,13.93709
10.056929,5.3218943,13.925941
10.061685,5.312196,13.914852
10.066392,5.3025292,13.903824
10.071051,5.2928936,13.892856
10.07566,5.2832894,13.881949
10.08022,5.2737164,13.871101
10.084732,5.2641746,13.860314
10.089195,5.254664,13.849587
10.09361,5.2451845,13.838919
10.097976,5.2357359,13.828312
10.102295,5.2263182,13.817764
10.106565,5.2169312,13.807276
10.110788,5.2075748,13.796846
10.114964,5.1982488,13.786476
10.119092,5.1889531,13.776164
10.123174,5.1796874,13.765911
10.127209,5.1704515,13.755715
10.131197,5.1612453,13.745577
10.13514,5.1520685,13.735497
10.139036,5.142921,13.725473
10.142888,5.1338023,13.715506
10.146694,5.1247125,13.705595
10.150455,5.115651,13.69574
10.154171,5.1066179,13.685941
10.157844,5.0976128,13.676196
10.161472,5.0886354,13.666506
10.163016,5.0847894,13.662362
10.164597,5.0808383,13.658109
10.166473,5.0761269,13.653045
10.168443,5.0711564,13.647711
10.170839,5.065074,13.641196
10.173355,5.0586488,13.634332
10.176172,5.0514022,13.626613
10.179304,5.0432806,13.617992
10.18268,5.0344504,13.608656
10.186156,5.0252688,13.59899
10.189647,5.0159587,13.589234
10.193129,5.0065776,13.579449
10.1966,4.9971297,13.56964
10.20006,4.9876137,13.559809
10.203508,4.9780292,13.549956
10.206944,4.9683759,13.540081
10.210367,4.9586543,13.530186
10.213775,4.948865,13.520273
10.217168,4.9390086,13.510343
10.220546,4.929086,13.5004
10.223906,4.919098,13.490443
10.227248,4.9090453,13.480476
10.230572,4.8989287,13.4705
10.233876,4.8887484,13.460517
10.23716,4.8785045,13.450527
10.240424,4.8681966,13.440532
10.243668,4.8578237,13.43053
10.246891,4.8473841,13.420523
10.250094,4.8368747,13.410507
10.253278,4.8262913,13.400481
10.256443,4.8156273,13.390438
10.259594,4.8048732,13.380372
10.262732,4.7940148,13.370271
10.265795,4.78327,13.360338
10.268769,4.7726976,13.350623
10.27167,4.7622461,13.341079
10.274505,4.7518985,13.331685
10.277275,4.7416526,13.32244
10.279985,4.7315034,13.313337
10.282636,4.7214457,13.304369
10.283986,4.7162725,13.299777
10.28524,4.7114413,13.295501
10.287029,4.7044933,13.289374
10.289002,4.696761,13.282587
10.29123,4.6879396,13.274885
10.293643,4.6782715,13.266493
10.295964,4.6688686,13.258382
10.298212,4.659653,13.250481
10.300409,4.6505468,13.24272
10.302558,4.6415417,13.235091
10.304662,4.6326316,13.227587
10.306724,4.6238082,13.220199
10.308746,4.6150649,13.212922
10.31073,4.6063962,13.205748
10.31268,4.5977974,13.198672
10.314595,4.5892645,13.191691
10.316479,4.5807938,13.1848
10.318333,4.5723823,13.177996
10.320157,4.5640273,13.171275
10.321954,4.5557264,13.164635
10.323725,4.5474775,13.158074
10.325469,4.5392785,13.151588
10.32719,4.5311279,13.145175
10.328887,4.5230241,13.138834
10.330562,4.5149657,13.132563
10.332215,4.5069514,13.12636
10.333847,4.4989801,13.120223
10.335459,4.4910506,13.114151
10.337053,4.4831621,13.108142
10.338627,4.4753136,13.102195
10.340184,4.4675043,13.096309
10.341724,4.4597335,13.090483
10.343248,4.4520003,13.084714
10.344756,4.4443043,13.079003
10.346248,4.4366446,13.073348
10.347726,4.4290208,13.067748
10.34919,4.4214322,13.062203
10.350641,4.4138784,13.05671
10.352079,4.4063589,13.051269
10.352554,4.4038691,13.049474
10.353004,4.4015016,13.047769
10.353392,4.399464,13.046304
10.353605,4.3983453,13.045501
10.353798,4.3973284,13.044771
10.354362,4.3943567,13.042639
10.354921,4.3914023,13.04052
10.355558,4.388034,13.038102
10.356277,4.3842208,13.03536
10.357109,4.3797992,13.03217
10.357903,4.3755634,13.0291
10.359208,4.3685757,13.024005
10.36063,4.3609306,13.018378
10.362005,4.3534973,13.012848
10.363372,4.3460677,13.007262
10.363884,4.3432779,13.005149
10.364379,4.340574,13.003092
10.365746,4.3330836,12.997349
10.366449,4.3292195,12.994361
10.36715,4.3253536,12.991354
10.368465,4.3180815,12.98565
10.369717,4.3111263,12.980133
10.370965,4.3041613,12.97455
10.372198,4.2972529,12.968952
10.373419,4.2903853,12.963327
10.374628,4.2835572,12.957676
10.375826,4.2767654,12.951994
10.377013,4.2700074,12.946281
10.378191,4.2632811,12.940534
10.379359,4.2565848,12.934753
10.380518,4.2499172,12.928936
10.381668,4.2432771,12.923081
10.382809,4.2366634,12.917189
10.383943,4.2300752,12.911258
10.385068,4.223512,12.905288
10.386185,4.216973,12.899278
10.387295,4.2104578,12.893226
10.388397,4.2039659,12.887134
10.389492,4.197497,12.881
10.39058,4.1910509,12.874824
10.391661,4.1846273,12.868605
10.392734,4.178226,12.862344
10.393801,4.1718469,12.856039
10.394861,4.1654899,12.849691
10.395915,4.1591549,12.8433
10.396961,4.1528419,12.836865
10.398001,4.1465509,12.830386
10.399035,4.1402819,12.823862
10.400062,4.1340349,12.817295
10.401082,4.12781,12.810684
10.402096,4.1216072,12.804028
10.402402,4.1197352,12.802006
10.402605,4.1184886,12.800656
10.402757,4.1175547,12.799643
10.402827,4.1171293,12.799181
10.402918,4.116567,12.798569
10.403251,4.1145244,12.796346
10.403577,4.1125182,12.794159
10.403936,4.1103121,12.791754
10.40433,4.1078957,12.789125
10.404767,4.1052132,12.786214
10.405259,4.1021941,12.782955
10.405825,4.0987307,12.779241
10.406496,4.0946316,12.774889
10.407361,4.0893611,12.769371
10.4082,4.0842706,12.764133
10.40907,4.0790224,12.758833
10.409895,4.0740622,12.753922
10.410702,4.0692355,12.749236
10.41108,4.0669841,12.747083
10.411428,4.0649181,12.745125
10.412269,4.0599409,12.740482
10.413032,4.0554437,12.736374
10.413793,4.0509924,12.732392
10.414545,4.0466125,12.728556
10.41529,4.0422961,12.724855
10.41603,4.0380378,12.721283
10.416765,4.0338325,12.717831
10.417495,4.0296758,12.714495
10.418222,4.0255639,12.711268
10.418946,4.0214935,12.708147
10.419668,4.0174617,12.705127
10.420388,4.0134657,12.702204
10.42104,4.0098632,12.69963
10.421765,4.0058865,12.696856
10.422481,4.0019867,12.694204
10.423197,3.9981108,12.691636
10.423912,3.9942619,12.689153
10.424628,3.9904382,12.686752
10.425343,3.9866384,12.684432
10.42606,3.9828613,12.682192
10.426776,3.9791058,12.680029
10.427494,3.975371,12.677943
10.428213,3.9716559,12.675932
10.428933,3.9679598,12.673995
10.429655,3.9642818,12.672131
10.430378,3.9606212,12.670339
10.431102,3.9569774,12.668618
10.431829,3.9533497,12.666967
10.432557,3.9497375,12.665385
10.433287,3.9461402,12.663872
10.43402,3.9425575,12.662427
10.434755,3.9389887,12.661049
10.435492,3.9354334,12.659738
10.436232,3.9318913,12.658493
10.436974,3.9283618,12.657313
10.437719,3.9248446,12.656199
10.438467,3.9213393,12.655149
