#.t	NH4	PO4	Q	CODt	CODs	TSS
#d	g/m3	g/m3	m3/h	g/m3	g/m3	g/m3
233.66517	73.08349609	8.029432685	0	0	0	0
233.66864	72.75390625	8.076283657	0	0	0	0
233.67212	73.47412109	8.123	0	0	0	0
233.67559	73.20963287	8.157979839	0	0	0	0
233.67906	73.46191406	8.192959677	0	0	0	0
233.68253	73.15673828	8.228040323	0	0	0	0
233.686	73.03466797	8.263020161	0	0	0	0
233.68948	73.16894531	8.298	0	0	0	0
233.69295	73.046875	8.295	0	0	0	0
233.69642	72.68066406	8.312862131	0	0	0	0
233.69989	73.19335938	8.330775738	0	0	0	0
233.70337	72.82714844	8.348637869	0	0	0	0
233.70684	72.69287109	8.3665	0	0	0	0
233.71031	72.94921875	8.384362131	0	0	0	0
233.71378	72.65625	8.402275738	0	0	0	0
233.71725	72.63183594	8.420137869	0	0	0	0
233.72073	72.43652344	8.438	0	0	0	0
233.7242	72.08251953	8.4725	0	0	0	0
233.72767	72.11914063	8.507	0	0	0	0
233.73114	72.02148438	8.588	0	0	0	0
233.73462	71.99707031	8.624	0	0	0	0
233.73809	71.59423828	8.6445	0	0	0	0
233.74156	71.58203125	8.665	0	0	0	0
233.74503	72.09472656	8.694	0	0	0	0
233.7485	71.484375	8.668	0	0	0	0
233.75198	71.50878906	8.654	0	0	0	0
233.75545	71.04492188	8.65	0	0	0	0
233.75892	70.97167969	8.646	0	0	0	0
233.76239	70.88623047	8.662535637	0	0	0	0
233.76587	70.41015625	8.679023758	0	0	0	0
233.76934	70.54850006	8.695511879	0	0	0	0
233.77281	70.55053711	8.712	0	0	0	0
233.77628	70.16601563	8.747401152	0	0	0	0
233.77975	70.14160156	8.782700576	0	0	0	0
233.78323	70.43457031	8.818	0	0	0	0
233.7867	70.33691406	8.807005281	0	0	0	0
233.79017	70.28808594	8.796010562	0	0	0	0
233.79364	70.28808594	8.784984157	0	0	0	0
233.79711	70.44271088	8.773989438	0	0	0	0
233.80059	70.60546875	8.762994719	0	0	0	0
233.80406	70.46508789	8.752	0	0	0	0
233.80753	70.34912109	8.738	0	0	0	0
233.811	70.28808594	8.74975	0	0	0	0
233.81448	70.38574219	8.7615	0	0	0	0
233.81795	70.3918457	8.77325	0	0	0	0
233.82142	70.35318756	8.785	0	0	0	0
233.82489	70.23925781	8.78700432	0	0	0	0
233.82836	70.19042969	8.78900288	0	0	0	0
233.83184	69.921875	8.79100144	0	0	0	0
233.83531	70.33691406	8.793	0	0	0	0
233.83878	70.33691406	8.818	0	0	0	0
233.84225	70.02767181	8.807	0	0	0	0
233.84573	69.97884369	8.8007545	0	0	0	0
233.8492	69.94628906	8.794508999	0	0	0	0
233.85267	70.09277344	8.788263499	0	0	0	0
233.85614	70.43457031	8.782	0	0	0	0
233.85961	70.28808594	8.741	0	0	0	0
233.86309	70.33691406	8.720015119	0	0	0	0
233.86656	70.43457031	8.699030238	0	0	0	0
233.87003	70.33691406	8.677984881	0	0	0	0
233.8735	70.43457031	8.657	0	0	0	0
233.87698	70.62988281	8.636015119	0	0	0	0
233.88045	70.82519531	8.615030238	0	0	0	0
233.88392	70.67871094	8.594045356	0	0	0	0
233.88739	70.72143555	8.573	0	0	0	0
233.89086	70.99609375	8.542	0	0	0	0
233.89434	71.58203125	8.511	0	0	0	0
233.89781	71.39485931	8.452	0	0	0	0
233.90128	71.33789063	8.427619962	0	0	0	0
233.90475	71.50878906	8.403309981	0	0	0	0
233.90823	71.80175781	8.379	0	0	0	0
233.9117	70.33691406	8.28	0	0	0	0
233.91517	70.3125	8.233283657	0	0	0	0
233.91864	70.3125	8.186432685	0	0	0	0
233.92211	70.33691406	8.139716343	0	0	0	0
233.92559	70.33691406	8.093	0	0	0	0
233.92906	69.60449219	8.023533365	0	0	0	0
233.93253	70.28808594	7.953866539	0	0	0	0
233.936	70.16601563	7.884399904	0	0	0	0
233.93948	70.60546875	7.814933269	0	0	0	0
233.94295	71.11816406	7.745466635	0	0	0	0
233.94642	71.66748047	7.676	0	0	0	0
233.94989	71.68782806	7.504	0	0	0	0
233.95336	72.13134766	7.438038018	0	0	0	0
233.95684	72.10693359	7.372076037	0	0	0	0
233.96031	72.4609375	7.306114055	0	0	0	0
233.96378	72.31445313	7.239961982	0	0	0	0
233.96725	72.41210938	7.174	0	0	0	0
233.97072	72.835289	7.159	0	0	0	0
233.9742	72.53417969	7.16449604	0	0	0	0
233.97767	72.69287109	7.169992081	0	0	0	0
233.98114	73.07128906	7.17550396	0	0	0	0
233.98461	73.07739258	7.181	0	0	0	0
233.98809	73.08349609	7.193566255	0	0	0	0
233.99156	72.97363281	7.20613251	0	0	0	0
233.99503	72.97363281	7.218734979	0	0	0	0
233.9985	73.21166992	7.231301235	0	0	0	0
234.00197	72.97363281	7.24386749	0	0	0	0
234.00545	73.07128906	7.256433745	0	0	0	0
234.00892	73.12011719	7.269	0	0	0	0
234.01239	73.07128906	7.184838772	0	0	0	0
234.01586	73.07128906	7.100919386	0	0	0	0
234.01934	73.19335938	7.017	0	0	0	0
234.02281	73.26660156	6.934618705	0	0	0	0
234.02628	73.49446869	6.852	0	0	0	0
234.02975	73.60839844	6.78903629	0	0	0	0
234.03322	73.85253906	6.726072581	0	0	0	0
234.0367	74.04785156	6.663108871	0	0	0	0
234.04017	74.43847656	6.600145161	0	0	0	0
234.04364	74.63378906	6.537	0	0	0	0
234.04711	74.73144531	6.438	0	0	0	0
234.05059	75.32958984	6.36240595	0	0	0	0
234.05406	75.65917969	6.2868119	0	0	0	0
234.05753	75.57983398	6.211	0	0	0	0
234.061	75.34179688	6.156	0	0	0	0
234.06447	75.85449219	6.042	0	0	0	0
234.06795	75.75683594	5.973	0	0	0	0
234.07142	75.64290619	5.878	0	0	0	0
234.07489	75.54931641	5.79236416	0	0	0	0
234.07836	75.29296875	5.7069744	0	0	0	0
234.08184	75.0162735	5.62158464	0	0	0	0
234.08531	74.95117188	5.53619488	0	0	0	0
234.08878	74.58496094	5.45055904	0	0	0	0
234.09225	74.4140625	5.36516928	0	0	0	0
234.09572	74.07226563	5.27977952	0	0	0	0
234.0992	73.99902344	5.19438976	0	0	0	0
234.10267	73.60839844	5.109	0	0	0	0
234.10614	73.53515625	5.060930935	0	0	0	0
234.10961	72.91259766	5.013	0	0	0	0
234.11309	72.78442383	4.966711132	0	0	0	0
234.11656	72.78646088	4.920422265	0	0	0	0
234.12003	72.35107422	4.874	0	0	0	0
234.1235	71.77734375	4.7955	0	0	0	0
234.12697	71.50878906	4.717	0	0	0	0
234.13045	71.41113281	4.678822005	0	0	0	0
234.13392	71.41113281	4.640644009	0	0	0	0
234.13739	70.75195313	4.602355991	0	0	0	0
234.14086	70.88012695	4.564177995	0	0	0	0
234.14433	70.82519531	4.526	0	0	0	0
234.14781	70.57291412	4.486057554	0	0	0	0
234.15128	70.92285156	4.446	0	0	0	0
234.15475	70.62988281	4.424	0	0	0	0
234.15822	70.84960938	4.402	0	0	0	0
234.1617	70.84960938	4.375615207	0	0	0	0
234.16517	70.78450775	4.349230415	0	0	0	0
234.16864	70.86588287	4.322769585	0	0	0	0
234.17211	70.92285156	4.296384793	0	0	0	0
234.17558	71.09375	4.27	0	0	0	0
234.17906	70.97167969	4.241416475	0	0	0	0
234.18253	71.41113281	4.212750576	0	0	0	0
234.186	71.36230469	4.184167051	0	0	0	0
234.18947	71.77734375	4.155583525	0	0	0	0
234.19295	71.41113281	4.127	0	0	0	0
234.19642	71.77734375	4.076	0	0	0	0
234.19989	71.66748047	4.072	0	0	0	0
234.20336	71.6796875	3.999	0	0	0	0
234.20683	71.70410156	4.01	0	0	0	0
234.21031	71.70410156	4.021	0	0	0	0
234.21378	71.70410156	4.021	0	0	0	0
234.21725	71.70410156	4.021	0	0	0	0
234.22072	71.70410156	4.021	0	0	0	0
234.2242	71.70410156	3.9165	0	0	0	0
234.22767	71.70410156	3.812	0	0	0	0
234.23114	71.70410156	3.772	0	0	0	0
234.23461	50.09765625	3.730779698	0	0	0	0
234.23808	50.48828125	3.689559395	0	0	0	0
234.24156	50.34179688	3.648339093	0	0	0	0
234.24503	50.12207031	3.607	0	0	0	0
234.2485	50.14648438	3.625	0	0	0	0
234.25197	50.14648438	3.5905	0	0	0	0
234.25545	50.12207031	3.556	0	0	0	0
234.25892	50.14648438	3.53	0	0	0	0
234.26239	47.82714844	3.523	0	0	0	0
234.26586	48.4375	3.55	0	0	0	0
234.26933	48.6328125	3.577	0	0	0	0
234.27281	48.73046875	3.604	0	0	0	0
234.27628	48.97460938	3.669	0	0	0	0
234.27975	48.87695313	3.7425	0	0	0	0
234.28322	49.0234375	3.816	0	0	0	0
234.2867	49.04785156	3.907	0	0	0	0
234.29017	49.36523438	3.930310941	0	0	0	0
234.29364	49.19433594	3.95368906	0	0	0	0
234.29711	49.48730469	3.977	0	0	0	0
234.30058	49.65820313	4.017	0	0	0	0
234.30406	49.75585938	4.05	0	0	0	0
234.30753	49.68261719	4.08	0	0	0	0
234.311	49.609375	4.039	0	0	0	0
234.31447	49.8046875	4.054	0	0	0	0
234.31794	49.97558594	4.043	0	0	0	0
234.32142	49.95930862	4.057479137	0	0	0	0
234.32489	50.07324219	4.072	0	0	0	0
234.32836	50.1953125	4.079853909	0	0	0	0
234.33183	50.53710938	4.087707819	0	0	0	0
234.33531	50.31738281	4.095561728	0	0	0	0
234.33878	50.5859375	4.103438272	0	0	0	0
234.34225	50.56152344	4.111292181	0	0	0	0
234.34572	50.61035156	4.119146091	0	0	0	0
234.34919	50.41503906	4.127	0	0	0	0
234.35267	50.26855469	4.12150396	0	0	0	0
234.35614	50.56152344	4.115992081	0	0	0	0
234.35961	50.56152344	4.11049604	0	0	0	0
234.36308	50.24414063	4.105	0	0	0	0
234.36656	50.12207031	4.109	0	0	0	0
234.37003	50.34179688	4.094	0	0	0	0
234.3735	50.21972656	4.138	0	0	0	0
234.37697	49.90234375	4.105	0	0	0	0
234.38044	49.97558594	4.091	0	0	0	0
234.38392	49.92675781	4.081513669	0	0	0	0
234.38739	49.90234375	4.072	0	0	0	0
234.39086	49.609375	4.086666667	0	0	0	0
234.39433	49.48730469	4.101333333	0	0	0	0
234.39781	49.609375	4.116	0	0	0	0
234.40128	49.29199219	4.109	0	0	0	0
234.40475	49.07226563	4.124666667	0	0	0	0
234.40822	48.87695313	4.140333333	0	0	0	0
234.41169	48.70605469	4.156	0	0	0	0
234.41517	48.46191406	4.188952518	0	0	0	0
234.41864	48.14453125	4.222	0	0	0	0
234.42211	47.77832031	4.2165	0	0	0	0
234.42558	47.4609375	4.211	0	0	0	0
234.42906	46.94824219	4.197	0	0	0	0
234.43253	46.92382813	4.19424406	0	0	0	0
234.436	46.6796875	4.19149604	0	0	0	0
234.43947	46.60644531	4.18874802	0	0	0	0
234.44294	46.31347656	4.186	0	0	0	0
234.44642	46.33789063	4.166028777	0	0	0	0
234.44989	46.06933594	4.146	0	0	0	0
234.45336	46.19140625	4.14400144	0	0	0	0
234.45683	46.04492188	4.14200288	0	0	0	0
234.46031	46.02050781	4.14000432	0	0	0	0
234.46378	46.00830078	4.138	0	0	0	0
234.46725	46.19140625	4.138	0	0	0	0
234.47072	46.02050781	4.149	0	0	0	0
234.47419	46.06933594	4.16	0	0	0	0
234.47767	46.31347656	4.167	0	0	0	0
234.48114	46.26464844	4.197	0	0	0	0
234.48461	46.41113281	4.197	0	0	0	0
234.48808	46.43554688	4.207989443	0	0	0	0
234.49155	46.65527344	4.218978887	0	0	0	0
234.49503	46.63085938	4.23	0	0	0	0
234.4985	46.65527344	4.263	0	0	0	0
234.50197	46.94824219	4.384	0	0	0	0
234.50544	47.11914063	4.6	0	0	0	0
234.50892	47.41210938	4.918	0	0	0	0
234.51239	47.50976563	5.133412668	0	0	0	0
234.51586	47.80273438	5.348206334	0	0	0	0
234.51933	47.87597656	5.563	0	0	0	0
234.5228	48.02246094	5.724	0	0	0	0
234.52628	47.97363281	5.874	0	0	0	0
234.52975	48.38867188	6.173	0	0	0	0
234.53322	48.48632813	6.472	0	0	0	0
234.53669	48.60839844	6.771	0	0	0	0
234.54017	48.6328125	7.273	0	0	0	0
234.54364	48.87695313	7.701	0	0	0	0
234.54711	49.16992188	7.91	0	0	0	0
234.55058	49.34082031	8.126	0	0	0	0
234.55405	49.14550781	8.423	0	0	0	0
234.55753	49.43847656	8.605850288	0	0	0	0
234.561	49.4140625	8.788175144	0	0	0	0
234.56447	49.53613281	8.9705	0	0	0	0
234.56794	49.68261719	9.152824856	0	0	0	0
234.57142	49.73144531	9.335149712	0	0	0	0
234.57489	49.70703125	9.518	0	0	0	0
234.57836	49.8046875	9.589198704	0	0	0	0
234.58183	49.8046875	9.660397408	0	0	0	0
234.5853	49.8046875	9.731596112	0	0	0	0
234.58878	49.82910156	9.803	0	0	0	0
234.59225	49.82910156	9.803	0	0	0	0
234.59572	48.80371094	9.803	0	0	0	0
234.59919	49.46289063	9.80574802	0	0	0	0
234.60267	49.95117188	9.80849604	0	0	0	0
234.60614	50.17089844	9.81125198	0	0	0	0
234.60961	50.68359375	9.814	0	0	0	0
234.61308	50.75683594	9.833	0	0	0	0
234.61655	50.90332031	9.829	0	0	0	0
234.62003	51.14746094	9.804619962	0	0	0	0
234.6235	51.39160156	9.780309981	0	0	0	0
234.62697	51.26953125	9.756	0	0	0	0
234.63044	51.46484375	9.606	0	0	0	0
234.63392	51.63574219	9.503	0	0	0	0
234.63739	51.63574219	9.445	0	0	0	0
234.64086	51.51367188	9.283	0	0	0	0
234.64433	51.53808594	9.272	0	0	0	0
234.6478	51.34277344	9.21	0	0	0	0
234.65128	51.19628906	9.141	0	0	0	0
234.65475	51.12304688	9.126	0	0	0	0
234.65822	50.87890625	9.111	0	0	0	0
234.66169	50.5859375	9.13	0	0	0	0
234.66516	50.34179688	9.123672745	0	0	0	0
234.66864	50.34179688	9.117327255	0	0	0	0
234.67211	49.609375	9.111	0	0	0	0
234.67558	49.609375	9.082	0	0	0	0
234.67905	49.56054688	9.092993664	0	0	0	0
234.68253	49.36523438	9.104019009	0	0	0	0
234.686	49.19433594	9.115012673	0	0	0	0
234.68947	49.31640625	9.126006336	0	0	0	0
234.69294	49.51171875	9.137	0	0	0	0
234.69641	49.48730469	9.056	0	0	0	0
234.69989	49.38964844	9.005	0	0	0	0
234.70336	49.56054688	8.969	0	0	0	0
234.70683	49.63378906	8.899	0	0	0	0
234.7103	49.46289063	8.877	0	0	0	0
234.71378	49.90234375	8.877	0	0	0	0
234.71725	50.17089844	8.877	0	0	0	0
234.72072	50.21972656	8.877	0	0	0	0
234.72419	50.390625	8.822039597	0	0	0	0
234.72766	50.17089844	8.767079194	0	0	0	0
234.73114	50.390625	8.711960403	0	0	0	0
234.73461	50.1953125	8.657	0	0	0	0
234.73808	50.31738281	8.602	0	0	0	0
234.74155	50.1953125	8.521615827	0	0	0	0
234.74503	50.07324219	8.441	0	0	0	0
234.7485	50.1953125	8.302	0	0	0	0
234.75197	50.1953125	8.219684305	0	0	0	0
234.75544	50.26855469	8.137368611	0	0	0	0
234.75891	50.34179688	8.055052916	0	0	0	0
234.76239	50.46386719	7.9725	0	0	0	0
234.76586	50.43945313	7.890184305	0	0	0	0
234.76933	50.61035156	7.807868611	0	0	0	0
234.7728	50.63476563	7.725552916	0	0	0	0
234.77628	51.39160156	7.643	0	0	0	0
234.77975	51.3671875	7.573	0	0	0	0
234.78322	51.83105469	7.516290857	0	0	0	0
234.78669	52.1484375	7.459581713	0	0	0	0
234.79016	52.1484375	7.40287257	0	0	0	0
234.79364	52.5390625	7.346	0	0	0	0
234.79711	52.51464844	7.354	0	0	0	0
234.80058	52.83203125	7.33	0	0	0	0
234.80405	52.95410156	7.306	0	0	0	0
234.80753	53.125	7.300488121	0	0	0	0
234.811	53.22265625	7.294992081	0	0	0	0
234.81447	53.46679688	7.28949604	0	0	0	0
234.81794	53.49121094	7.284	0	0	0	0
234.82141	53.39355469	7.232574101	0	0	0	0
234.82489	53.56445313	7.181	0	0	0	0
234.82836	53.44238281	7.13	0	0	0	0
234.83183	53.66210938	7.064	0	0	0	0
234.8353	53.22265625	6.998	0	0	0	0
234.83877	53.125	6.885	0	0	0	0
234.84225	52.97851563	6.815	0	0	0	0
234.84572	52.88085938	6.736870859	0	0	0	0
234.84919	52.95410156	6.658741719	0	0	0	0
234.85266	52.70996094	6.580612578	0	0	0	0
234.85614	53.24707031	6.502258281	0	0	0	0
234.85961	52.80761719	6.424129141	0	0	0	0
234.86308	52.78320313	6.346	0	0	0	0
234.86655	52.44140625	6.237770633	0	0	0	0
234.87002	52.39257813	6.129229367	0	0	0	0
234.8735	52.12402344	6.021	0	0	0	0
234.87697	52.22167969	5.951	0	0	0	0
234.88044	52.19726563	5.8643888	0	0	0	0
234.88391	51.87988281	5.7777776	0	0	0	0
234.88739	51.97753906	5.6909168	0	0	0	0
234.89086	51.70898438	5.6043056	0	0	0	0
234.89433	51.68457031	5.5176944	0	0	0	0
234.8978	51.87988281	5.4310832	0	0	0	0
234.90127	51.5625	5.3442224	0	0	0	0
234.90475	51.68457031	5.2576112	0	0	0	0
234.90822	51.53808594	5.171	0	0	0	0
234.91169	51.68457031	5.116	0	0	0	0
234.91516	51.68457031	5.06418552	0	0	0	0
234.91864	51.68457031	5.012221719	0	0	0	0
234.92211	51.68457031	4.96040724	0	0	0	0
234.92558	51.68457031	4.90859276	0	0	0	0
234.92905	49.82910156	4.856778281	0	0	0	0
234.93252	50.07324219	4.80481448	0	0	0	0
234.936	50.80566406	4.753	0	0	0	0
234.93947	51.19628906	4.7075	0	0	0	0
234.94294	51.09863281	4.662	0	0	0	0
234.94641	51.12304688	4.609383877	0	0	0	0
234.94989	51.41601563	4.556616123	0	0	0	0
234.95336	51.85546875	4.504	0	0	0	0
234.95683	51.7578125	4.465037428	0	0	0	0
234.9603	51.73339844	4.426074856	0	0	0	0
234.96377	51.953125	4.387	0	0	0	0
234.96725	52.00195313	4.358	0	0	0	0
234.97072	52.07519531	4.329	0	0	0	0
234.97419	51.83105469	4.299694818	0	0	0	0
234.97766	52.02636719	4.270389635	0	0	0	0
234.98114	51.92871094	4.241	0	0	0	0
234.98461	52.07519531	4.146	0	0	0	0
234.98808	51.92871094	4.1385	0	0	0	0
234.99155	51.953125	4.131	0	0	0	0
234.99502	52.02636719	4.094447482	0	0	0	0
234.9985	51.83105469	4.058	0	0	0	0
235.00197	51.89208984	4.014	0	0	0	0
235.00544	51.7578125	4.047	0	0	0	0
235.00891	51.68457031	4.058	0	0	0	0
235.01238	51.46484375	4.038766839	0	0	0	0
235.01586	51.39160156	4.019588946	0	0	0	0
235.01933	51.22070313	4.000411054	0	0	0	0
235.0228	51.46484375	3.981233161	0	0	0	0
235.02627	51.39160156	3.962	0	0	0	0
235.02975	51.29394531	3.94025	0	0	0	0
235.03322	51.26953125	3.9185	0	0	0	0
235.03669	51.3671875	3.89675	0	0	0	0
235.04016	51.12304688	3.875	0	0	0	0
235.04363	51.09863281	3.864	0	0	0	0
235.04711	51.12304688	3.848608871	0	0	0	0
235.05058	51.00097656	3.833217742	0	0	0	0
235.05405	50.9765625	3.817826613	0	0	0	0
235.05752	50.85449219	3.802391129	0	0	0	0
235.061	51.04980469	3.787	0	0	0	0
235.06447	50.90332031	3.809	0	0	0	0
235.06794	50.95214844	3.831	0	0	0	0
235.07141	50.78125	3.944	0	0	0	0
235.07488	50.80566406	4.035631655	0	0	0	0
235.07836	50.61035156	4.127	0	0	0	0
235.08183	50.53710938	4.16577765	0	0	0	0
235.0853	50.51269531	4.2045553	0	0	0	0
235.08877	50.47607422	4.2434447	0	0	0	0
235.09225	50.34179688	4.28222235	0	0	0	0
235.09572	49.97558594	4.321	0	0	0	0
235.09919	50.31738281	4.294015553	0	0	0	0
235.10266	49.87792969	4.267031106	0	0	0	0
235.10613	50.5859375	4.239968894	0	0	0	0
235.10961	49.97558594	4.212984447	0	0	0	0
235.11308	49.75585938	4.186	0	0	0	0
235.11655	50.09765625	4.182	0	0	0	0
235.12002	50.08544922	4.131	0	0	0	0
235.1235	49.78027344	4.103	0	0	0	0
235.12697	49.68261719	4.075	0	0	0	0
235.13044	49.92675781	4.047	0	0	0	0
235.13391	49.95117188	4.102	0	0	0	0
235.13738	50.14648438	4.068928726	0	0	0	0
235.14086	49.90234375	4.035952484	0	0	0	0
235.14433	50.12207031	4.002976242	0	0	0	0
235.1478	50.14648438	3.97	0	0	0	0
235.15127	50.68359375	3.97	0	0	0	0
235.15475	50.63476563	3.951	0	0	0	0
235.15822	50.90332031	3.919333333	0	0	0	0
235.16169	50.83007813	3.887666667	0	0	0	0
235.16516	51.14746094	3.856	0	0	0	0
235.16863	50.90332031	3.86	0	0	0	0
235.17211	50.95214844	3.845	0	0	0	0
235.17558	51.00097656	3.825763859	0	0	0	0
235.17905	50.87890625	3.806527718	0	0	0	0
235.18252	50.73242188	3.787236141	0	0	0	0
235.18599	50.56152344	3.768	0	0	0	0
235.18947	50.56152344	3.7445	0	0	0	0
235.19294	50.61035156	3.721	0	0	0	0
235.19641	50.56152344	3.699812212	0	0	0	0
235.19988	50.29296875	3.678563364	0	0	0	0
235.20336	50.31738281	3.657375576	0	0	0	0
235.20683	50.29296875	3.636187788	0	0	0	0
235.2103	50.31738281	3.615	0	0	0	0
235.21377	50.31738281	3.612997122	0	0	0	0
235.21724	50.31738281	3.611	0	0	0	0
235.22072	50.29296875	3.593	0	0	0	0
235.22419	50.31738281	3.545	0	0	0	0
235.22766	50.30924606	3.486	0	0	0	0
235.23113	50.29296875	3.483	0	0	0	0
235.23461	50.24414063	3.486	0	0	0	0
235.23808	49.90234375	3.472	0	0	0	0
235.24155	49.97558594	3.446	0	0	0	0
235.24502	49.8046875	3.417	0	0	0	0
235.24849	49.81689453	3.424	0	0	0	0
235.25197	49.78027344	3.417	0	0	0	0
235.25544	49.78027344	3.362	0	0	0	0
235.25891	49.78027344	3.351	0	0	0	0
235.26238	49.78027344	3.347	0	0	0	0
235.26586	47.8515625	3.336	0	0	0	0
235.26933	48.41308594	3.354	0	0	0	0
235.2728	48.53515625	3.336	0	0	0	0
235.27627	48.73046875	3.323482014	0	0	0	0
235.27974	48.75488281	3.311	0	0	0	0
235.28322	48.828125	3.314	0	0	0	0
235.28669	48.67553711	3.3125	0	0	0	0
235.29016	48.64094925	3.311	0	0	0	0
235.29363	48.67553711	3.278	0	0	0	0
235.29711	48.66943359	3.289	0	0	0	0
235.30058	48.67553711	3.311	0	0	0	0
235.30405	48.69384766	3.311	0	0	0	0
235.30752	48.80371094	3.3	0	0	0	0
235.31099	48.80371094	3.311	0	0	0	0
235.31447	48.88305664	3.3	0	0	0	0
235.31794	48.90136719	3.285	0	0	0	0
235.32141	48.86474609	3.329	0	0	0	0
235.32488	48.80371094	3.34	0	0	0	0
235.32836	48.828125	3.351	0	0	0	0
235.33183	48.80371094	3.38	0	0	0	0
235.3353	48.828125	3.395	0	0	0	0
235.33877	48.95019531	3.40401295	0	0	0	0
235.34224	49.07226563	3.413	0	0	0	0
235.34572	48.99902344	3.376	0	0	0	0
235.34919	48.97460938	3.376	0	0	0	0
235.35266	48.74267578	3.428	0	0	0	0
235.35613	48.85253906	3.442	0	0	0	0
235.3596	48.97460938	3.464	0	0	0	0
235.36308	49.16992188	3.431	0	0	0	0
235.36655	49.19433594	3.464	0	0	0	0
235.37002	49.09667969	3.552	0	0	0	0
235.37349	49.30419922	3.596	0	0	0	0
235.37697	49.53613281	3.636	0	0	0	0
235.38044	49.46289063	3.688	0	0	0	0
235.38391	49.07226563	3.732	0	0	0	0
235.38738	48.73046875	3.787	0	0	0	0
235.39085	48.60839844	3.838	0	0	0	0
235.39433	48.95629883	3.856	0	0	0	0
235.3978	48.52905273	3.9	0	0	0	0
235.40127	48.58398438	3.937	0	0	0	0
235.40474	48.84033203	3.966	0	0	0	0
235.40822	48.95019531	3.995	0	0	0	0
235.41169	49.07836914	3.97	0	0	0	0
235.41516	48.72436523	3.995	0	0	0	0
235.41863	48.80371094	4.017	0	0	0	0
235.4221	48.90136719	4.039	0	0	0	0
235.42558	48.66943359	4.072	0	0	0	0
235.42905	48.79150391	4.072	0	0	0	0
235.43252	48.92578125	4.036	0	0	0	0
235.43599	48.73046875	4.003	0	0	0	0
235.43947	48.80371094	3.962	0	0	0	0
235.44294	48.70605469	3.97	0	0	0	0
235.44641	48.73657227	3.929558273	0	0	0	0
235.44988	48.60026169	3.889	0	0	0	0
235.45335	48.54736328	3.732	0	0	0	0
235.45683	48.52294922	3.691	0	0	0	0
235.4603	48.47005081	3.604	0	0	0	0
235.46377	48.53515625	3.571	0	0	0	0
235.46724	48.2421875	3.589	0	0	0	0
235.47072	47.94921875	3.5265	0	0	0	0
235.47419	47.87597656	3.464	0	0	0	0
235.47766	47.36328125	3.428	0	0	0	0
235.48113	47.31445313	3.439	0	0	0	0
235.4846	47.31445313	3.505	0	0	0	0
235.48808	47.24121094	3.4315	0	0	0	0
235.49155	46.70410156	3.358	0	0	0	0
235.49502	45.4284668	3.322	0	0	0	0
235.49849	45.23925781	3.384	0	0	0	0
235.50197	45.32877731	3.424	0	0	0	0
235.50544	45.58105469	3.439	0	0	0	0
235.50891	45.65429688	3.457	0	0	0	0
235.51238	45.06835938	3.38	0	0	0	0
235.51585	44.28710938	3.362	0	0	0	0
235.51933	44.64111328	3.413	0	0	0	0
235.5228	45.23925781	3.307	0	0	0	0
235.52627	44.91577148	3.344	0	0	0	0
235.52974	44.75097656	3.391	0	0	0	0
235.53321	43.40820313	3.336	0	0	0	0
235.53669	44.52311325	3.322	0	0	0	0
235.54016	44.95442581	3.362	0	0	0	0
235.54363	44.97070313	3.296	0	0	0	0
235.5471	44.97070313	3.303	0	0	0	0
235.55058	44.921875	3.376	0	0	0	0
235.55405	44.6105957	3.376	0	0	0	0
235.55752	44.79980469	3.369	0	0	0	0
235.56099	44.53125	3.409	0	0	0	0
235.56446	44.21386719	3.4035	0	0	0	0
235.56794	44.67773438	3.398	0	0	0	0
235.57141	44.58007813	3.486	0	0	0	0
235.57488	44.21386719	3.512	0	0	0	0
235.57835	44.85473633	3.556	0	0	0	0
235.58183	44.97070313	3.607	0	0	0	0
235.5853	44.97070313	3.728	0	0	0	0
235.58877	44.97070313	3.691	0	0	0	0
235.59224	44.97070313	3.662	0	0	0	0
235.59571	44.97070313	3.651	0	0	0	0
235.59919	44.06738281	3.64	0	0	0	0
235.60266	44.62890625	3.677	0	0	0	0
235.60613	45.09277344	3.688	0	0	0	0
235.6096	45.28808594	3.669	0	0	0	0
235.61308	45.58105469	3.655	0	0	0	0
235.61655	46.02050781	3.666	0	0	0	0
235.62002	46.3684082	3.644	0	0	0	0
235.62349	46.484375	3.666	0	0	0	0
235.62696	46.63085938	3.647	0	0	0	0
235.63044	46.41113281	3.666	0	0	0	0
235.63391	46.31347656	3.68	0	0	0	0
235.63738	46.29516602	3.689513669	0	0	0	0
235.64085	46.24023438	3.699	0	0	0	0
235.64433	46.31347656	3.713	0	0	0	0
235.6478	46.27278519	3.702015827	0	0	0	0
235.65127	46.26464844	3.691	0	0	0	0
235.65474	46.11002731	3.713	0	0	0	0
235.65821	46.04492188	3.699	0	0	0	0
235.66169	45.987957	3.721	0	0	0	0
235.66516	45.94726563	3.673	0	0	0	0
235.66863	46.11816406	3.746	0	0	0	0
235.6721	46.19140625	3.706	0	0	0	0
235.67558	46.16699219	3.735	0	0	0	0
235.67905	46.04492188	3.798	0	0	0	0
235.68252	45.93912888	3.823	0	0	0	0
235.68599	45.97167969	3.834	0	0	0	0
235.68946	45.99609375	3.779	0	0	0	0
235.69294	45.93505859	3.853	0	0	0	0
235.69641	45.90657425	3.86	0	0	0	0
235.69988	45.8984375	3.849	0	0	0	0
