#.t	NH4	PO4	Q	CODt	CODs	TSS
#d	g/m3	g/m3	m3/h	g/m3	g/m3	g/m3
227.3423	50.21829044	6.387973192	0	0	0	0
227.34577	50.25706572	6.360844363	0	0	0	0
227.34924	50.29584099	6.333718549	0	0	0	0
227.35271	50.33461627	6.306595299	0	0	0	0
227.35618	50.37339154	6.279474132	0	0	0	0
227.35966	50.41216682	6.252354542	0	0	0	0
227.36313	50.45094209	6.225236009	0	0	0	0
227.3666	50.48971737	6.198118004	0	0	0	0
227.37007	50.52849265	6.171	0	0	0	0
227.37354	50.56726792	6.229	0	0	0	0
227.37702	50.6060432	6.244	0	0	0	0
227.38049	50.64481847	6.292	0	0	0	0
227.38396	50.68359375	6.335	0	0	0	0
227.38743	54.30297852	6.394	0	0	0	0
227.39091	55.6640625	6.385	0	0	0	0
227.39438	57.38525391	6.376	0	0	0	0
227.39785	57.03125	6.357	0	0	0	0
227.40132	59.765625	6.328	0	0	0	0
227.40479	59.25292969	6.324	0	0	0	0
227.40827	58.47167969	6.302	0	0	0	0
227.41174	61.14094925	6.244	0	0	0	0
227.41521	63.30566406	6.226	0	0	0	0
227.41868	60.98022461	6.229	0	0	0	0
227.42216	60.47363281	6.215	0	0	0	0
227.42563	61.60481644	6.244	0	0	0	0
227.4291	63.62304688	6.229	0	0	0	0
227.43257	62.59765625	6.233	0	0	0	0
227.43604	62.81738281	6.211	0	0	0	0
227.43952	60.88053513	6.222	0	0	0	0
227.44299	60.14404297	6.193	0	0	0	0
227.44646	63.54980469	6.207	0	0	0	0
227.44993	62.86621094	6.16	0	0	0	0
227.45341	63.28125	6.141	0	0	0	0
227.45688	61.15722656	6.138	0	0	0	0
227.46035	62.98828125	6.13	0	0	0	0
227.46382	60.60791016	6.138	0	0	0	0
227.46729	60.28442383	6.145	0	0	0	0
227.47077	62.76041794	6.123	0	0	0	0
227.47424	62.35351563	6.145	0	0	0	0
227.47771	63.15917969	6.156	0	0	0	0
227.48118	61.25488281	6.134	0	0	0	0
227.48466	60.83984375	6.204	0	0	0	0
227.48813	63.72070313	6.24	0	0	0	0
227.4916	62.14599609	6.365	0	0	0	0
227.49507	61.58854294	6.526	0	0	0	0
227.49854	61.62109375	6.815	0	0	0	0
227.50202	60.96191406	7.247	0	0	0	0
227.50549	61.40136719	7.687	0	0	0	0
227.50896	61.98730469	8.053	0	0	0	0
227.51243	64.08691406	8.452	0	0	0	0
227.51591	64.39208984	8.877	0	0	0	0
227.51938	63.98925781	9.276	0	0	0	0
227.52285	66.08886719	9.825	0	0	0	0
227.52632	64.62402344	10.367	0	0	0	0
227.52979	65.44189453	10.785	0	0	0	0
227.53327	64.33105469	11.4	0	0	0	0
227.53674	64.11132813	11.829	0	0	0	0
227.54021	64.65454102	12.118	0	0	0	0
227.54368	62.08496094	12.36	0	0	0	0
227.54715	64.14794922	12.645	0	0	0	0
227.55063	66.015625	12.744	0	0	0	0
227.5541	65.52734375	12.894	0	0	0	0
227.55757	65.84472656	13.077	0	0	0	0
227.56104	65.28320313	13.114	0	0	0	0
227.56452	65.20996094	13.231	0	0	0	0
227.56799	69.50683594	13.323	0	0	0	0
227.57146	67.9524765	13.334	0	0	0	0
227.57493	66.40625	13.414	0	0	0	0
227.5784	63.11035156	13.568	0	0	0	0
227.58188	64.68099213	13.641	0	0	0	0
227.58535	63.61083984	13.744	0	0	0	0
227.58882	63.62304688	13.978	0	0	0	0
227.59229	63.64746094	13.839	0	0	0	0
227.59577	63.61491013	13.85	0	0	0	0
227.59924	65.40527344	13.671	0	0	0	0
227.60271	65.4296875	13.824	0	0	0	0
227.60618	68.82324219	13.96	0	0	0	0
227.60965	68.37158203	13.868	0	0	0	0
227.61313	67.04101563	13.909	0	0	0	0
227.6166	67.45605469	13.759	0	0	0	0
227.62007	64.79492188	13.568	0	0	0	0
227.62354	64.74609375	13.656	0	0	0	0
227.62702	64.59960938	13.473	0	0	0	0
227.63049	62.97607422	13.524	0	0	0	0
227.63396	62.82958984	13.429	0	0	0	0
227.63743	64.53857422	13.477	0	0	0	0
227.6409	65.69824219	13.385	0	0	0	0
227.64438	63.8671875	13.3775	0	0	0	0
227.64785	62.91503906	13.37	0	0	0	0
227.65132	61.07788086	13.396	0	0	0	0
227.65479	57.27539063	13.414	0	0	0	0
227.65827	61.88964844	13.282	0	0	0	0
227.66174	62.84179688	13.202	0	0	0	0
227.66521	63.79394531	13.158	0	0	0	0
227.66868	65.20996094	13.235	0	0	0	0
227.67215	65.01464844	13.118	0	0	0	0
227.67563	67.26074219	13.147	0	0	0	0
227.6791	70.72753906	12.916	0	0	0	0
227.68257	69.87304688	12.993	0	0	0	0
227.68604	70.98388672	12.836	0	0	0	0
227.68952	73.33984375	12.803	0	0	0	0
227.69299	67.90161133	12.762	0	0	0	0
227.69646	61.01074219	12.777	0	0	0	0
227.69993	59.39941406	12.777	0	0	0	0
227.7034	60.96191406	12.667	0	0	0	0
227.70688	61.45019531	12.675	0	0	0	0
227.71035	61.45019531	12.671	0	0	0	0
227.71382	62.25585938	12.671	0	0	0	0
227.71729	59.55200195	12.673	0	0	0	0
227.72076	60.88867188	12.675	0	0	0	0
227.72424	58.74837112	12.5665	0	0	0	0
227.72771	57.36083984	12.458	0	0	0	0
227.73118	59.32617188	12.41892514	0	0	0	0
227.73465	60.25390625	12.37996257	0	0	0	0
227.73813	58.203125	12.341	0	0	0	0
227.7416	58.76464844	12.29	0	0	0	0
227.74507	61.69433594	12.21558963	0	0	0	0
227.74854	59.49707031	12.14139309	0	0	0	0
227.75201	59.00878906	12.06719654	0	0	0	0
227.75549	58.82568359	11.993	0	0	0	0
227.75896	60.441082	11.97302878	0	0	0	0
227.76243	61.15722656	11.953	0	0	0	0
227.7659	58.40657425	11.897	0	0	0	0
227.76938	57.10449219	11.841	0	0	0	0
227.77285	58.32519531	11.785	0	0	0	0
227.77632	56.90917969	11.76647338	0	0	0	0
227.77979	57.92236328	11.748	0	0	0	0
227.78326	56.95800781	11.61366667	0	0	0	0
227.78674	57.34863281	11.47933333	0	0	0	0
227.79021	57.47070313	11.345	0	0	0	0
227.79368	56.66503906	11.3139554	0	0	0	0
227.79715	58.08105469	11.283	0	0	0	0
227.80063	58.76464844	11.188	0	0	0	0
227.8041	58.04443359	11.08585887	0	0	0	0
227.80757	59.10644531	10.98342339	0	0	0	0
227.81104	59.74121094	10.88128226	0	0	0	0
227.81451	57.00683594	10.77914113	0	0	0	0
227.81799	57.98339844	10.677	0	0	0	0
227.82146	58.49609375	10.57485887	0	0	0	0
227.82493	59.27734375	10.47242339	0	0	0	0
227.8284	58.52050781	10.37028226	0	0	0	0
227.83188	56.68945313	10.26814113	0	0	0	0
227.83535	57.83691406	10.166	0	0	0	0
227.83882	59.98535156	10.03641843	0	0	0	0
227.84229	56.92749023	9.907209213	0	0	0	0
227.84576	56.32324219	9.778	0	0	0	0
227.84924	58.61816406	9.64856217	0	0	0	0
227.85271	58.8948555	9.51912434	0	0	0	0
227.85618	57.66601563	9.38931349	0	0	0	0
227.85965	57.37304688	9.25987566	0	0	0	0
227.86313	59.83886719	9.13043783	0	0	0	0
227.8666	60.91308594	9.001	0	0	0	0
227.87007	58.21126175	8.914876259	0	0	0	0
227.87354	58.23974609	8.829	0	0	0	0
227.87701	58.76464844	8.771	0	0	0	0
227.88049	58.64257813	8.694403771	0	0	0	0
227.88396	58.57747269	8.617807541	0	0	0	0
227.88743	57.39746094	8.540990573	0	0	0	0
227.8909	60.77880859	8.464394344	0	0	0	0
227.89437	61.59667969	8.387798115	0	0	0	0
227.89785	58.25195313	8.311201885	0	0	0	0
227.90132	57.51953125	8.234384918	0	0	0	0
227.90479	59.05761719	8.157788688	0	0	0	0
227.90826	58.95996094	8.081192459	0	0	0	0
227.91174	60.98632813	8.004596229	0	0	0	0
227.91521	58.41674805	7.928	0	0	0	0
227.91868	58.42285156	7.874	0	0	0	0
227.92215	58.42285156	7.85523424	0	0	0	0
227.92562	58.3984375	7.83646848	0	0	0	0
227.9291	58.80126953	7.81770272	0	0	0	0
227.93257	60.9375	7.79888288	0	0	0	0
227.93604	61.15722656	7.78011712	0	0	0	0
227.93951	60.10742188	7.76135136	0	0	0	0
227.94299	60.57128906	7.7425856	0	0	0	0
227.94646	61.38916016	7.72381984	0	0	0	0
227.94993	61.2386055	7.705	0	0	0	0
227.9534	60.55501175	7.679632255	0	0	0	0
227.95687	59.93652344	7.65426451	0	0	0	0
227.96035	61.98730469	7.628896766	0	0	0	0
227.96382	61.5234375	7.603455915	0	0	0	0
227.96729	61.30371094	7.57808817	0	0	0	0
227.97076	63.96484375	7.552720425	0	0	0	0
227.97424	61.58447266	7.527352681	0	0	0	0
227.97771	61.51123047	7.501984936	0	0	0	0
227.98118	60.94563675	7.476544085	0	0	0	0
227.98465	63.50097656	7.45117634	0	0	0	0
227.98812	61.76757813	7.425808595	0	0	0	0
227.9916	62.31282425	7.400440851	0	0	0	0
227.99507	65.65551758	7.375	0	0	0	0
227.99854	65.28320313	7.368541325	0	0	0	0
228.00201	64.57519531	7.36208265	0	0	0	0
228.00549	65.75927734	7.355623975	0	0	0	0
228.00896	66.28417969	7.3491653	0	0	0	0
228.01243	66.25976563	7.342688012	0	0	0	0
228.0159	66.61376953	7.336229337	0	0	0	0
228.01937	67.56591797	7.329770663	0	0	0	0
228.02285	66.80297852	7.323311988	0	0	0	0
228.02632	66.69921875	7.3168347	0	0	0	0
228.02979	66.69921875	7.310376025	0	0	0	0
228.03326	66.39810944	7.30391735	0	0	0	0
228.03674	67.23632813	7.297458675	0	0	0	0
228.04021	67.03491211	7.291	0	0	0	0
228.04368	67.72460938	7.296507914	0	0	0	0
228.04715	67.62695313	7.302	0	0	0	0
228.05062	67.82836914	7.286511159	0	0	0	0
228.0541	67.757164	7.271022318	0	0	0	0
228.05757	67.49267578	7.255488841	0	0	0	0
228.06104	68.46313477	7.24	0	0	0	0
228.06451	67.51098633	7.230007199	0	0	0	0
228.06798	68.36547852	7.220014399	0	0	0	0
228.07146	69.83032227	7.210021598	0	0	0	0
228.07493	69.55566406	7.2	0	0	0	0
228.0784	69.35424805	7.1905	0	0	0	0
228.08187	69.45800781	7.181	0	0	0	0
228.08535	68.09692383	7.18374802	0	0	0	0
228.08882	67.51098633	7.18650396	0	0	0	0
228.09229	67.81005859	7.18925198	0	0	0	0
228.09576	68.01757813	7.192	0	0	0	0
228.09923	71.19140625	7.156	0	0	0	0
228.10271	71.71020508	7.172476259	0	0	0	0
228.10618	70.97167969	7.189	0	0	0	0
228.10965	70.01953125	7.1905	0	0	0	0
228.11312	70.67871094	7.192	0	0	0	0
228.1166	68.0847168	7.145	0	0	0	0
228.12007	68.01147461	7.163025899	0	0	0	0
228.12354	68.44482422	7.181	0	0	0	0
228.12701	68.44482422	7.181	0	0	0	0
228.13048	68.21899414	7.181	0	0	0	0
228.13396	68.43261719	7.181	0	0	0	0
228.13743	67.84667969	7.155463309	0	0	0	0
228.1409	67.50488281	7.13	0	0	0	0
228.14437	67.75512695	7.141	0	0	0	0
228.14785	69.27896881	7.125511159	0	0	0	0
228.15132	69.39290619	7.109977682	0	0	0	0
228.15479	69.45800781	7.094488841	0	0	0	0
228.15826	69.37255859	7.079	0	0	0	0
228.16173	70.44067383	7.0755	0	0	0	0
228.16521	68.05826569	7.072	0	0	0	0
228.16868	68.09082031	7.061352052	0	0	0	0
228.17215	68.75	7.050734701	0	0	0	0
228.17562	67.65136719	7.040117351	0	0	0	0
228.1791	67.67578125	7.0295	0	0	0	0
228.18257	68.06640625	7.018852052	0	0	0	0
228.18604	66.94335938	7.008234701	0	0	0	0
228.18951	65.52124023	6.997617351	0	0	0	0
228.19298	67.43164063	6.987	0	0	0	0
228.19646	66.53442383	6.945706334	0	0	0	0
228.19993	67.16308594	6.904293666	0	0	0	0
228.2034	67.30957031	6.863	0	0	0	0
228.20687	67.40722656	6.861	0	0	0	0
228.21035	66.94335938	6.859	0	0	0	0
228.21382	66.96777344	6.855	0	0	0	0
228.21729	66.94335938	6.852	0	0	0	0
228.22076	66.96777344	6.8414512	0	0	0	0
228.22423	66.96777344	6.8309024	0	0	0	0
228.22771	66.96777344	6.8203536	0	0	0	0
228.23118	66.96777344	6.8097744	0	0	0	0
228.23465	66.96777344	6.7992256	0	0	0	0
228.23812	66.96777344	6.7886768	0	0	0	0
228.24159	66.96777344	6.778128	0	0	0	0
228.24507	66.96777344	6.7675488	0	0	0	0
228.24854	66.96777344	6.757	0	0	0	0
228.25201	66.96777344	6.702	0	0	0	0
228.25548	66.96777344	6.691	0	0	0	0
228.25896	66.96777344	6.681756659	0	0	0	0
228.26243	66.96777344	6.672486681	0	0	0	0
228.2659	66.96777344	6.663243341	0	0	0	0
228.26937	66.96777344	6.654	0	0	0	0
228.27284	66.96777344	6.654	0	0	0	0
228.27632	66.96777344	6.632	0	0	0	0
228.27979	66.96777344	6.632	0	0	0	0
228.28326	66.96777344	6.632	0	0	0	0
228.28673	66.96777344	6.632	0	0	0	0
228.29021	66.96777344	6.625	0	0	0	0
228.29368	66.96777344	6.614	0	0	0	0
228.29715	66.96777344	6.6195	0	0	0	0
228.30062	66.96777344	6.625	0	0	0	0
228.30409	66.96777344	6.605763859	0	0	0	0
228.30757	66.96777344	6.586472282	0	0	0	0
228.31104	66.96777344	6.567236141	0	0	0	0
228.31451	66.96777344	6.548	0	0	0	0
228.31798	66.96777344	6.5335	0	0	0	0
228.32146	66.96777344	6.519	0	0	0	0
228.32493	66.96777344	6.503215983	0	0	0	0
228.3284	66.96777344	6.487477322	0	0	0	0
228.33187	66.96777344	6.471738661	0	0	0	0
228.33534	66.96777344	6.456	0	0	0	0
228.33882	66.96777344	6.401	0	0	0	0
228.34229	66.96777344	6.365	0	0	0	0
228.34576	66.96777344	6.365	0	0	0	0
228.34923	66.96777344	6.332	0	0	0	0
228.35271	66.96777344	6.319678503	0	0	0	0
228.35618	66.96777344	6.307321497	0	0	0	0
228.35965	66.96777344	6.295	0	0	0	0
228.36312	66.96777344	6.31	0	0	0	0
228.36659	66.96777344	6.288031655	0	0	0	0
228.37007	66.96777344	6.266	0	0	0	0
228.37354	66.96777344	6.2585	0	0	0	0
228.37701	66.96777344	6.251	0	0	0	0
228.38048	66.96777344	6.207	0	0	0	0
228.38396	66.96777344	6.175897408	0	0	0	0
228.38743	66.96777344	6.144705184	0	0	0	0
228.3909	66.96777344	6.113602592	0	0	0	0
228.39437	66.96777344	6.0825	0	0	0	0
228.39784	66.96777344	6.051397408	0	0	0	0
228.40132	66.96777344	6.020205184	0	0	0	0
228.40479	66.96777344	5.989102592	0	0	0	0
228.40826	66.96777344	5.958	0	0	0	0
228.41173	66.96777344	5.936015839	0	0	0	0
228.4152	66.96777344	5.914031677	0	0	0	0
228.41868	66.96777344	5.891984161	0	0	0	0
228.42215	66.96777344	5.87	0	0	0	0
228.42562	66.96777344	5.843358925	0	0	0	0
228.42909	66.96777344	5.81671785	0	0	0	0
228.43257	66.96777344	5.79	0	0	0	0
228.43604	66.96777344	5.771010945	0	0	0	0
228.43951	66.96777344	5.752021889	0	0	0	0
228.44298	66.96777344	5.733032834	0	0	0	0
228.44645	66.96777344	5.714043779	0	0	0	0
228.44993	66.96777344	5.695	0	0	0	0
228.4534	66.96777344	5.698623042	0	0	0	0
228.45687	66.96777344	5.702246085	0	0	0	0
228.46034	66.96777344	5.705869127	0	0	0	0
228.46382	66.96777344	5.70950261	0	0	0	0
228.46729	66.96777344	5.713125653	0	0	0	0
228.47076	66.96777344	5.716748695	0	0	0	0
228.47423	66.96777344	5.720371737	0	0	0	0
228.4777	66.96777344	5.723994779	0	0	0	0
228.48118	66.96777344	5.727628263	0	0	0	0
228.48465	66.96777344	5.731251305	0	0	0	0
228.48812	66.96777344	5.734874347	0	0	0	0
228.49159	66.96777344	5.73849739	0	0	0	0
228.49507	66.96777344	5.742130873	0	0	0	0
228.49854	66.96777344	5.745753915	0	0	0	0
228.50201	66.96777344	5.749376958	0	0	0	0
228.50548	66.96777344	5.753	0	0	0	0
228.50895	66.96777344	5.781583525	0	0	0	0
228.51243	66.96777344	5.810249424	0	0	0	0
228.5159	66.96777344	5.838832949	0	0	0	0
228.51937	66.96777344	5.867416475	0	0	0	0
228.52284	66.96777344	5.896	0	0	0	0
228.52632	66.96777344	5.94	0	0	0	0
228.52979	66.96777344	5.947995392	0	0	0	0
228.53326	66.96777344	5.955990783	0	0	0	0
228.53673	66.96777344	5.963986175	0	0	0	0
228.5402	66.96777344	5.971981567	0	0	0	0
228.54368	66.96777344	5.98	0	0	0	0
228.54715	66.96777344	6.013	0	0	0	0
228.55062	66.96777344	6.013	0	0	0	0
228.55409	66.96777344	6.013	0	0	0	0
228.55757	66.96777344	6.013	0	0	0	0
228.56104	66.96777344	6.005170427	0	0	0	0
228.56451	66.96777344	5.997340855	0	0	0	0
228.56798	66.96777344	5.989511282	0	0	0	0
228.57145	66.96777344	5.981681709	0	0	0	0
228.57493	66.96777344	5.973829573	0	0	0	0
228.5784	66.96777344	5.966	0	0	0	0
228.58187	66.96777344	5.922	0	0	0	0
228.58534	66.96777344	5.92549748	0	0	0	0
228.58881	66.96777344	5.92900504	0	0	0	0
228.59229	66.96777344	5.93250252	0	0	0	0
228.59576	66.96777344	5.936	0	0	0	0
228.59923	66.96777344	5.9105	0	0	0	0
228.6027	66.96777344	5.885	0	0	0	0
228.60618	66.96777344	5.859355786	0	0	0	0
228.60965	66.96777344	5.833785262	0	0	0	0
228.61312	66.96777344	5.808214738	0	0	0	0
228.61659	66.96777344	5.782644214	0	0	0	0
228.62006	66.96777344	5.757	0	0	0	0
228.62354	66.96777344	5.724	0	0	0	0
228.62701	66.96777344	5.691	0	0	0	0
228.63048	66.96777344	5.691	0	0	0	0
228.63395	66.96777344	5.691	0	0	0	0
228.63743	66.96777344	5.676	0	0	0	0
228.6409	66.96777344	5.654	0	0	0	0
228.64437	66.96777344	5.673	0	0	0	0
228.64784	66.96777344	5.645539568	0	0	0	0
228.65131	66.96777344	5.618	0	0	0	0
228.65479	66.96777344	5.600666667	0	0	0	0
228.65826	66.96777344	5.583333333	0	0	0	0
228.66173	66.96777344	5.566	0	0	0	0
228.6652	66.96777344	5.55345248	0	0	0	0
228.66868	66.96777344	5.5408688	0	0	0	0
228.67215	66.96777344	5.52832128	0	0	0	0
228.67562	66.96777344	5.51577376	0	0	0	0
228.67909	66.96777344	5.50322624	0	0	0	0
228.68256	66.96777344	5.49064256	0	0	0	0
228.68604	66.96777344	5.47809504	0	0	0	0
228.68951	66.96777344	5.46554752	0	0	0	0
228.69298	66.96777344	5.453	0	0	0	0
228.69645	66.96777344	5.431	0	0	0	0
228.69993	66.96777344	5.427393782	0	0	0	0
228.7034	66.96777344	5.423797927	0	0	0	0
228.70687	66.96777344	5.420202073	0	0	0	0
228.71034	66.96777344	5.416606218	0	0	0	0
228.71381	66.96777344	5.413	0	0	0	0
228.71729	66.96777344	5.413	0	0	0	0
228.72076	66.96777344	5.413	0	0	0	0
228.72423	66.96777344	5.384693858	0	0	0	0
228.7277	66.96777344	5.356387716	0	0	0	0
228.73118	66.96777344	5.328	0	0	0	0
228.73465	66.96777344	5.354	0	0	0	0
228.73812	66.96777344	5.332	0	0	0	0
228.74159	66.96777344	5.354	0	0	0	0
228.74506	66.96777343	5.35	0	0	0	0
228.74854	66.96777343	5.339	0	0	0	0
228.75201	66.96777343	5.35	0	0	0	0
228.75548	66.96777343	5.361	0	0	0	0
228.75895	66.96777343	5.372	0	0	0	0
228.76242	66.96777343	5.365	0	0	0	0
228.7659	66.96777343	5.378	0	0	0	0
228.76937	66.96777343	5.391	0	0	0	0
228.77284	66.96777343	5.394	0	0	0	0
228.77631	66.96777343	5.395335893	0	0	0	0
228.77979	66.96777343	5.396667946	0	0	0	0
228.78326	66.96777343	5.398	0	0	0	0
228.78673	66.96777343	5.42	0	0	0	0
228.7902	66.96777342	5.42274802	0	0	0	0
228.79367	66.96777342	5.42550396	0	0	0	0
228.79715	66.96777342	5.42825198	0	0	0	0
228.80062	66.96777342	5.431	0	0	0	0
228.80409	66.96777342	5.445479137	0	0	0	0
228.80756	66.96777342	5.46	0	0	0	0
228.81104	66.96777341	5.446	0	0	0	0
228.81451	66.96777341	5.427	0	0	0	0
228.81798	66.96777341	5.446	0	0	0	0
228.82145	66.96777341	5.431021583	0	0	0	0
228.82492	66.96777341	5.416	0	0	0	0
228.8284	66.9677734	5.424	0	0	0	0
228.83187	66.9677734	5.442	0	0	0	0
228.83534	66.9677734	5.438	0	0	0	0
228.83881	66.96777339	5.504	0	0	0	0
228.84229	66.96777339	5.499602535	0	0	0	0
228.84576	66.96777338	5.495205069	0	0	0	0
228.84923	66.96777338	5.490807604	0	0	0	0
228.8527	66.96777337	5.486410138	0	0	0	0
228.85617	66.96777337	5.482	0	0	0	0
228.85965	66.96777336	5.46	0	0	0	0
228.86312	66.96777336	5.482	0	0	0	0
228.86659	66.96777335	5.497	0	0	0	0
228.87006	66.96777334	5.49	0	0	0	0
228.87354	66.96777333	5.497	0	0	0	0
228.87701	66.96777333	5.504	0	0	0	0
228.88048	66.96777332	5.493010557	0	0	0	0
228.88395	66.96777331	5.482021113	0	0	0	0
228.88742	66.9677733	5.471	0	0	0	0
228.8909	66.96777328	5.471	0	0	0	0
228.89437	66.96777327	5.475	0	0	0	0
228.89784	66.96777326	5.493	0	0	0	0
228.90131	66.96777324	5.479	0	0	0	0
228.90479	66.96777323	5.468	0	0	0	0
228.90826	66.96777321	5.457	0	0	0	0
228.91173	66.96777319	5.475	0	0	0	0
228.9152	66.96777317	5.475	0	0	0	0
228.91867	66.96777315	5.475	0	0	0	0
228.92215	66.96777313	5.4985	0	0	0	0
228.92562	66.96777311	5.522	0	0	0	0
228.92909	66.96777308	5.5	0	0	0	0
228.93256	66.96777305	5.494992806	0	0	0	0
228.93603	66.96777302	5.49	0	0	0	0
228.93951	66.96777299	5.500666667	0	0	0	0
228.94298	66.96777296	5.511333333	0	0	0	0
228.94645	66.96777292	5.522	0	0	0	0
228.94992	66.96777288	5.535018705	0	0	0	0
228.9534	66.96777284	5.548	0	0	0	0
228.95687	66.96777279	5.555	0	0	0	0
228.96034	66.96777274	5.548	0	0	0	0
228.96381	66.96777269	5.574	0	0	0	0
228.96728	66.96777263	5.578666667	0	0	0	0
228.97076	66.96777257	5.583333333	0	0	0	0
228.97423	66.96777251	5.588	0	0	0	0
228.9777	66.96777244	5.596	0	0	0	0
228.98117	66.96777237	5.608517986	0	0	0	0
228.98465	66.96777229	5.621	0	0	0	0
228.98812	66.9677722	5.607	0	0	0	0
228.99159	66.96777211	5.619482014	0	0	0	0
228.99506	66.96777201	5.632	0	0	0	0
228.99853	66.96777191	5.6395	0	0	0	0
229.00201	66.9677718	5.647	0	0	0	0
229.00548	66.96777168	5.6635	0	0	0	0
229.00895	66.96777156	5.68	0	0	0	0
229.01242	66.96777142	5.68	0	0	0	0
229.0159	66.96777128	5.702	0	0	0	0
229.01937	66.96777112	5.724	0	0	0	0
229.02284	66.96777096	5.75	0	0	0	0
229.02631	66.96777078	5.735	0	0	0	0
229.02978	66.96777059	5.724	0	0	0	0
229.03326	66.96777039	5.735	0	0	0	0
229.03673	66.96777018	5.746	0	0	0	0
229.0402	66.96776995	5.767968345	0	0	0	0
229.04367	66.96776971	5.79	0	0	0	0
229.04715	66.96776945	5.812	0	0	0	0
229.05062	66.96776918	5.76	0	0	0	0
229.05409	66.96776888	5.797	0	0	0	0
229.05756	66.96776857	5.802507914	0	0	0	0
229.06103	66.96776824	5.808	0	0	0	0
229.06451	66.96776788	5.841	0	0	0	0
229.06798	66.96776751	5.79	0	0	0	0
229.07145	66.96776711	5.845	0	0	0	0
229.07492	66.96776668	5.779	0	0	0	0
229.0784	66.96776622	5.8155	0	0	0	0
229.08187	66.96776574	5.852	0	0	0	0
229.08534	66.96776523	5.823	0	0	0	0
229.08881	66.96776468	5.825205069	0	0	0	0
229.09228	66.9677641	5.827403802	0	0	0	0
229.09576	66.96776348	5.829602535	0	0	0	0
229.09923	66.96776283	5.831801267	0	0	0	0
229.1027	66.96776213	5.834	0	0	0	0
229.10617	66.9677614	5.820981295	0	0	0	0
229.10964	66.96776061	5.808	0	0	0	0
229.11312	66.96775978	5.80350324	0	0	0	0
229.11659	66.9677589	5.799006479	0	0	0	0
229.12006	66.96775796	5.79449676	0	0	0	0
229.12353	66.96775697	5.79	0	0	0	0
229.12701	66.96775592	5.793	0	0	0	0
229.13048	66.9677548	5.771	0	0	0	0
229.13395	66.96775362	5.769502158	0	0	0	0
229.13742	66.96775237	5.768	0	0	0	0
229.14089	66.96775104	5.764	0	0	0	0
229.14437	66.96774963	5.75	0	0	0	0
229.14784	66.96774815	5.728031655	0	0	0	0
229.15131	66.96774657	5.706	0	0	0	0
229.15478	66.96774491	5.746	0	0	0	0
229.15826	66.96774314	5.7275	0	0	0	0
229.16173	66.96774128	5.709	0	0	0	0
229.1652	66.9677393	5.764	0	0	0	0
229.16867	66.96773722	5.724	0	0	0	0
229.17214	66.96773501	5.72200128	0	0	0	0
229.17562	66.96773269	5.72000256	0	0	0	0
229.17909	66.96773022	5.71800384	0	0	0	0
229.18256	66.96772762	5.71599936	0	0	0	0
229.18603	66.96772488	5.71400064	0	0	0	0
229.18951	66.96772198	5.71200192	0	0	0	0
229.19298	66.96771892	5.7100032	0	0	0	0
229.19645	66.96771569	5.70800448	0	0	0	0
229.19992	66.96771228	5.706	0	0	0	0
229.20339	66.96770869	5.706	0	0	0	0
229.20687	66.9677049	5.706	0	0	0	0
229.21034	66.9677009	5.706	0	0	0	0
229.21381	66.96769669	5.700489443	0	0	0	0
229.21728	66.96769225	5.694994722	0	0	0	0
229.22076	66.96768757	5.6895	0	0	0	0
229.22423	66.96768264	5.684005278	0	0	0	0
229.2277	66.96767745	5.678510557	0	0	0	0
229.23117	66.96767199	5.673	0	0	0	0
229.23464	66.96766624	5.66340553	0	0	0	0
229.23812	66.96766019	5.65381106	0	0	0	0
229.24159	66.96765382	5.64421659	0	0	0	0
229.24506	66.96764712	5.63459447	0	0	0	0
229.24853	66.96764008	5.625	0	0	0	0
229.25201	66.96763267	5.618836294	0	0	0	0
229.25548	66.96762488	5.612672588	0	0	0	0
229.25895	66.9676167	5.606508881	0	0	0	0
229.26242	66.96760811	5.600327412	0	0	0	0
229.26589	66.96759908	5.594163706	0	0	0	0
229.26937	66.96758959	5.588	0	0	0	0
229.27284	66.96757964	5.637428777	0	0	0	0
229.27631	66.96756918	5.687	0	0	0	0
229.27978	66.96755822	5.6747337	0	0	0	0
229.28325	66.96754671	5.6624674	0	0	0	0
229.28673	66.96753464	5.6502011	0	0	0	0
229.2902	66.96752198	5.6379348	0	0	0	0
229.29367	66.9675087	5.62563315	0	0	0	0
229.29714	66.96749479	5.61336685	0	0	0	0
229.30062	66.96748021	5.60110055	0	0	0	0
229.30409	66.96746493	5.58883425	0	0	0	0
229.30756	66.96744893	5.5765326	0	0	0	0
229.31103	66.96743217	5.5642663	0	0	0	0
229.3145	66.96741463	5.552	0	0	0	0
229.31798	66.96739626	5.57	0	0	0	0
229.32145	66.96737704	5.588	0	0	0	0
229.32492	66.96735693	5.559	0	0	0	0
229.32839	66.9673359	5.546607143	0	0	0	0
229.33187	66.9673139	5.534214286	0	0	0	0
229.33534	66.96729091	5.521821429	0	0	0	0
229.33881	66.96726687	5.509392857	0	0	0	0
229.34228	66.96724175	5.497	0	0	0	0
229.34575	66.96721551	5.446	0	0	0	0
229.34923	66.96718809	5.473	0	0	0	0
229.3527	66.96715947	5.5	0	0	0	0
229.35617	66.96712958	5.479971223	0	0	0	0
229.35964	66.96709838	5.46	0	0	0	0
229.36312	66.96706583	5.457	0	0	0	0
