#.ttime_rel	Q	CODt	CODs	TSS	NH4	PO4
#d	m3/h	g/m3	g/m3	g/m3	g/m3	g/m3
237.47765	6767.0997	496.78174	115.93777	224.09344	23.211058	4.7009738
237.48112	6800.9149	498.34214	116.46047	224.79733	23.315705	4.7221681
237.48459	6802.9972	499.90255	116.98318	225.50121	23.420352	4.7433624
237.48806	6839.9561	501.46296	117.50588	226.2051	23.524999	4.7645567
237.49154	6803.6841	503.02336	118.02858	226.90898	23.629646	4.785751
237.49501	6780.1661	504.58377	118.55129	227.61287	23.734293	4.8069453
237.49848	6846.9145	506.14418	119.07399	228.31675	23.83894	4.8281396
237.50195	6876.422	558.47504	123.98557	251.9227	24.82225	5.0272912
237.50542	6839.9508	560.19149	124.52745	252.69697	24.930737	5.0492632
237.5089	6821.4442	561.90794	125.06934	253.47124	25.039224	5.0712353
237.51237	6665.1321	563.62438	125.61123	254.24552	25.147712	5.0932074
237.51584	6506.7792	565.34083	126.15311	255.01979	25.256199	5.1151795
237.51931	6526.5024	567.05728	126.695	255.79406	25.364686	5.1371516
237.52279	6593.1301	568.77373	127.23689	256.56834	25.473173	5.1591237
237.52626	6626.7839	570.49017	127.77877	257.34261	25.58166	5.1810957
237.52973	6663.5364	572.20662	128.32066	258.11688	25.690147	5.2030678
237.5332	6615.6291	573.92307	128.86255	258.89115	25.798635	5.2250399
237.53667	6580.5116	575.63952	129.40443	259.66543	25.907122	5.247012
237.54015	6555.886	578.17796	129.8382	260.8105	25.993963	5.2646001
237.54362	6553.4491	605.39388	127.02392	273.08733	25.430536	5.1504883
237.54709	6609.902	607.18835	127.55142	273.8968	25.536143	5.171877
237.55056	6626.1465	608.98282	128.07892	274.70627	25.64175	5.1932658
237.55404	6554.2239	610.77729	128.60642	275.51574	25.747357	5.2146545
237.55751	6500.2028	612.57176	129.13392	276.3252	25.852964	5.2360433
237.56098	6537.9402	614.36622	129.66142	277.13467	25.958571	5.257432
237.56445	6535.3313	616.16069	130.18892	277.94414	26.064178	5.2788208
237.56792	6570.0421	617.95516	130.71642	278.7536	26.169785	5.3002095
237.5714	6641.6955	619.74963	131.24392	279.56307	26.275392	5.3215983
237.57487	6630.3503	621.54409	131.77142	280.37254	26.380999	5.3429871
237.57834	6650.9212	623.33856	132.29892	281.18201	26.486606	5.3643758
237.58181	6635.1265	625.13303	132.82642	281.99147	26.592212	5.3857646
237.58529	6565.53	643.28213	126.08007	290.17836	25.241575	5.1122177
237.58876	6621.9764	645.12341	126.5788	291.00894	25.341421	5.1324398
237.59223	6561.2999	646.96469	127.07752	291.83952	25.441268	5.1526619
237.5957	7691.0263	648.80597	127.57625	292.67011	25.541115	5.172884
237.59917	7195.8135	650.64725	128.07498	293.50069	25.640961	5.193106
237.60265	6297.6395	652.48853	128.57371	294.33127	25.740808	5.2133281
237.60612	6487.0251	654.32981	129.07243	295.16186	25.840654	5.2335502
237.60959	6569.1565	656.17109	129.57116	295.99244	25.940501	5.2537723
237.61306	6605.4797	658.01237	130.06989	296.82302	26.040347	5.2739944
237.61653	6456.7981	659.85365	130.56861	297.65361	26.140194	5.2942165
237.62001	6334.2275	661.69493	131.06734	298.48419	26.240041	5.3144386
237.62348	6309.1677	663.53621	130.50935	299.31477	26.128329	5.2918135
237.62695	6259.118	665.37749	129.52509	300.14536	25.931277	5.2519043
237.63042	6197.9599	667.21877	130.01423	300.97594	26.029204	5.2717375
237.6339	6137.5316	669.06005	130.50336	301.80653	26.12713	5.2915707
237.63737	6071.3705	670.90133	130.9925	302.63711	26.225057	5.3114039
237.64084	6049.3885	672.7426	131.48163	303.46769	26.322983	5.3312371
237.64431	6051.9903	674.58388	131.97077	304.29828	26.42091	5.3510703
237.64778	6074.21	676.42516	132.45991	305.12886	26.518836	5.3709035
237.65126	6078.8507	678.26644	132.94904	305.95944	26.616763	5.3907367
237.65473	6019.44	680.10772	133.43818	306.79003	26.714689	5.4105699
237.6582	5942.8674	681.949	133.92732	307.62061	26.812615	5.4304031
237.66167	6009.9884	683.79028	134.41645	308.45119	26.910542	5.4502363
237.66515	5864.0379	685.63156	134.90559	309.28178	27.008468	5.4700695
237.66862	5744.5068	681.6468	135.39473	307.48429	27.106395	5.4899027
237.67209	5776.3869	683.47248	135.88386	308.30783	27.204321	5.509736
237.67556	5765.9683	685.29815	136.373	309.13138	27.302248	5.5295692
237.67903	5699.1683	687.12383	136.86214	309.95492	27.400174	5.5494024
237.68251	5682.3469	688.94951	137.35127	310.77847	27.498101	5.5692356
237.68598	5672.5354	690.77518	137.84041	311.60201	27.596027	5.5890688
237.68945	5639.2049	692.60086	138.32955	312.42556	27.693954	5.608902
237.69292	5664.3086	694.42653	138.81868	313.2491	27.79188	5.6287352
237.6964	5622.6591	696.25221	139.30782	314.07265	27.889806	5.6485684
237.69987	5590.5451	698.07789	139.79695	314.89619	27.987733	5.6684016
237.70334	5601.8208	699.90356	140.28609	315.71974	28.085659	5.6882348
237.70681	5568.1077	701.72924	140.77523	316.54328	28.183586	5.708068
237.71028	5613.7588	679.50175	141.26436	306.51668	28.281512	5.7279012
237.71376	5606.4655	681.26501	141.7535	307.31207	28.379439	5.7477344
237.71723	5586.986	683.02827	142.24264	308.10746	28.477365	5.7675676
237.7207	5629.1971	684.79153	142.73177	308.90285	28.575292	5.7874008
237.72417	5639.2573	686.55479	143.22091	309.69824	28.673218	5.8072341
237.72765	5641.9258	688.31805	143.71005	310.49363	28.771145	5.8270673
237.73112	5694.2755	690.08131	144.19918	311.28901	28.869071	5.8469005
237.73459	5696.2163	691.84457	144.68832	312.0844	28.966997	5.8667337
237.73806	5636.2113	693.60783	145.17746	312.87979	29.064924	5.8865669
237.74153	5596.5054	695.37109	145.66659	313.67518	29.16285	5.9064001
237.74501	5543.5072	697.13435	146.15573	314.47057	29.260777	5.9262333
237.74848	4140.359	698.89761	146.64486	315.26596	29.358703	5.9460665
237.75195	4616.9136	675.85871	152.90396	304.87334	30.611792	6.1998566
237.75542	5920.5249	677.55956	153.41228	305.64057	30.713558	6.2204675
237.7589	5846.1349	679.2604	153.9206	306.40781	30.815325	6.2410785
237.76237	5716.236	680.96124	154.42892	307.17504	30.917092	6.2616895
237.76584	5670.0044	682.66209	154.93724	307.94227	31.018859	6.2823005
237.76931	5566.1856	684.36293	155.44555	308.70951	31.120625	6.3029114
237.77278	5487.1429	686.06377	155.95387	309.47674	31.222392	6.3235224
237.77626	5441.2237	687.76462	156.46219	310.24398	31.324159	6.3441334
237.77973	4086.3956	689.46546	156.97051	311.01121	31.425925	6.3647444
237.7832	4635.6013	691.1663	157.47883	311.77844	31.527692	6.3853554
237.78667	5733.4957	692.86715	157.98714	312.54568	31.629459	6.4059663
237.79014	5602.3491	694.56799	158.49546	313.31291	31.731226	6.4265773
237.79362	5495.7262	683.49326	160.50382	308.31721	32.133303	6.5080108
237.79709	5419.5384	685.16289	161.01693	309.07036	32.23603	6.5288163
237.80056	3998.3864	686.83253	161.53004	309.82352	32.338757	6.5496217
237.80403	4548.0916	686.94	162.04316	309.872	32.441484	6.5704271
237.80751	5811.7049	686.94	162.55627	309.872	32.544211	6.5912325
237.81098	5619.0785	686.94	163.06939	309.872	32.646937	6.6120379
237.81445	5403.7065	686.94	163.5825	309.872	32.749664	6.6328434
237.81792	5355.7792	686.94	164.09561	309.872	32.852391	6.6536488
237.82139	3998.061	686.94	164.60873	309.872	32.955118	6.6744542
237.82487	4564.7603	686.94	165.12184	309.872	33.057844	6.6952596
237.82834	5695.1779	686.94	165.63495	309.872	33.160571	6.7160651
237.83181	5619.9251	686.94	166.14807	309.872	33.263298	6.7368705
237.83528	5480.4994	674.1	160.43086	304.08	32.118697	6.5050525
237.83876	5347.5387	674.1	160.92479	304.08	32.217583	6.5250802
237.84223	3946.9791	674.1	161.41872	304.08	32.31647	6.5451078
237.8457	4354.0766	674.1	161.91265	304.08	32.415356	6.5651355
237.84917	5518.5407	674.1	162.40659	304.08	32.514243	6.5851631
237.85264	5668.0116	674.1	162.90052	304.08	32.613129	6.6051908
237.85612	5713.2429	674.1	163.39445	304.08	32.712016	6.6252184
237.85959	5471.9071	674.1	163.88838	304.08	32.810902	6.6452461
237.86306	4141.2147	674.1	164.38231	304.08	32.909789	6.6652737
237.86653	2948.2427	674.1	164.87624	304.08	33.008675	6.6853014
237.87001	4417.3574	674.1	165.37018	304.08	33.107562	6.705329
237.87348	5663.2464	674.1	165.86411	304.08	33.206448	6.7253567
237.87695	5587.068	674.1	161.51266	304.08	32.335277	6.5489168
237.88042	5349.524	674.1	161.99221	304.08	32.431283	6.5683611
237.88389	5175.3805	674.1	162.47175	304.08	32.527289	6.5878054
237.88737	3780.4593	674.1	162.9513	304.08	32.623296	6.6072498
237.89084	4364.5121	674.1	163.43084	304.08	32.719302	6.6266941
237.89431	5568.8772	674.1	163.91039	304.08	32.815308	6.6461384
237.89778	5427.6478	674.1	164.38993	304.08	32.911315	6.6655827
237.90126	5312.3573	674.1	164.86948	304.08	33.007321	6.685027
237.90473	5252.0941	674.1	165.34902	304.08	33.103327	6.7044714
237.9082	5239.6116	674.1	165.82857	304.08	33.199334	6.7239157
237.91167	5244.2614	674.1	166.30812	304.08	33.29534	6.74336
237.91514	3823.7139	674.1	166.78766	304.08	33.391346	6.7628043
237.91862	4428.3856	686.94	163.92186	309.872	32.817606	6.6466037
237.92209	5718.4525	686.94	164.39182	309.872	32.911692	6.6656591
237.92556	5565.9687	686.94	164.86177	309.872	33.005778	6.6847145
237.92903	5402.9133	686.94	165.33173	309.872	33.099864	6.70377
237.93251	5263.7917	686.94	165.80168	309.872	33.19395	6.7228254
237.93598	3893.1055	686.94	166.27164	309.872	33.288037	6.7418808
237.93945	4441.3411	686.94	166.74159	309.872	33.382123	6.7609363
237.94292	5633.6764	686.94	167.21155	309.872	33.476209	6.7799917
237.94639	5571.8693	686.94	167.6815	309.872	33.570295	6.7990471
237.94987	5487.9185	686.94	168.15145	309.872	33.664381	6.8181026
237.95334	5453.7603	686.94	168.62141	309.872	33.758468	6.837158
237.95681	5342.7293	686.94	169.09136	309.872	33.852554	6.8562134
237.96028	5228.0746	686.94	169.56132	309.872	33.94664	6.8752689
237.96375	3823.7048	686.94	170.03127	309.872	34.040726	6.8943243
237.96723	4350.7661	686.94	170.50123	309.872	34.134812	6.9133797
237.9707	5624.4413	686.94	170.97118	309.872	34.228899	6.9324352
237.97417	5521.1245	686.94	171.44114	309.872	34.322985	6.9514906
237.97764	5324.1271	686.94	171.91109	309.872	34.417071	6.970546
237.98112	5233.5366	686.94	172.38105	309.872	34.511157	6.9896015
237.98459	3772.4737	686.94	172.851	309.872	34.605243	7.0086569
237.98806	4321.2128	686.94	173.32096	309.872	34.69933	7.0277123
237.99153	5465.6426	686.94	173.79091	309.872	34.793416	7.0467678
237.995	5318.779	686.94	174.26086	309.872	34.887502	7.0658232
237.99848	5323.2519	686.94	174.73082	309.872	34.981588	7.0848786
238.00195	5218.4397	654.84	178.7763	295.392	35.791505	7.2489123
238.00542	3709.0915	654.84	179.25585	295.392	35.887511	7.2683566
238.00889	4229.572	654.84	179.73539	295.392	35.983517	7.287801
238.01237	5461.2946	654.84	180.21494	295.392	36.079524	7.3072453
238.01584	5283.0266	654.84	180.69448	295.392	36.17553	7.3266896
238.01931	5095.2817	654.84	181.17403	295.392	36.271536	7.3461339
238.02278	3652.7065	654.84	181.65357	295.392	36.367543	7.3655782
238.02625	4125.2845	654.84	182.13312	295.392	36.463549	7.3850226
238.02973	5270.6015	654.84	182.61266	295.392	36.559555	7.4044669
238.0332	5347.2737	654.84	183.09221	295.392	36.655562	7.4239112
238.03667	5243.2021	654.84	183.57176	295.392	36.751568	7.4433555
238.04014	3604.4078	654.84	184.0513	295.392	36.847574	7.4627998
238.04362	2827.4203	642	182.68554	289.6	36.574145	7.4074217
238.04709	4302.1902	642	183.16029	289.6	36.669191	7.4266716
238.05056	5297.2527	642	183.63504	289.6	36.764237	7.4459215
238.05403	5101.2485	642	184.10979	289.6	36.859284	7.4651713
238.0575	3536.3241	642	184.58454	289.6	36.95433	7.4844212
238.06098	4085.7941	642	185.05929	289.6	37.049376	7.5036711
238.06445	5234.2529	642	185.53404	289.6	37.144422	7.522921
238.06792	5028.0051	642	186.00879	289.6	37.239469	7.5421709
238.07139	3552.6648	642	186.48354	289.6	37.334515	7.5614207
238.07487	4063.2546	642	186.95829	289.6	37.429561	7.5806706
238.07834	5249.427	642	187.43304	289.6	37.524607	7.5999205
238.08181	5040.5758	642	187.90779	289.6	37.619654	7.6191704
238.08528	3506.7559	622.74	186.47969	280.912	37.333743	7.5612645
238.08875	3980.9936	622.74	186.94964	280.912	37.42783	7.5803199
238.09223	5158.9569	622.74	187.41959	280.912	37.521916	7.5993753
238.0957	5011.5434	622.74	187.88955	280.912	37.616002	7.6184308
238.09917	3570.8618	622.74	188.3595	280.912	37.710088	7.6374862
238.10264	4050.8883	622.74	188.82946	280.912	37.804174	7.6565416
238.10612	5111.9213	622.74	189.29941	280.912	37.898261	7.6755971
238.10959	4892.0494	622.74	189.76937	280.912	37.992347	7.6946525
238.11306	3442.4012	622.74	190.23932	280.912	38.086433	7.7137079
238.11653	4079.2284	622.74	190.70928	280.912	38.180519	7.7327634
238.12	5109.6847	622.74	191.17923	280.912	38.274605	7.7518188
238.12348	3426.4424	622.74	191.64919	280.912	38.368692	7.7708742
238.12695	2325.1566	603.48	194.07954	272.224	38.855255	7.8694188
238.13042	4015.3691	603.48	194.55429	272.224	38.950301	7.8886686
238.13389	4969.4081	603.48	195.02904	272.224	39.045348	7.9079185
238.13736	3251.4636	603.48	195.327	272.224	39.105	7.92
238.14084	2078.0876	603.48	195.327	272.224	39.105	7.92
238.14431	3609.5405	603.48	195.327	272.224	39.105	7.92
238.14778	4683.4567	603.48	195.327	272.224	39.105	7.92
238.15125	3138.7768	603.48	195.327	272.224	39.105	7.92
238.15473	2008.8967	603.48	195.327	272.224	39.105	7.92
238.1582	3499.1448	603.48	195.327	272.224	39.105	7.92
238.16167	4461.6333	603.48	195.327	272.224	39.105	7.92
238.16514	2478.7309	603.48	195.327	272.224	39.105	7.92
238.16861	1677.519	571.38	191.381	257.744	38.315	7.76
238.17209	3784.1847	571.38	191.381	257.744	38.315	7.76
238.17556	3620.9657	571.38	191.14104	257.744	38.248276	7.7502701
238.17903	2330.2745	571.38	190.75828	257.744	38.141846	7.7347502
238.1825	2166.8191	571.38	190.37552	257.744	38.035416	7.7192303
238.18598	2467.551	571.38	189.99276	257.744	37.928986	7.7037104
238.18945	2489.2549	571.38	189.61	257.744	37.822557	7.6881905
238.19292	2207.235	571.38	189.22724	257.744	37.716127	7.6726706
238.19639	1027.4911	571.38	188.84448	257.744	37.609697	7.6571507
238.19986	2702.7299	571.38	188.46172	257.744	37.503267	7.6416308
238.20334	3366.1023	571.38	188.07896	257.744	37.396837	7.6261109
238.20681	2210.7148	571.38	187.6962	257.744	37.290407	7.610591
238.21028	946.89279	539.28	181.52024	243.264	36.033957	7.360172
238.21375	2776.1029	539.28	181.14932	243.264	35.930819	7.3451321
238.21723	4749.6456	539.28	180.7784	243.264	35.827681	7.3300922
238.2207	3200.1581	539.28	180.40748	243.264	35.724543	7.3150523
238.22417	937.77269	539.28	180.03656	243.264	35.621404	7.3000124
238.22764	2781.3603	539.28	179.66563	243.264	35.518266	7.2849725
238.23111	4768.2976	539.28	179.29471	243.264	35.415128	7.2699326
238.23459	3231.3831	539.28	178.92379	243.264	35.31199	7.2548927
238.23806	952.24047	539.28	178.55287	243.264	35.208852	7.2398528
238.24153	2885.0694	539.28	178.18195	243.264	35.105713	7.2248129
238.245	4893.0013	539.28	177.81103	243.264	35.002575	7.209773
238.24848	3274.7025	539.28	177.4401	243.264	34.899437	7.1947331
238.25195	957.70394	513.6	173.30175	231.68	34.055952	7.0269337
238.25542	1233.0016	513.6	172.93872	231.68	33.955008	7.0122138
238.25889	3610.3002	513.6	172.57569	231.68	33.854064	6.9974939
238.26236	3359.5465	513.6	172.21266	231.68	33.75312	6.982774
238.26584	1018.5594	513.6	171.84963	231.68	33.652177	6.9680541
238.26931	1222.508	513.6	171.4866	231.68	33.551233	6.9533342
238.27278	3674.0237	513.6	171.12358	231.68	33.450289	6.9386143
238.27625	4697.5602	513.6	170.76055	231.68	33.349345	6.9238944
238.27973	2021.1879	513.6	170.39752	231.68	33.248401	6.9091745
238.2832	1229.3505	513.6	170.03449	231.68	33.147458	6.8944546
238.28667	3827.3679	513.6	169.67146	231.68	33.046514	6.8797347
238.29014	4852.8848	513.6	169.30843	231.68	32.94557	6.8650148
238.29361	2513.3731	494.34	163.43631	222.992	31.773606	6.6269157
238.29709	1570.4797	494.34	163.08512	222.992	31.675954	6.6126758
238.30056	2151.5277	494.34	162.73392	222.992	31.578302	6.5984359
238.30403	2426.7957	494.34	162.38273	222.992	31.480649	6.584196
238.3075	2387.4325	494.34	162.03154	222.992	31.382997	6.5699561
238.31097	2151.5448	494.34	161.68035	222.992	31.285345	6.5557161
238.31445	1026.0053	494.34	161.32916	222.992	31.187693	6.5414762
238.31792	1845.2257	494.34	160.97797	222.992	31.090041	6.5272363
238.32139	4173.0384	494.34	160.62677	222.992	30.992389	6.5129964
238.32486	2406.6514	494.34	160.27558	222.992	30.894736	6.4987565
238.32834	448.63823	494.34	159.92439	222.992	30.797084	6.4845166
238.33181	3355.7033	494.34	159.5732	222.992	30.699432	6.4702767
238.33528	4105.9477	487.92	155.64398	220.096	29.9141	6.3109573
238.33875	1503.0481	487.92	155.30068	220.096	29.818642	6.2970374
238.34222	1642.0866	487.92	154.95738	220.096	29.723184	6.2831175
238.3457	1485.548	487.92	154.61409	220.096	29.627726	6.2691976
238.34917	2030.9786	487.92	154.27079	220.096	29.532269	6.2552777
238.35264	2799.2711	487.92	153.92749	220.096	29.436811	6.2413578
238.35611	1385.1586	487.92	153.58419	220.096	29.341353	6.2274378
238.35959	584.22008	487.92	153.24089	220.096	29.245896	6.2135179
238.36306	3268.4437	487.92	152.89759	220.096	29.150438	6.199598
238.36653	2605.1133	487.92	152.55429	220.096	29.05498	6.1856781
238.37	505.96114	487.92	152.21099	220.096	28.959522	6.1717582
238.37347	3300.4759	487.92	151.86769	220.096	28.864065	6.1578383
238.37695	4141.5501	513.6	158.49103	231.68	30.091301	6.4263974
238.38042	1626.007	513.6	158.13194	231.68	29.991455	6.4118375
238.38389	1716.1957	513.6	157.77286	231.68	29.891608	6.3972776
238.38736	3083.8668	513.6	157.41377	231.68	29.791762	6.3827177
238.39084	3133.5781	513.6	157.05469	231.68	29.691915	6.3681578
238.39431	4019.9888	513.6	156.69561	231.68	29.592069	6.3535978
238.39778	2350.0265	513.6	156.33652	231.68	29.492222	6.3390379
238.40125	1895.4547	513.6	155.97744	231.68	29.392375	6.324478
238.40472	4221.6745	513.6	155.61836	231.68	29.292529	6.3099181
238.4082	3836.8774	513.6	155.25927	231.68	29.192682	6.2953582
238.41167	2348.8653	513.6	154.90019	231.68	29.092836	6.2807983
238.41514	2343.1981	513.6	154.5411	231.68	28.992989	6.2662384
238.41861	4301.1541	571.38	172.81941	257.744	32.38572	7.0073759
238.42209	4325.7588	571.38	172.41692	257.744	32.273804	6.991056
238.42556	4356.0856	571.38	172.01443	257.744	32.161888	6.9747361
238.42903	3706.5863	571.38	171.61194	257.744	32.049972	6.9584162
238.4325	3062.7313	571.38	171.20945	257.744	31.938056	6.9420963
238.43597	4533.7027	571.38	170.80696	257.744	31.82614	6.9257764
238.43945	5244.7688	571.38	170.40447	257.744	31.714224	6.9094565
238.44292	3875.9793	571.38	170.00198	257.744	31.602308	6.8931366
238.44639	4046.7521	571.38	169.59949	257.744	31.490393	6.8768167
238.44986	3624.5643	571.38	169.197	257.744	31.378477	6.8604968
238.45334	2981.5901	571.38	168.79451	257.744	31.266561	6.8441769
238.45681	4458.7905	571.38	168.39202	257.744	31.154645	6.827857
238.46028	5319.5833	642	179.51823	289.6	33.173112	7.2789956
238.46375	4000.0311	642	179.08812	289.6	33.053516	7.2615557
238.46722	2777.0209	642	178.65801	289.6	32.933919	7.2441158
238.4707	3989.9385	642	178.22789	289.6	32.814323	7.2266759
238.47417	4099.7576	642	177.79778	289.6	32.694726	7.209236
238.47764	4449.1575	642	177.36767	289.6	32.57513	7.1917961
238.48111	5162.2131	642	176.93756	289.6	32.455533	7.1743563
238.48458	3825.8191	642	176.50745	289.6	32.335937	7.1569164
238.48806	3291.9154	642	176.07734	289.6	32.21634	7.1394765
238.49153	3010.2475	642	175.64723	289.6	32.096744	7.1220366
238.495	4061.9264	642	175.21712	289.6	31.977148	7.1045967
238.49847	4118.6219	642	174.787	289.6	31.857551	7.0871568
238.50195	4332.0906	706.2	180.75531	318.56	32.90265	7.3291561
238.50542	5092.7956	706.2	180.30942	318.56	32.778665	7.3110762
238.50889	3793.1887	706.2	179.86352	318.56	32.65468	7.2929963
238.51236	2665.8849	706.2	179.41763	318.56	32.530694	7.2749164
238.51583	2578.9467	706.2	178.97173	318.56	32.406709	7.2568365
238.51931	4076.781	706.2	178.52584	318.56	32.282724	7.2387567
238.52278	4002.2824	706.2	178.07994	318.56	32.158738	7.2206768
238.52625	4205.2923	706.2	177.63405	318.56	32.034753	7.2025969
238.52972	5064.9818	706.2	177.18815	318.56	31.910768	7.184517
238.5332	4977.705	706.2	176.74226	318.56	31.786782	7.1664371
238.53667	2432.8346	706.2	176.29636	318.56	31.662797	7.1483572
238.54014	2277.4756	706.2	175.85047	318.56	31.538812	7.1302773
238.54361	4583.0961	738.3	170.74781	333.04	30.580804	6.9233781
238.54708	5215.804	738.3	170.31375	333.04	30.460111	6.9057782
238.55056	5071.0814	738.3	169.8797	333.04	30.339417	6.8881783
238.55403	4882.3167	738.3	169.44564	333.04	30.218723	6.8705784
238.5575	4975.4325	738.3	169.01158	333.04	30.09803	6.8529785
238.56097	5140.9927	738.3	168.57753	333.04	29.977336	6.8353786
238.56445	5096.1189	738.3	168.14347	333.04	29.856642	6.8177787
238.56792	5033.2613	738.3	167.70941	333.04	29.735949	6.8001789
238.57139	3839.8278	738.3	167.27535	333.04	29.615255	6.782579
238.57486	2827.9473	738.3	166.8413	333.04	29.494561	6.7649791
238.57833	4258.6913	738.3	166.40724	333.04	29.373868	6.7473792
238.58181	5429.7655	738.3	165.97318	333.04	29.253174	6.7297793
238.58528	5346.2795	757.56	156.50972	341.728	27.543436	6.3460605
238.58875	5396.8154	757.56	156.09934	341.728	27.429326	6.3294206
238.59222	5181.2706	757.56	155.68896	341.728	27.315215	6.3127808
238.5957	5166.4948	757.56	155.27857	341.728	27.201105	6.2961409
238.59917	3868.2375	757.56	154.86819	341.728	27.086994	6.279501
238.60264	4175.5531	757.56	154.45781	341.728	26.972884	6.2628611
238.60611	5267.4548	757.56	154.04743	341.728	26.858774	6.2462212
238.60958	3673.3725	757.56	153.63705	341.728	26.744663	6.2295813
238.61306	4155.7974	757.56	153.22667	341.728	26.630553	6.2129414
238.61653	5335.3585	757.56	205.192	341.728	41.08	8.32
238.62	5251.8283	757.56	205.192	341.728	41.08	8.32
238.62347	3662.182	757.56	205.192	341.728	41.08	8.32
238.62695	3959.9153	757.56	201.246	341.728	40.29	8.16
238.63042	5207.3568	757.56	201.246	341.728	40.29	8.16
238.63389	5337.6159	757.56	201.246	341.728	40.29	8.16
238.63736	3657.1574	757.56	201.246	341.728	40.29	8.16
238.64083	4014.0941	757.56	201.246	341.728	40.29	8.16
238.64431	5235.3476	757.56	201.246	341.728	40.29	8.16
238.64778	5112.1773	757.56	201.246	341.728	40.29	8.16
238.65125	5104.8683	757.56	201.246	341.728	40.29	8.16
238.65472	4836.7106	757.56	201.246	341.728	40.29	8.16
238.65819	3323.576	757.56	201.246	341.728	40.29	8.16
238.66167	3937.4076	757.56	201.246	341.728	40.29	8.16
238.66514	5150.4696	757.56	201.246	341.728	40.29	8.16
238.66861	5063.0133	751.14	201.246	338.832	40.29	8.16
238.67208	4840.934	751.14	201.246	338.832	40.29	8.16
238.67556	3220.4101	751.14	201.246	338.832	40.29	8.16
238.67903	2129.1216	751.14	201.246	338.832	40.29	8.16
238.6825	3902.9341	751.14	201.246	338.832	40.29	8.16
238.68597	5070.8237	751.14	201.246	338.832	40.29	8.16
238.68944	4775.6343	751.14	201.246	338.832	40.29	8.16
238.69292	4687.8585	751.14	201.246	338.832	40.29	8.16
238.69639	3406.9072	751.14	201.246	338.832	40.29	8.16
238.69986	3954.37	751.14	201.246	338.832	40.29	8.16
238.70333	5041.5077	751.14	201.246	338.832	40.29	8.16
238.70681	4886.4396	751.14	201.246	338.832	40.29	8.16
238.71028	4865.0647	725.46	201.246	327.248	40.29	8.16
238.71375	3469.8928	725.46	201.246	327.248	40.29	8.16
238.71722	2415.0117	725.46	201.246	327.248	40.29	8.16
238.72069	3926.5003	725.46	201.246	327.248	40.29	8.16
238.72417	4928.443	725.46	201.246	327.248	40.29	8.16
238.72764	4699.9926	725.46	201.246	327.248	40.29	8.16
238.73111	4775.2238	725.46	201.246	327.248	40.29	8.16
238.73458	3510.2409	725.46	201.246	327.248	40.29	8.16
238.73806	3861.678	725.46	201.246	327.248	40.29	8.16
238.74153	4943.0896	725.46	201.246	327.248	40.29	8.16
238.745	4919.1491	725.46	201.246	327.248	40.29	8.16
238.74847	4920.9766	725.46	201.246	327.248	40.29	8.16
238.75194	4926.6024	699.78	209.138	315.664	41.87	8.48
238.75542	3497.3662	699.78	209.138	315.664	41.87	8.48
238.75889	3889.2491	699.78	209.138	315.664	41.87	8.48
238.76236	5099.3434	699.78	209.138	315.664	41.87	8.48
238.76583	4871.8162	699.78	209.138	315.664	41.87	8.48
238.76931	4714.783	699.78	209.138	315.664	41.87	8.48
238.77278	3224.7228	699.78	209.138	315.664	41.87	8.48
238.77625	3765.5054	699.78	209.138	315.664	41.87	8.48
238.77972	5113.6248	699.78	209.138	315.664	41.87	8.48
238.78319	4912.6549	699.78	209.138	315.664	41.87	8.48
238.78667	4828.7227	699.78	209.138	315.664	41.87	8.48
238.79014	3284.0038	699.78	209.138	315.664	41.87	8.48
238.79361	3404.8856	686.94	211.111	309.872	42.265	8.56
238.79708	4904.9987	686.94	211.111	309.872	42.265	8.56
238.80056	4894.1897	686.94	211.111	309.872	42.265	8.56
238.80403	4675.0669	686.94	211.111	309.872	42.265	8.56
238.8075	3325.6554	686.94	211.111	309.872	42.265	8.56
238.81097	3614.2499	686.94	211.111	309.872	42.265	8.56
238.81444	4933.9745	686.94	211.111	309.872	42.265	8.56
238.81792	4991.874	686.94	211.111	309.872	42.265	8.56
238.82139	4717.0114	686.94	211.111	309.872	42.265	8.56
238.82486	4942.6413	686.94	211.111	309.872	42.265	8.56
238.82833	3476.0166	686.94	211.111	309.872	42.265	8.56
238.8318	3642.5567	686.94	211.111	309.872	42.265	8.56
238.83528	4883.4246	674.1	203.219	304.08	40.685	8.24
238.83875	4897.3646	674.1	203.219	304.08	40.685	8.24
238.84222	4891.005	674.1	203.219	304.08	40.685	8.24
238.84569	4772.5527	674.1	203.219	304.08	40.685	8.24
238.84917	3355.7709	674.1	203.219	304.08	40.685	8.24
238.85264	3754.1011	674.1	203.219	304.08	40.685	8.24
238.85611	4951.5455	674.1	203.219	304.08	40.685	8.24
238.85958	4997.7327	674.1	203.219	304.08	40.685	8.24
238.86305	4931.4094	674.1	203.219	304.08	40.685	8.24
238.86653	3389.1347	674.1	203.219	304.08	40.685	8.24
238.87	3668.4603	674.1	203.219	304.08	40.685	8.24
238.87347	4953.0312	674.1	203.219	304.08	40.685	8.24
238.87694	4865.3658	674.1	197.3	304.08	39.5	8
238.88042	4750.3386	674.1	197.3	304.08	39.5	8
238.88389	4642.1174	674.1	197.3	304.08	39.5	8
238.88736	3218.0245	674.1	197.3	304.08	39.5	8
