#.ttime_rel	Q	CODt	CODs	TSS	NH4	PO4
#d	m3/h	g/m3	g/m3	g/m3	g/m3	g/m3
229.27631	1487.3668	513.6	181.516	231.68	36.34	7.36
229.27978	2012.5325	513.6	181.516	231.68	36.34	7.36
229.28325	2842.3379	513.6	181.516	231.68	36.34	7.36
229.28673	2088.0932	513.6	181.516	231.68	36.34	7.36
229.2902	2855.7492	513.6	181.516	231.68	36.34	7.36
229.29367	3664.0192	494.34	175.597	222.992	35.155	7.12
229.29714	2318.3737	494.34	175.597	222.992	35.155	7.12
229.30062	2187.9048	494.34	175.597	222.992	35.155	7.12
229.30409	2720.9238	494.34	175.597	222.992	35.155	7.12
229.30756	1491.2711	494.34	175.597	222.992	35.155	7.12
229.31103	2199.5193	494.34	175.597	222.992	35.155	7.12
229.3145	3808.7485	494.34	175.597	222.992	35.155	7.12
229.31798	2825.295	494.34	175.597	222.992	35.155	7.12
229.32145	3150.1993	494.34	175.597	222.992	35.155	7.12
229.32492	3220.3165	494.34	175.597	222.992	35.155	7.12
229.32839	1586.408	494.34	175.597	222.992	35.155	7.12
229.33187	2289.3984	494.34	175.597	222.992	35.155	7.12
229.33534	3104.8258	487.92	171.651	220.096	34.365	6.96
229.33881	1802.4259	487.92	171.651	220.096	34.365	6.96
229.34228	2946.3308	487.92	171.651	220.096	34.365	6.96
229.34575	3251.7697	487.92	171.651	220.096	34.365	6.96
229.34923	2019.3439	487.92	171.651	220.096	34.365	6.96
229.3527	2522.6881	487.92	171.651	220.096	34.365	6.96
229.35617	1807.7275	487.92	171.651	220.096	34.365	6.96
229.35964	899.04797	487.92	171.651	220.096	34.365	6.96
229.36312	2216.7043	487.92	171.651	220.096	34.365	6.96
229.36659	1937.2863	487.92	171.651	220.096	34.365	6.96
229.37006	1234.3274	487.92	171.651	220.096	34.365	6.96
229.37353	2956.8267	487.92	171.651	220.096	34.365	6.96
229.377	2814.8249	513.6	179.543	231.68	35.945	7.28
229.38048	1717.8756	513.6	179.543	231.68	35.945	7.28
229.38395	2287.4599	513.6	179.543	231.68	35.945	7.28
229.38742	1475.2705	513.6	179.543	231.68	35.945	7.28
229.39089	501.88696	513.6	179.543	231.68	35.945	7.28
229.39437	1849.7114	513.6	179.543	231.68	35.945	7.28
229.39784	2290.6326	513.6	179.543	231.68	35.945	7.28
229.40131	1695.9732	513.6	179.543	231.68	35.945	7.28
229.40478	2808.5287	513.6	179.543	231.68	35.945	7.28
229.40825	2449.4022	513.6	179.543	231.68	35.945	7.28
229.41173	1451.6561	513.6	179.543	231.68	35.945	7.28
229.4152	2740.8138	513.6	179.543	231.68	35.945	7.28
229.41867	2397.8628	571.38	201.246	257.744	40.29	8.16
229.42214	1043.0757	571.38	201.246	257.744	40.29	8.16
229.42562	1930.8177	571.38	201.246	257.744	40.29	8.16
229.42909	1574.6408	571.38	201.246	257.744	40.29	8.16
229.43256	1542.9965	571.38	201.246	257.744	40.29	8.16
229.43603	3415.2255	571.38	201.246	257.744	40.29	8.16
229.4395	3093.1509	571.38	201.246	257.744	40.29	8.16
229.44298	2142.6568	571.38	201.246	257.744	40.29	8.16
229.44645	3355.4722	571.38	201.246	257.744	40.29	8.16
229.44992	3018.4698	571.38	201.246	257.744	40.29	8.16
229.45339	2076.0788	571.38	201.246	257.744	40.29	8.16
229.45686	3382.7168	571.38	201.246	257.744	40.29	8.16
229.46034	3719.6985	642	215.057	289.6	43.055	8.72
229.46381	2674.0576	642	215.057	289.6	43.055	8.72
229.46728	3594.0988	642	215.057	289.6	43.055	8.72
229.47075	3301.3391	642	215.057	289.6	43.055	8.72
229.47423	2307.7186	642	215.057	289.6	43.055	8.72
229.4777	4729.9471	642	215.057	289.6	43.055	8.72
229.48117	6924.8121	647.07664	214.83865	294.67664	42.994285	8.7111463
229.48464	4465.2299	657.07658	214.40854	304.67658	42.874688	8.6937064
229.48811	3884.4462	667.07651	213.97842	314.67651	42.755092	8.6762666
229.49159	6575.7675	677.07645	213.54831	324.67645	42.635495	8.6588267
229.49506	6121.9162	687.07639	213.1182	334.67639	42.515899	8.6413868
229.49853	3546.1754	697.07632	212.68809	344.67632	42.396302	8.6239469
229.502	4048.1834	771.27626	220.04726	383.63626	43.828145	8.9223421
229.50548	3873.1165	781.27619	219.60137	393.63619	43.704159	8.9042622
229.50895	2975.7798	791.27613	219.15547	403.63613	43.580174	8.8861824
229.51242	4364.5896	801.27607	218.70958	413.63607	43.456189	8.8681025
229.51589	4126.2617	811.276	218.26368	423.636	43.332204	8.8500226
229.51936	4247.4127	821.27594	217.81779	433.63594	43.208218	8.8319427
229.52284	7429.9391	831.27587	217.37189	443.63587	43.084233	8.8138628
229.52631	6560.7614	841.27581	216.926	453.63581	42.960248	8.7957829
229.52978	5134.7089	851.27575	216.4801	463.63575	42.836262	8.7777031
229.53325	5542.1896	861.27568	216.03421	473.63568	42.712277	8.7596232
229.53673	4333.4283	871.27562	215.58831	483.63562	42.588292	8.7415433
229.5402	5736.1061	881.27555	215.14242	493.63555	42.464306	8.7234634
229.54367	6426.6529	923.37549	208.99661	518.11549	41.216242	8.4742671
229.54714	5591.4275	933.37543	208.56256	528.11543	41.095548	8.4566672
229.55061	5567.279	943.37536	208.1285	538.11536	40.974854	8.4390674
229.55409	5717.7734	953.3753	207.69444	548.1153	40.854161	8.4214675
229.55756	5687.8345	963.37523	207.26038	558.11523	40.733467	8.4038676
229.56103	5665.5233	973.37517	206.82633	568.11517	40.612773	8.3862677
229.5645	5717.4194	983.37511	206.39227	578.11511	40.49208	8.3686678
229.56798	5732.0324	993.37504	205.95821	588.11504	40.371386	8.3510679
229.57145	5728.5193	1003.375	205.52416	598.11498	40.250692	8.333468
229.57492	5749.1539	1013.3749	205.0901	608.11491	40.129999	8.3158682
229.57839	5767.621	1023.3749	204.65604	618.11485	40.009305	8.2982683
229.58186	5729.7215	1033.3748	204.22198	628.11479	39.888611	8.2806684
229.58534	5732.3608	1062.6347	192.67222	646.80272	37.598758	7.8123557
229.58881	5826.5177	1072.6347	192.26184	656.80266	37.484648	7.7957158
229.59228	6685.1807	1082.6346	191.85146	666.80259	37.370538	7.7790759
229.59575	8334.2054	1092.6345	191.44108	676.80253	37.256427	7.762436
229.59923	8326.7255	1102.6345	191.0307	686.80247	37.142317	7.7457961
229.6027	7839.6246	1112.6344	190.62031	696.8024	37.028207	7.7291562
229.60617	7755.0162	1122.6343	190.20993	706.80234	36.914096	7.7125163
229.60964	7673.6668	1132.6343	189.79955	716.80227	36.799986	7.6958764
229.61311	7676.6863	1139.6697	189.38917	723.83773	36.685875	7.6792365
229.61659	7706.5699	1137.1697	188.97879	721.33774	36.571765	7.6625966
229.62006	7655.9766	1134.6698	188.56841	718.83776	36.457655	7.6459567
229.62353	7565.838	1132.1698	188.15803	716.33778	36.343544	7.6293168
229.627	7626.4042	1129.6698	184.13711	713.83779	35.532714	7.4662793
229.63047	7622.536	1127.1698	183.73462	711.33781	35.420798	7.4499594
229.63395	7506.7451	1124.6698	183.33213	708.83782	35.308882	7.4336395
229.63742	7518.5533	1122.1698	182.92965	706.33784	35.196966	7.4173196
229.64089	7553.0752	1119.6699	182.52716	703.83786	35.08505	7.4009997
229.64436	7500.8097	1117.1699	182.12467	701.33787	34.973134	7.3846798
229.64784	7371.0392	1114.6699	181.72218	698.83789	34.861218	7.3683599
229.65131	7353.3972	1112.1699	181.31969	696.3379	34.749302	7.35204
229.65478	7389.4188	1109.6699	180.9172	693.83792	34.637386	7.3357201
229.65825	7323.9982	1107.1699	180.51471	691.33794	34.52547	7.3194002
229.66172	7241.2062	1104.67	180.11222	688.83795	34.413554	7.3030804
229.6652	7202.9974	1102.0279	179.70973	686.27388	34.301639	7.2867605
229.66867	7060.5574	1093.25	179.30724	680.94198	34.189723	7.2704406
229.67214	6993.4682	1090.75	178.90475	678.442	34.077807	7.2541207
229.67561	7019.4623	1088.25	178.50226	675.94202	33.965891	7.2378008
229.67909	6949.8254	1085.75	178.09977	673.44203	33.853975	7.2214809
229.68256	6897.8787	1083.25	177.69728	670.94205	33.742059	7.205161
229.68603	7012.2099	1080.7501	177.29479	668.44206	33.630143	7.1888411
229.6895	7148.7277	1078.2501	176.8923	665.94208	33.518227	7.1725212
229.69297	7153.3149	1075.7501	176.48981	663.4421	33.406311	7.1562013
229.69645	7261.6817	1073.2501	176.08732	660.94211	33.294395	7.1398814
229.69992	7324.8979	1070.7501	175.68484	658.44213	33.182479	7.1235615
229.70339	7231.0742	1068.2501	175.28235	655.94214	33.070563	7.1072416
229.70686	7214.8595	1065.7502	174.87986	653.44216	32.958647	7.0909217
229.71034	7179.7637	1037.5702	174.47737	639.35818	32.846731	7.0746018
229.71381	7077.5225	1035.0702	174.07488	636.85819	32.734815	7.0582819
229.71728	7052.4883	1032.5702	173.67239	634.35821	32.622899	7.041962
229.72075	7078.7197	1030.0702	173.2699	631.85822	32.510983	7.0256421
229.72422	7031.8754	1027.5702	172.86741	629.35824	32.399067	7.0093222
229.7277	6988.2078	1025.0703	172.46492	626.85826	32.287151	6.9930023
229.73117	7043.2658	1022.5703	172.06243	624.35827	32.175235	6.9766824
229.73464	7058.8605	1020.0703	171.65994	621.85829	32.06332	6.9603625
229.73811	7011.1527	1017.5703	171.25745	619.3583	31.951404	6.9440426
229.74159	6981.3249	1015.0703	170.85496	616.85832	31.839488	6.9277228
229.74506	6889.0029	1012.5703	170.45247	614.35834	31.727572	6.9114029
229.74853	6830.4915	1010.0704	170.04998	611.85835	31.615656	6.895083
229.752	6782.3914	981.89037	176.30034	597.77437	32.739181	7.1485185
229.75547	6818.7038	979.39038	175.88206	595.27438	32.622876	7.1315586
229.75895	6863.1691	976.8904	175.46379	592.7744	32.506571	7.1145987
229.76242	6834.1871	974.39042	175.04552	590.27442	32.390266	7.0976388
229.76589	6774.0414	971.89043	174.62724	587.77443	32.273961	7.0806789
229.76936	6703.5273	969.39045	174.20897	585.27445	32.157656	7.063719
229.77284	6685.8582	966.89046	173.7907	582.77446	32.041352	7.0467591
229.77631	6686.7157	964.39048	173.37242	580.27448	31.925047	7.0297992
229.77978	6661.7257	961.8905	172.95415	577.7745	31.808742	7.0128393
229.78325	6629.9477	959.39051	172.53588	575.27451	31.692437	6.9958795
229.78672	6611.6301	956.89053	172.1176	572.77453	31.576132	6.9789196
229.7902	6579.5622	954.39054	171.69933	570.27454	31.459828	6.9619597
229.79367	6581.3845	939.05056	172.89692	561.98256	31.639216	7.0105186
229.79714	6530.0273	936.55058	172.4747	559.48258	31.521814	6.9933988
229.80061	6465.4742	934.05059	172.05248	556.98259	31.404412	6.9762789
229.80408	6482.2737	931.55061	171.63026	554.48261	31.28701	6.959159
229.80756	6474.3264	929.05062	171.20804	551.98262	31.169608	6.9420391
229.81103	6427.4113	926.55064	170.78582	549.48264	31.052206	6.9249192
229.8145	6437.7881	924.05066	170.3636	546.98266	30.934804	6.9077993
229.81797	6418.922	921.55067	169.94138	544.48267	30.817402	6.8906794
229.82145	6404.5324	919.05069	169.51916	541.98269	30.7	6.8735595
229.82492	6365.3147	916.5507	169.09694	539.4827	30.582598	6.8564396
229.82839	6360.1329	914.05072	168.67472	536.98272	30.465196	6.8393197
229.83186	6341.7876	911.55074	168.2525	534.48274	30.347794	6.8221999
229.83533	6348.8972	896.21075	161.55626	526.19075	29.100284	6.5506845
229.83881	6356.8856	893.71077	161.14982	523.69077	28.987271	6.5342046
229.84228	6387.8444	891.21078	160.74338	521.19078	28.874258	6.5177247
229.84575	6459.7323	888.7108	160.33695	518.6908	28.761245	6.5012448
229.84922	5911.9798	886.21082	159.93051	516.19082	28.648231	6.4847649
229.8527	5523.8149	883.71083	159.52408	513.69083	28.535218	6.468285
229.85617	5617.4837	881.21085	159.11764	511.19085	28.422205	6.4518051
229.85964	5594.3139	878.71086	158.71121	508.69086	28.309192	6.4353252
229.86311	5599.4391	876.21088	158.30477	506.19088	28.196179	6.4188453
229.86658	5666.5479	873.7109	157.89834	503.6909	28.083166	6.4023654
229.87006	5673.5474	871.21091	157.4919	501.19091	27.970152	6.3858855
229.87353	5622.6481	868.71093	157.08547	498.69093	27.857139	6.3694056
229.877	5621.8589	866.21094	152.11556	496.19094	26.936045	6.167889
229.88047	5523.6434	863.71096	151.72097	493.69096	26.826323	6.1518891
229.88395	5480.1443	861.21098	151.32637	491.19098	26.716602	6.1358893
229.88742	5435.3418	858.71099	150.93177	488.69099	26.60688	6.1198894
229.89089	5348.1945	856.21101	150.53717	486.19101	26.497159	6.1038895
229.89436	5270.3702	853.71102	150.14258	483.69102	26.387437	6.0878896
229.89783	5200.1752	851.21104	149.74798	481.19104	26.277716	6.0718897
229.90131	5150.7295	848.71106	149.35338	478.69106	26.167994	6.0558898
229.90478	5090.7136	846.21107	148.95878	476.19107	26.058273	6.0398899
229.90825	5053.351	843.71109	148.56419	473.69109	25.948551	6.02389
229.91172	5050.6217	841.2111	148.16959	471.1911	25.838829	6.0078901
229.9152	5004.9178	838.71112	147.77499	468.69112	25.729108	5.9918902
229.91867	5008.4553	849.05114	144.43279	471.98314	25.106999	5.8563725
229.92214	5075.1429	846.55115	144.04608	469.48315	24.999472	5.8406926
229.92561	5135.6314	844.05117	143.65937	466.98317	24.891945	5.8250127
229.92908	3845.8389	841.55118	143.27267	464.48318	24.784417	5.8093328
229.93256	4420.7522	839.0512	142.88596	461.9832	24.67689	5.7936529
229.93603	5572.9961	836.55122	142.49926	459.48322	24.569363	5.777973
229.9395	5577.5942	834.05123	142.11255	456.98323	24.461836	5.7622931
229.94297	5561.4833	831.55125	141.72585	454.48325	24.354309	5.7466132
229.94645	5542.1958	829.05126	141.33914	451.98326	24.246782	5.7309333
229.94992	5520.1241	826.55128	140.95244	449.48328	24.139255	5.7152534
229.95339	4098.7752	824.0513	140.56573	446.9833	24.031728	5.6995735
229.95686	4582.8963	821.55131	140.17903	444.48331	23.924201	5.6838936
229.96033	5669.8362	819.05133	139.79232	441.98333	23.816674	5.6682137
229.96381	5617.9998	816.55134	139.40561	439.48334	23.709147	5.6525338
229.96728	5541.2293	814.05136	139.01891	436.98336	23.601619	5.6368539
229.97075	5445.4147	811.55138	138.6322	434.48338	23.494092	5.621174
229.97422	4174.4821	809.05139	138.2455	431.98339	23.386565	5.6054941
229.97769	3088.5417	806.55141	137.85879	429.48341	23.279038	5.5898142
229.98117	4535.7473	804.05142	137.47209	426.98342	23.171511	5.5741343
229.98464	5606.4165	801.55144	137.08538	424.48344	23.063984	5.5584544
229.98811	5474.0107	799.05146	136.69868	421.98346	22.956457	5.5427745
229.99158	5420.9614	796.55147	136.31197	419.48347	22.84893	5.5270946
229.99506	3936.7783	794.05149	135.92526	416.98349	22.741403	5.5114147
229.99853	2851.929	791.5515	135.53856	414.4835	22.633876	5.4957348
230.002	4407.422	756.95152	137.91005	397.50352	22.98607	5.5918927
230.00547	5510.6731	754.45154	137.51546	395.00354	22.876348	5.5758928
230.00894	5400.3264	751.95155	137.12086	392.50355	22.766627	5.5598929
230.01242	5356.4948	749.45157	136.72626	390.00357	22.656905	5.543893
230.01589	3884.6701	746.95158	136.33166	387.50358	22.547184	5.5278931
230.01936	4312.1481	744.4516	135.93707	385.0036	22.437462	5.5118932
230.02283	5467.63	741.95162	135.94284	382.50362	22.439068	5.5121273
230.02631	5466.3216	739.45163	136.33744	380.00363	22.548789	5.5281272
230.02978	5424.6002	736.95165	136.73204	377.50365	22.658511	5.5441271
230.03325	5360.6025	734.45166	137.12663	375.00366	22.768232	5.560127
230.03672	3861.4097	731.95168	137.52123	372.50368	22.877954	5.5761269
230.04019	4284.1585	729.4517	137.91583	370.0037	22.987675	5.5921268
230.04367	5380.4439	714.11171	136.92732	361.71171	22.866423	5.5520455
230.04714	5304.7115	711.61173	137.31797	359.21173	22.975047	5.5678854
230.05061	5243.7081	709.11174	137.70862	356.71174	23.083671	5.5837253
230.05408	3762.0339	706.61176	138.09928	354.21176	23.192296	5.5995652
230.05756	4220.4434	704.11178	138.48993	351.71178	23.30092	5.6154051
230.06103	5383.8164	701.61179	138.88058	349.21179	23.409544	5.631245
230.0645	5263.0687	699.11181	139.27123	346.71181	23.518169	5.6470849
230.06797	5156.834	642	195.327	289.6	39.105	7.92
230.07144	3708.7728	642	195.327	289.6	39.105	7.92
230.07492	4112.706	642	195.327	289.6	39.105	7.92
230.07839	5234.3795	642	195.327	289.6	39.105	7.92
230.08186	5184.8622	642	195.327	289.6	39.105	7.92
230.08533	3701.2742	622.74	193.354	280.912	38.71	7.84
230.08881	2557.4923	622.74	193.354	280.912	38.71	7.84
230.09228	4042.7989	622.74	193.354	280.912	38.71	7.84
230.09575	5097.0089	622.74	193.354	280.912	38.71	7.84
230.09922	3620.7473	622.74	193.354	280.912	38.71	7.84
230.10269	2531.5668	622.74	193.354	280.912	38.71	7.84
230.10617	3955.9934	622.74	193.354	280.912	38.71	7.84
230.10964	4982.5824	622.74	193.354	280.912	38.71	7.84
230.11311	4899.6239	622.74	193.354	280.912	38.71	7.84
230.11658	3407.9494	622.74	193.354	280.912	38.71	7.84
230.12006	3820.0985	622.74	193.354	280.912	38.71	7.84
230.12353	4970.6529	622.74	193.354	280.912	38.71	7.84
230.127	4822.2828	603.48	195.327	272.224	39.105	7.92
230.13047	3246.2367	603.48	195.327	272.224	39.105	7.92
230.13394	2258.8807	603.48	195.327	272.224	39.105	7.92
230.13742	3651.4084	603.48	195.327	272.224	39.105	7.92
230.14089	4611.2255	603.48	195.327	272.224	39.105	7.92
230.14436	3125.9539	603.48	195.327	272.224	39.105	7.92
230.14783	2087.8477	603.48	195.327	272.224	39.105	7.92
230.1513	3490.5697	603.48	195.327	272.224	39.105	7.92
230.15478	4584.9316	603.48	195.327	272.224	39.105	7.92
230.15825	3085.36	603.48	195.327	272.224	39.105	7.92
230.16172	1953.8948	603.48	195.327	272.224	39.105	7.92
230.16519	3513.3878	603.48	195.327	272.224	39.105	7.92
230.16867	4475.0272	571.38	191.381	257.744	38.315	7.76
230.17214	2959.5207	571.38	191.381	257.744	38.315	7.76
230.17561	1875.0402	571.38	191.381	257.744	38.315	7.76
230.17908	3457.8299	571.38	191.381	257.744	38.315	7.76
230.18255	4592.419	571.38	191.381	257.744	38.315	7.76
230.18603	2970.248	571.38	191.381	257.744	38.315	7.76
230.1895	2029.0463	571.38	191.381	257.744	38.315	7.76
230.19297	3607.4376	571.38	191.381	257.744	38.315	7.76
230.19644	4502.0691	571.38	191.381	257.744	38.315	7.76
230.19992	2967.9316	571.38	191.381	257.744	38.315	7.76
230.20339	1867.736	571.38	191.381	257.744	38.315	7.76
230.20686	1834.9557	571.38	191.381	257.744	38.315	7.76
230.21033	3311.7342	539.28	185.462	243.264	37.13	7.52
230.2138	4353.6945	539.28	185.462	243.264	37.13	7.52
230.21728	2843.1937	539.28	185.462	243.264	37.13	7.52
230.22075	1776.8601	539.28	185.462	243.264	37.13	7.52
230.22422	3300.4279	539.28	185.462	243.264	37.13	7.52
230.22769	4367.8506	539.28	185.462	243.264	37.13	7.52
230.23117	2833.4093	539.28	185.462	243.264	37.13	7.52
230.23464	1716.2781	539.28	185.462	243.264	37.13	7.52
230.23811	1778.1784	539.28	185.462	243.264	37.13	7.52
230.24158	3349.0954	539.28	185.462	243.264	37.13	7.52
230.24505	2920.5338	539.28	185.462	243.264	37.13	7.52
230.24853	1701.4666	539.28	185.462	243.264	37.13	7.52
230.252	1722.3996	513.6	181.516	231.68	36.34	7.36
230.25547	3253.7308	513.6	181.516	231.68	36.34	7.36
230.25894	4369.1592	513.6	181.516	231.68	36.34	7.36
230.26242	2774.3585	513.6	181.516	231.68	36.34	7.36
230.26589	1588.5445	513.6	181.516	231.68	36.34	7.36
230.26936	1579.9551	513.6	181.516	231.68	36.34	7.36
230.27283	3149.1666	513.6	181.516	231.68	36.34	7.36
230.2763	4222.2617	513.6	181.516	231.68	36.34	7.36
230.27978	2710.4556	513.6	181.516	231.68	36.34	7.36
230.28325	1612.1359	513.6	181.516	231.68	36.34	7.36
230.28672	1639.5641	513.6	181.516	231.68	36.34	7.36
230.29019	3214.2773	513.6	181.516	231.68	36.34	7.36
230.29367	2858.8388	494.34	175.597	222.992	35.155	7.12
230.29714	876.0029	494.34	175.597	222.992	35.155	7.12
230.30061	1259.2562	494.34	175.597	222.992	35.155	7.12
230.30408	3418.1222	494.34	175.597	222.992	35.155	7.12
230.30755	4272.01	494.34	175.597	222.992	35.155	7.12
230.31103	2668.3712	494.34	175.597	222.992	35.155	7.12
230.3145	794.06961	494.34	175.597	222.992	35.155	7.12
230.31797	2204.3954	494.34	175.597	222.992	35.155	7.12
230.32144	4102.1213	494.34	175.597	222.992	35.155	7.12
230.32491	2685.0993	494.34	175.597	222.992	35.155	7.12
230.32839	718.4915	494.34	175.597	222.992	35.155	7.12
230.33186	1359.8611	494.34	175.597	222.992	35.155	7.12
230.33533	3490.1449	487.92	171.651	220.096	34.365	6.96
230.3388	4195.9669	487.92	171.651	220.096	34.365	6.96
230.34228	1828.7718	487.92	171.651	220.096	34.365	6.96
230.34575	213.5647	487.92	171.651	220.096	34.365	6.96
230.34922	2661.1582	487.92	171.651	220.096	34.365	6.96
230.35269	4289.1097	487.92	171.651	220.096	34.365	6.96
230.35616	1900.5693	487.92	171.651	220.096	34.365	6.96
230.35964	224.35415	487.92	171.651	220.096	34.365	6.96
230.36311	2918.6878	487.92	171.651	220.096	34.365	6.96
230.36658	4608.6947	487.92	171.651	220.096	34.365	6.96
230.37005	3474.9785	487.92	171.651	220.096	34.365	6.96
230.37353	1321.2933	487.92	171.651	220.096	34.365	6.96
230.377	226.37513	513.6	179.543	231.68	35.945	7.28
230.38047	2974.3681	513.6	179.543	231.68	35.945	7.28
230.38394	4524.6353	513.6	179.543	231.68	35.945	7.28
230.38741	3374.7394	513.6	179.543	231.68	35.945	7.28
230.39089	2761.0122	513.6	179.543	231.68	35.945	7.28
230.39436	2711.5138	513.6	179.543	231.68	35.945	7.28
230.39783	2345.083	513.6	179.543	231.68	35.945	7.28
230.4013	3379.8546	513.6	179.543	231.68	35.945	7.28
230.40478	3478.842	513.6	179.543	231.68	35.945	7.28
230.40825	2858.1198	513.6	179.543	231.68	35.945	7.28
230.41172	2847.6185	513.6	179.543	231.68	35.945	7.28
230.41519	3791.1368	513.6	179.543	231.68	35.945	7.28
230.41866	4353.212	571.38	201.246	257.744	40.29	8.16
230.42214	4110.6349	571.38	201.246	257.744	40.29	8.16
230.42561	4116.8442	571.38	201.246	257.744	40.29	8.16
230.42908	4207.8611	571.38	201.246	257.744	40.29	8.16
230.43255	4251.2666	571.38	201.246	257.744	40.29	8.16
230.43603	4339.1564	571.38	201.246	257.744	40.29	8.16
230.4395	4388.1488	571.38	201.246	257.744	40.29	8.16
230.44297	4442.6266	571.38	201.246	257.744	40.29	8.16
230.44644	4375.7637	571.38	201.246	257.744	40.29	8.16
230.44991	4445.8299	571.38	201.246	257.744	40.29	8.16
230.45339	4516.4163	571.38	201.246	257.744	40.29	8.16
230.45686	4408.2457	571.38	201.246	257.744	40.29	8.16
230.46033	4394.6899	642	215.057	289.6	43.055	8.72
230.4638	4388.3071	642	215.057	289.6	43.055	8.72
230.46728	4533.6835	642	215.057	289.6	43.055	8.72
230.47075	4510.6311	642	215.057	289.6	43.055	8.72
230.47422	4404.5471	642	215.057	289.6	43.055	8.72
230.47769	4440.4962	642	215.057	289.6	43.055	8.72
230.48116	1915.9647	642	215.057	289.6	43.055	8.72
230.48464	2882.6831	642	215.057	289.6	43.055	8.72
230.48811	6621.5438	642.97471	215.057	290.57471	43.055	8.72
230.49158	6624.4997	652.97465	215.057	300.57465	43.055	8.72
230.49505	4804.2526	662.97459	215.057	310.57459	43.055	8.72
230.49852	4589.9541	672.97452	215.057	320.57452	43.055	8.72
230.502	5068.0546	747.17446	222.949	359.53446	44.635	9.04
230.50547	5290.7654	757.17439	222.949	369.53439	44.635	9.04
230.50894	5401.11	767.17433	222.949	379.53433	44.635	9.04
230.51241	5598.854	777.17427	222.949	389.53427	44.635	9.04
230.51589	6095.3956	787.1742	222.949	399.5342	44.635	9.04
230.51936	6328.2808	797.17414	222.949	409.53414	44.635	9.04
230.52283	6291.9156	807.17407	222.949	419.53407	44.635	9.04
230.5263	6245.884	817.17401	222.949	429.53401	44.635	9.04
230.52977	6243.8536	827.17395	222.949	439.53395	44.635	9.04
230.53325	6304.9155	837.17388	222.949	449.53388	44.635	9.04
230.53672	6393.1525	847.17382	222.949	459.53382	44.635	9.04
230.54019	6400.8703	857.17375	222.949	469.53375	44.635	9.04
230.54366	6496.6905	899.27369	217.03	494.01369	43.45	8.8
230.54714	6625.5984	909.27363	217.03	504.01363	43.45	8.8
230.55061	6746.7835	919.27356	217.03	514.01356	43.45	8.8
230.55408	6868.2661	929.2735	217.03	524.0135	43.45	8.8
230.55755	6875.5905	939.27343	217.03	534.01343	43.45	8.8
230.56102	6895.6309	949.27337	217.03	544.01337	43.45	8.8
230.5645	7076.9257	959.27331	207.43843	554.01331	40.782975	8.411087
230.56797	7229.1091	969.27324	207.00438	564.01324	40.662281	8.3934871
230.57144	7439.5934	979.27318	206.57032	574.01318	40.541588	8.3758872
230.57491	7639.3991	989.27311	206.13626	584.01311	40.420894	8.3582873
230.57839	7822.7677	999.27305	205.7022	594.01305	40.3002	8.3406874
230.58186	8099.6088	1009.273	205.26815	604.01299	40.179507	8.3230875
230.58533	8321.6613	1038.5329	193.66132	622.70092	37.873787	7.8524611
230.5888	8491.725	1048.5329	193.25094	632.70086	37.759676	7.8358212
230.59227	8646.1936	1058.5328	192.84056	642.70079	37.645566	7.8191813
230.59575	8592.4687	1068.5327	192.43018	652.70073	37.531456	7.8025414
230.59922	7623.8226	1078.5327	192.0198	662.70067	37.417345	7.7859015
230.60269	8002.723	1088.5326	191.60941	672.7006	37.303235	7.7692616
230.60616	8636.5544	1098.5325	191.19903	682.70054	37.189124	7.7526217
230.60964	8616.538	1108.5325	190.78865	692.70047	37.075014	7.7359818
230.61311	8625.0918	1118.5324	190.37827	702.70041	36.960904	7.7193419
230.61658	8558.7692	1128.5323	189.96789	712.70035	36.846793	7.702702
230.62005	8552.0518	1138.5323	189.55751	722.70028	36.732683	7.6860621
230.62352	8450.1763	1144.3124	189.14713	728.48041	36.618573	7.6694222
230.627	8374.9301	1141.8124	185.10719	725.98043	35.802453	7.5056134
230.63047	8380.5982	1139.3124	184.7047	723.48044	35.690537	7.4892936
230.63394	8362.3953	1136.8125	184.30221	720.98046	35.578621	7.4729737
230.63741	8361.8447	1134.3125	183.89972	718.48047	35.466705	7.4566538
230.64089	8329.3837	1131.8125	183.49723	715.98049	35.35479	7.4403339
230.64436	8296.6711	1129.3125	183.09474	713.48051	35.242874	7.424014
230.64783	8355.4341	1126.8125	182.69226	710.98052	35.130958	7.4076941
230.6513	8385.2047	1124.3125	182.28977	708.48054	35.019042	7.3913742
230.65477	8354.1724	1121.8126	181.88728	705.98055	34.907126	7.3750543
230.65825	8340.6556	1119.3126	181.48479	703.48057	34.79521	7.3587344
230.66172	8374.0247	1116.8126	181.0823	700.98059	34.683294	7.3424145
230.66519	8399.1906	1114.3126	180.67981	698.4806	34.571378	7.3260946
230.66866	8387.6504	1105.3926	180.27732	693.08462	34.459462	7.3097747
230.67213	8432.9634	1102.8926	179.87483	690.58463	34.347546	7.2934548
230.67561	8464.8856	1100.3927	179.47234	688.08465	34.23563	7.2771349
230.67908	8467.9612	1097.8927	179.06985	685.58467	34.123714	7.260815
230.68255	8455.1429	1095.3927	178.66736	683.08468	34.011798	7.2444951
230.68602	8452.7917	1092.8927	178.26487	680.5847	33.899882	7.2281752
230.6895	8484.2154	1090.3927	177.86238	678.08471	33.787966	7.2118553
230.69297	8517.3862	1087.8927	177.45989	675.58473	33.67605	7.1955354
