#.t	temp
#d	degC
344.0	13.75401829268293
345.0	13.792459770114952
346.0	13.72364615384616
347.0	13.056179611650487
348.0	12.490759999999987
349.0	12.933398437499996
350.0	13.294356521739129
351.0	13.518885496183197
352.0	13.208835897435883
353.0	12.613776859504119
354.0	12.842724770642203
355.0	13.079355555555546
356.0	12.482791999999995
357.0	12.52230113636363
358.0	10.906225308641991
359.0	10.843172661870506
360.0	11.576189349112436
361.0	10.941295035461003
362.0	10.551528301886794
363.0	11.307619718309864
364.0	11.991906666666667
